Datum Zeit,Zwickau-Werdauer Straße NO
,µg/m³
01-11-15 00:00,48
31-10-15 23:00,44
31-10-15 22:00,51
31-10-15 21:00,55
31-10-15 20:00,110
31-10-15 19:00,130
31-10-15 18:00,217
31-10-15 17:00,164
31-10-15 16:00,91
31-10-15 15:00,28
31-10-15 14:00,35
31-10-15 13:00,32
31-10-15 12:00,25
31-10-15 11:00,39
31-10-15 10:00,35
31-10-15 09:00,21
31-10-15 08:00,14
31-10-15 07:00,13
31-10-15 06:00,11
31-10-15 05:00,10
31-10-15 04:00,6
31-10-15 03:00,7
31-10-15 02:00,12
31-10-15 01:00,16
31-10-15 00:00,29
30-10-15 23:00,34
30-10-15 22:00,46
30-10-15 21:00,37
30-10-15 20:00,27
30-10-15 19:00,29
30-10-15 18:00,40
30-10-15 17:00,56
30-10-15 16:00,38
30-10-15 15:00,41
30-10-15 14:00,28
30-10-15 13:00,22
30-10-15 12:00,29
30-10-15 11:00,45
30-10-15 10:00,83
30-10-15 09:00,99
30-10-15 08:00,105
30-10-15 07:00,76
30-10-15 06:00,35
30-10-15 05:00,17
30-10-15 04:00,8
30-10-15 03:00,11
30-10-15 02:00,23
30-10-15 01:00,45
30-10-15 00:00,44
29-10-15 23:00,62
29-10-15 22:00,37
29-10-15 21:00,55
29-10-15 20:00,67
29-10-15 19:00,82
29-10-15 18:00,72
29-10-15 17:00,50
29-10-15 16:00,38
29-10-15 15:00,52
29-10-15 14:00,41
29-10-15 13:00,29
29-10-15 12:00,27
29-10-15 11:00,28
29-10-15 10:00,72
29-10-15 09:00,133
29-10-15 08:00,124
29-10-15 07:00,53
29-10-15 06:00,36
29-10-15 05:00,21
29-10-15 04:00,13
29-10-15 03:00,9
29-10-15 02:00,8
29-10-15 01:00,13
29-10-15 00:00,34
28-10-15 23:00,56
28-10-15 22:00,67
28-10-15 21:00,83
28-10-15 20:00,120
28-10-15 19:00,119
28-10-15 18:00,66
28-10-15 17:00,31
28-10-15 16:00,36
28-10-15 15:00,40
28-10-15 14:00,49
28-10-15 13:00,37
28-10-15 12:00,50
28-10-15 11:00,65
28-10-15 10:00,135
28-10-15 09:00,145
28-10-15 08:00,140
28-10-15 07:00,113
28-10-15 06:00,59
28-10-15 05:00,25
28-10-15 04:00,9
28-10-15 03:00,15
28-10-15 02:00,16
28-10-15 01:00,25
28-10-15 00:00,29
27-10-15 23:00,44
27-10-15 22:00,75
27-10-15 21:00,81
27-10-15 20:00,88
27-10-15 19:00,125
27-10-15 18:00,67
27-10-15 17:00,35
27-10-15 16:00,24
27-10-15 15:00,16
27-10-15 14:00,31
27-10-15 13:00,20
27-10-15 12:00,37
27-10-15 11:00,74
27-10-15 10:00,115
27-10-15 09:00,118
27-10-15 08:00,127
27-10-15 07:00,101
27-10-15 06:00,44
27-10-15 05:00,18
27-10-15 04:00,13
27-10-15 03:00,14
27-10-15 02:00,17
27-10-15 01:00,16
27-10-15 00:00,36
26-10-15 23:00,61
26-10-15 22:00,33
26-10-15 21:00,8
26-10-15 20:00,19
26-10-15 19:00,33
26-10-15 18:00,26
26-10-15 17:00,21
26-10-15 16:00,12
26-10-15 15:00,12
26-10-15 14:00,15
26-10-15 13:00,15
26-10-15 12:00,23
26-10-15 11:00,94
26-10-15 10:00,125
26-10-15 09:00,143
26-10-15 08:00,145
26-10-15 07:00,162
26-10-15 06:00,83
26-10-15 05:00,14
26-10-15 04:00,4
26-10-15 03:00,3
26-10-15 02:00,6
26-10-15 01:00,4
26-10-15 00:00,6
25-10-15 23:00,13
25-10-15 22:00,13
25-10-15 21:00,30
25-10-15 20:00,96
25-10-15 19:00,53
25-10-15 18:00,71
25-10-15 17:00,28
25-10-15 16:00,21
25-10-15 15:00,12
25-10-15 14:00,10
25-10-15 13:00,13
25-10-15 12:00,14
25-10-15 11:00,12
25-10-15 10:00,12
25-10-15 09:00,7
25-10-15 08:00,4
25-10-15 07:00,3
25-10-15 06:00,2
25-10-15 05:00,2
25-10-15 04:00,2
25-10-15 03:00,14
25-10-15 02:00,10
25-10-15 01:00,11
25-10-15 00:00,17
24-10-15 23:00,29
24-10-15 22:00,39
24-10-15 21:00,27
24-10-15 20:00,14
24-10-15 19:00,6
24-10-15 18:00,61
