Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-10-15,33
30-10-15,72
29-10-15,57
28-10-15,43
27-10-15,35
26-10-15,33
25-10-15,36
24-10-15,31
23-10-15,27
22-10-15,30
21-10-15,44
20-10-15,32
19-10-15,46
18-10-15,29
17-10-15,23
16-10-15,23
15-10-15,31
14-10-15,32
13-10-15,43
12-10-15,40
11-10-15,28
10-10-15,38
09-10-15,46
08-10-15,25
07-10-15,30
06-10-15,40
05-10-15,46
04-10-15,31
03-10-15,28
02-10-15,29
01-10-15,30

