Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-10-15,22.28
30-10-15,41.24
29-10-15,34.32
28-10-15,28.07
27-10-15,21.25
26-10-15,18.85
25-10-15,22.70
24-10-15,16.66
23-10-15,10.79
22-10-15,15.91
21-10-15,28.41
20-10-15,20.67
19-10-15,29.93
18-10-15,21.14
17-10-15,16.62
16-10-15,14.86
15-10-15,18.98
14-10-15,20.25
13-10-15,28.29
12-10-15,22.06
11-10-15,15.24
10-10-15,20.80
09-10-15,27.97
08-10-15,12.19
07-10-15,20.67
06-10-15,29.31
05-10-15,27.76
04-10-15,20.86
03-10-15,18.55
02-10-15,15.69
01-10-15,15.03

