Datum Zeit,Plauen-Sued PM10
,µg/m³
31-10-15,29
30-10-15,42
29-10-15,43
28-10-15,45
27-10-15,40
26-10-15,32
25-10-15,24
24-10-15,19
23-10-15,17
22-10-15,26
21-10-15,35
20-10-15,20
19-10-15,32
18-10-15,16
17-10-15,11
16-10-15,9
15-10-15,13
14-10-15,20
13-10-15,48
12-10-15,37
11-10-15,26
10-10-15,52
09-10-15,29
08-10-15,13
07-10-15,20
06-10-15,20
05-10-15,29
04-10-15,24
03-10-15,25
02-10-15,28
01-10-15,30

