Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,,,,,,,,,,,NaN,,,,,,NaN,,,,,,
2019-03-01,01:00,,1011,77.5,1,17,49,,,,,,,48,,,,0.88,1.1,0,7.2,0.5,133
2019-03-01,02:00,,1011,75.9,1,9,67,,,,,,,48,,,,0.55,0.5,0,7.3,0.7,92
2019-03-01,03:00,,1010,74.8,1,5,76,,,,,,,31,,,,0.27,0.5,0,7.1,0.8,44
2019-03-01,04:00,,1010,76.1,1,5,72,,,,,,,18,,,,0.20,0.5,0,6.9,0.5,161
2019-03-01,05:00,,1009,77.9,1,6,69,,,,,,,14,,,,0.22,0.5,0,6.6,1.1,182
2019-03-01,06:00,,1009,78.8,7,13,63,,,,,,,15,,,,0.39,0.5,0,6.3,0.8,175
2019-03-01,07:00,,1009,87.7,38,47,28,,,,,,,12,,,,1.04,0.5,0,5.6,0.4,32
2019-03-01,08:00,,1009,92.1,66,61,13,,,,,,,13,,,,1.85,1.1,5,5.6,0.4,179
2019-03-01,09:00,,1008,89.0,14,22,45,,,,,,,14,,,,0.83,0.5,22,6.1,1.0,188
2019-03-01,10:00,,1008,90.2,18,28,38,,,,,,,12,,,,0.79,0.5,35,6.2,0.6,174
2019-03-01,11:00,,1008,90.3,11,21,44,,,,,,,9,,,,0.45,0.5,83,6.3,0.6,83
2019-03-01,12:00,,1008,89.7,7,16,55,,,,,,,7,,,,0.24,0.5,60,6.2,0.8,36
2019-03-01,13:00,,1008,88.5,10,24,47,,,,,,,8,,,,0.42,0.5,64,6.7,0.5,40
2019-03-01,14:00,,1008,89.3,13,25,52,,,,,,,10,,,,0.60,0.5,85,6.4,0.6,188
2019-03-01,15:00,,1008,85.1,9,17,60,,,,,,,6,,,,0.44,0.5,141,7.5,0.7,166
2019-03-01,16:00,,1009,86.3,5,14,64,,,,,,,4,,,,0.30,0.5,61,6.9,0.8,20
