Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,,,,,,,,,,,21.53,,,,NaN,NaN,15.92,,,,,,
2019-03-01,01:00,,1012,78.1,1,17,43,,,,,,,55,,,,,,1,9.6,1.3,268
2019-03-01,02:00,,1012,78.9,1,9,50,,,,,,,42,,,,,,1,9.9,1.3,268
2019-03-01,03:00,,1012,75.0,1,9,50,,,,,,,37,,,,,,1,9.9,0.8,253
2019-03-01,04:00,,1011,73.4,1,8,57,,,,,,,29,,,,,,1,9.7,1.2,240
2019-03-01,05:00,,1011,74.2,1,7,57,,,,,,,20,,,,,,1,9.3,1.7,228
2019-03-01,06:00,,1011,77.4,1,7,58,,,,,,,13,,,,,,1,9.0,1.5,229
2019-03-01,07:00,,1010,80.6,2,10,54,,,,,,,7,,,,,,1,8.8,1.4,227
2019-03-01,08:00,,1010,81.5,2,15,45,,,,,,,11,,,,,,11,8.9,1.1,224
2019-03-01,09:00,,1010,85.9,2,14,43,,,,,,,15,,,,,,47,8.7,1.6,227
2019-03-01,10:00,,1010,85.9,4,15,40,,,,,,,14,,,,,,89,9.0,1.5,227
2019-03-01,11:00,,1010,80.2,2,13,44,,,,,,,14,,,,,,165,10.2,1.5,262
2019-03-01,12:00,,1010,75.3,1,11,49,,,,,,,13,,,,,,132,10.9,1.5,272
2019-03-01,13:00,,1010,68.2,2,12,58,,,,,,,12,,,,,,115,11.4,1.7,272
2019-03-01,14:00,,1011,85.1,1,12,53,,,,,,,8,,,,,,81,9.6,1.0,288
2019-03-01,15:00,,1011,81.1,1,11,54,,,,,,,6,,,,,,94,10.1,1.5,292
2019-03-01,16:00,,1011,86.0,1,17,40,,,,,,,12,,,,,,25,8.9,1.2,301
2019-03-01,17:00,,1012,85.8,1,17,36,,,,,,,26,,,,,,7,8.5,1.1,307
