Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,,,,,,,,NaN,NaN,NaN,20.30,NaN,,,,,NaN,,,,,,
2019-03-01,01:00,,1012,77.5,1,19,,,,,,,,,,,,,,0,9.8,1.4,268
2019-03-01,02:00,,1012,77.1,1,8,,,,,,,,,,,,,,0,10.1,2.3,258
2019-03-01,03:00,,1011,73.7,1,8,,,,,,,,,,,,,,0,9.9,2.6,259
2019-03-01,04:00,,1011,73.3,1,6,,,,,,,,,,,,,,0,9.8,2.3,255
2019-03-01,05:00,,1011,74.0,1,8,,,,,,,,,,,,,,0,9.7,1.8,250
2019-03-01,06:00,,1010,74.6,2,10,,,,,,,,,,,,,,0,9.4,1.7,254
2019-03-01,07:00,,1010,76.5,20,33,,,,,,,,,,,,,,0,9.0,1.6,223
2019-03-01,08:00,,1010,82.7,17,30,,,,,,,,,,,,,,8,8.6,1.6,234
2019-03-01,09:00,,1010,92.6,20,33,,,,,,,,,,,,,,58,8.1,1.8,234
2019-03-01,10:00,,1010,90.7,14,27,,,,,,,,,,,,,,52,8.6,1.4,242
2019-03-01,11:00,,1010,87.5,3,12,,,,,,,,,,,,,,152,9.4,1.9,259
2019-03-01,12:00,,1010,80.5,4,11,,,,,,,,,,,,,,242,10.6,2.5,260
2019-03-01,13:00,,1010,74.5,3,9,,,,,,,,,,,,,,213,11.5,2.2,265
2019-03-01,14:00,,1010,76.4,3,9,,,,,,,,,,,,,,93,11.0,1.6,289
2019-03-01,15:00,,1010,89.2,2,12,,,,,,,,,,,,,,120,9.4,0.8,333
2019-03-01,16:00,,1011,85.8,3,11,,,,,,,,,,,,,,35,9.6,1.2,337
2019-03-01,17:00,,1011,91.6,4,15,,,,,,,,,,,,,,16,8.2,0.6,331
2019-03-01,18:00,,1012,90.6,2,16,,,,,,,,,,,,,,1,8.0,1.2,348
2019-03-01,19:00,,1013,90.1,1,14,,,,,,,,,,,,,,0,6.9,1.8,353
2019-03-01,20:00,,1014,93.5,1,10,,,,,,,,,,,,,,0,5.3,2.5,1
2019-03-01,21:00,,1015,88.8,1,14,,,,,,,,,,,,,,0,5.1,1.1,349
2019-03-01,22:00,,1016,81.4,1,11,,,,,,,,,,,,,,0,4.6,2.1,355
2019-03-01,23:00,,1017,77.9,1,9,,,,,,,,,,,,,,0,3.9,1.4,354
2019-03-02,,,,,,,,NaN,NaN,NaN,20.90,NaN,,,,,NaN,,,,,,
2019-03-02,00:00,,1017,75.2,1,9,,,,,,,,,,,,,,0,4.3,0.3,270
2019-03-02,01:00,,1017,78.1,1,11,,,,,,,,,,,,,,0,4.0,0.8,227
2019-03-02,02:00,,1017,79.7,1,11,,,,,,,,,,,,,,0,3.8,1.3,218
2019-03-02,03:00,,1017,81.2,1,11,,,,,,,,,,,,,,0,3.8,1.5,219
2019-03-02,04:00,,1016,83.8,1,10,,,,,,,,,,,,,,0,3.7,1.5,226
2019-03-02,05:00,,1016,85.2,1,9,,,,,,,,,,,,,,0,3.7,1.7,228
2019-03-02,06:00,,1016,84.3,1,8,,,,,,,,,,,,,,0,3.9,1.0,242
2019-03-02,07:00,,1016,84.6,1,8,,,,,,,,,,,,,,0,3.8,1.8,236
2019-03-02,08:00,,1016,84.8,5,14,,,,,,,,,,,,,,13,3.9,2.0,224
2019-03-02,09:00,,1016,83.4,10,17,,,,,,,,,,,,,,39,4.3,1.6,228
2019-03-02,10:00,,1016,81.4,11,18,,,,,,,,,,,,,,65,4.7,1.9,230
2019-03-02,11:00,,1016,83.2,11,18,,,,,,,,,,,,,,67,4.6,2.1,225
2019-03-02,12:00,,1016,83.0,16,21,,,,,,,,,,,,,,85,5.1,1.5,224
2019-03-02,13:00,,1016,76.6,8,13,,,,,,,,,,,,,,134,6.0,2.1,239
2019-03-02,14:00,,1015,76.0,1,9,,,,,,,,,,,,,,97,6.3,1.6,257
2019-03-02,15:00,,1015,75.0,6,13,,,,,,,,,,,,,,89,6.8,1.7,239
2019-03-02,16:00,,1014,77.2,14,24,,,,,,,,,,,,,,42,6.8,1.1,224
2019-03-02,17:00,,1014,78.6,6,18,,,,,,,,,,,,,,13,6.9,0.5,249
2019-03-02,18:00,,1014,77.8,23,35,,,,,,,,,,,,,,7,7.1,0.6,199
2019-03-02,19:00,,1014,79.8,21,34,,,,,,,,,,,,,,0,6.9,0.9,200
2019-03-02,20:00,,1014,82.8,9,24,,,,,,,,,,,,,,0,6.4,1.8,206
2019-03-02,21:00,,1014,82.1,7,19,,,,,,,,,,,,,,0,6.7,1.7,204
2019-03-02,22:00,,1014,83.0,4,17,,,,,,,,,,,,,,0,6.5,1.8,206
2019-03-02,23:00,,1013,82.1,3,15,,,,,,,,,,,,,,0,6.7,1.9,204
