Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
2019-03-02,22:00,1.1,1014,98.2,6,13,,,,,,,,17,,,,,0.5,0,1.4,0.1,
2019-03-02,23:00,1.1,1013,98.5,7,8,,,,,,,,16,,,,,0.5,0,1.2,0.3,
2019-03-03,00:00,0.9,1013,99.0,3,9,,,,,,,,16,,,,,0.5,0,1.4,0.3,
2019-03-03,01:00,1.0,1013,99.2,1,6,,,,,,,,18,,,,,0.5,1,1.6,0.4,
2019-03-03,02:00,NaN,1012,99.1,1,5,,,,,,,,13,,,,,0.5,1,3.5,0.7,
2019-03-03,03:00,NaN,1012,96.4,1,5,,,,,,,,8,,,,,1.2,0,4.4,0.8,
2019-03-03,04:00,NaN,1012,96.4,1,4,,,,,,,,6,,,,,1.2,0,4.5,0.8,
2019-03-03,05:00,NaN,1012,92.5,1,4,,,,,,,,6,,,,,1.2,0,4.9,1.1,
2019-03-03,06:00,NaN,1012,93.6,1,4,,,,,,,,6,,,,,1.1,0,4.1,0.5,
2019-03-03,07:00,0.4,1011,92.9,1,3,,,,,,,,8,,,,,1.2,1,4.3,0.8,
2019-03-03,08:00,0.4,1011,92.3,1,5,,,,,,,,8,,,,,1.0,13,4.1,0.8,
2019-03-03,09:00,0.4,1011,90.6,2,7,,,,,,,,6,,,,,1.1,48,4.6,0.7,
2019-03-03,10:00,0.4,1011,88.1,2,8,,,,,,,,7,,,,,1.2,55,5.2,0.7,
2019-03-03,11:00,0.4,1011,83.0,1,4,,,,,,,,7,,,,,1.4,58,5.9,1.5,
2019-03-03,12:00,0.5,1011,81.1,1,5,,,,,,,,6,,,,,1.4,127,6.3,1.4,
2019-03-03,13:00,0.5,1011,80.7,3,9,,,,,,,,7,,,,,1.2,76,6.6,0.8,
2019-03-03,14:00,0.5,1010,83.7,6,17,,,,,,,,7,,,,,1.0,50,6.2,0.7,
2019-03-03,15:00,0.6,1010,82.9,5,15,,,,,,,,8,,,,,1.1,56,6.3,0.7,
2019-03-03,16:00,0.5,1009,79.7,3,9,,,,,,,,6,,,,,1.3,58,7.0,0.9,
2019-03-03,17:00,0.6,1009,78.3,1,6,,,,,,,,6,,,,,1.4,18,7.1,0.9,
2019-03-03,18:00,0.4,1008,85.7,6,17,,,,,,,,6,,,,,0.5,5,5.7,0.5,
2019-03-03,19:00,0.6,1008,96.7,4,17,,,,,,,,8,,,,,0.5,0,3.6,0.5,
2019-03-03,20:00,0.7,1007,97.6,3,12,,,,,,,,5,,,,,0.5,1,3.8,0.5,
2019-03-03,21:00,0.6,1007,97.7,2,10,,,,,,,,5,,,,,0.5,1,3.6,0.6,
2019-03-03,22:00,0.5,1006,93.8,2,7,,,,,,,,4,,,,,0.5,1,4.3,0.6,
2019-03-03,23:00,0.4,1005,91.8,2,7,,,,,,,,5,,,,,0.5,1,4.5,0.5,
2019-03-04,00:00,0.5,1005,93.9,2,9,,,,,,,,4,,,,,0.5,0,3.6,0.5,
2019-03-04,01:00,0.5,1004,92.7,1,3,,,,,,,,5,,,,,0.5,1,4.0,0.7,
2019-03-04,02:00,0.4,1004,89.9,1,2,,,,,,,,7,,,,,0.5,1,4.5,0.6,
2019-03-04,03:00,0.4,1003,91.5,1,3,,,,,,,,6,,,,,0.5,0,3.6,0.4,
2019-03-04,04:00,0.5,1002,95.9,1,4,,,,,,,,3,,,,,0.5,0,2.2,0.4,
2019-03-04,05:00,0.4,1001,97.2,4,11,,,,,,,,2,,,,,0.5,0,2.0,0.6,
2019-03-04,06:00,0.6,1000,96.7,12,24,,,,,,,,4,,,,,0.5,0,2.0,0.7,
2019-03-04,07:00,0.7,1000,97.3,12,17,,,,,,,,5,,,,,0.5,1,2.1,0.5,
2019-03-04,08:00,0.9,999,97.0,10,14,,,,,,,,6,,,,,0.5,34,2.3,0.4,
2019-03-04,09:00,0.7,998,88.3,6,17,,,,,,,,5,,,,,0.5,110,4.8,0.7,
2019-03-04,10:00,0.6,996,70.3,6,15,,,,,,,,3,,,,,1.7,188,8.1,1.0,
2019-03-04,11:00,0.6,997,59.8,5,14,,,,,,,,7,,,,,2.0,179,9.6,1.2,
2019-03-04,12:00,0.5,997,56.4,2,9,,,,,,,,7,,,,,1.6,83,9.3,1.6,
2019-03-04,13:00,0.5,996,54.3,1,5,,,,,,,,5,,,,,1.6,158,9.7,2.1,
2019-03-04,14:00,0.4,995,53.4,1,4,,,,,,,,2,,,,,1.6,157,9.6,2.1,
2019-03-04,15:00,0.4,995,52.0,1,5,,,,,,,,6,,,,,1.5,91,9.0,2.0,
2019-03-04,16:00,0.3,996,52.4,1,5,,,,,,,,6,,,,,1.5,48,8.2,1.6,
2019-03-04,17:00,0.5,995,57.4,2,8,,,,,,,,6,,,,,1.4,44,7.5,1.4,
2019-03-04,18:00,0.6,996,73.0,1,7,,,,,,,,10,,,,,1.4,2,5.6,1.5,
2019-03-04,19:00,0.4,997,82.4,1,6,,,,,,,,4,,,,,1.5,0,4.7,1.3,
2019-03-04,20:00,0.5,997,83.6,1,4,,,,,,,,2,,,,,1.4,0,4.2,2.0,
2019-03-04,21:00,0.4,999,90.0,1,6,,,,,,,,2,,,,,1.3,0,1.9,1.8,
2019-03-04,22:00,0.5,1000,88.3,1,5,,,,,,,,2,,,,,1.2,0,1.5,1.5,
2019-03-04,23:00,0.5,1001,87.1,1,6,,,,,,,,4,,,,,1.2,0,1.7,0.8,
2019-03-05,00:00,0.4,1001,83.5,1,4,,,,,,,,6,,,,,1.2,0,1.8,1.3,
2019-03-05,01:00,0.4,1002,82.7,1,3,,,,,,,,6,,,,,1.2,0,1.9,1.3,
2019-03-05,02:00,0.4,1002,81.2,1,4,,,,,,,,4,,,,,1.2,0,2.1,1.1,
2019-03-05,03:00,0.4,1002,84.9,2,3,,,,,,,,7,,,,,1.2,0,2.1,0.8,
2019-03-05,04:00,0.4,1003,89.4,1,3,,,,,,,,4,,,,,1.2,0,1.8,1.4,
2019-03-05,05:00,0.4,1003,85.8,1,3,,,,,,,,3,,,,,1.2,0,1.9,1.1,
2019-03-05,06:00,0.4,1003,81.6,2,5,,,,,,,,3,,,,,1.2,0,1.8,1.1,
2019-03-05,07:00,0.4,1003,82.6,1,4,,,,,,,,3,,,,,1.2,1,1.8,1.4,
2019-03-05,08:00,0.4,1003,81.4,1,4,,,,,,,,6,,,,,1.2,9,2.0,1.5,
2019-03-05,09:00,0.4,1004,76.8,1,6,,,,,,,,5,,,,,1.3,87,2.7,1.8,
2019-03-05,10:00,0.5,1004,70.4,2,6,,,,,,,,5,,,,,1.3,119,3.6,2.3,
2019-03-05,11:00,0.6,1005,70.3,2,7,,,,,,,,4,,,,,1.3,91,3.6,1.7,
2019-03-05,12:00,0.5,1005,69.0,2,6,,,,,,,,4,,,,,1.3,101,3.9,1.6,
2019-03-05,13:00,0.5,1005,73.3,2,6,,,,,,,,3,,,,,1.3,78,3.7,1.7,
2019-03-05,14:00,0.5,1005,81.2,2,6,,,,,,,,3,,,,,1.2,89,3.2,1.4,
2019-03-05,15:00,0.4,1005,88.2,2,11,,,,,,,,3,,,,,1.2,70,2.5,0.5,
2019-03-05,16:00,0.6,1005,90.1,2,10,,,,,,,,4,,,,,1.2,36,2.3,1.0,
2019-03-05,17:00,0.6,1006,87.8,2,9,,,,,,,,4,,,,,1.2,52,2.7,1.5,
2019-03-05,18:00,0.6,1006,89.3,1,11,,,,,,,,3,,,,,1.2,10,2.3,1.5,
2019-03-05,19:00,0.7,1007,89.5,2,14,,,,,,,,3,,,,,1.2,0,2.3,0.8,
2019-03-05,20:00,0.8,1008,90.7,2,13,,,,,,,,4,,,,,1.1,0,2.0,0.5,
2019-03-05,21:00,0.9,1009,90.9,2,12,,,,,,,,6,,,,,1.1,0,1.9,0.6,
2019-03-05,22:00,0.7,1010,92.0,1,9,,,,,,,,4,,,,,0.5,0,1.7,0.2,
2019-03-05,23:00,0.7,1011,95.7,2,9,,,,,,,,3,,,,,0.5,0,0.7,0.1,
2019-03-06,00:00,0.7,1011,97.1,5,11,,,,,,,,3,,,,,0.5,0,NaN,0.2,
2019-03-06,01:00,0.5,1012,98.0,3,10,,,,,,,,3,,,,,0.5,0,NaN,0.2,
2019-03-06,02:00,0.7,1012,97.6,1,8,,,,,,,,5,,,,,0.5,0,NaN,0.2,
2019-03-06,03:00,0.6,1012,98.0,1,6,,,,,,,,4,,,,,0.5,0,NaN,0.2,
2019-03-06,04:00,0.6,1012,98.6,1,5,,,,,,,,5,,,,,0.5,0,NaN,0.2,
2019-03-06,05:00,0.5,1012,98.9,5,12,,,,,,,,5,,,,,0.5,0,NaN,0.2,
2019-03-06,06:00,0.8,1012,99.0,11,22,,,,,,,,7,,,,,0.5,0,NaN,0.1,
2019-03-06,07:00,0.9,1012,99.0,18,30,,,,,,,,8,,,,,0.5,1,NaN,0.2,
2019-03-06,08:00,1.0,1011,98.6,10,32,,,,,,,,8,,,,,0.5,40,NaN,0.2,
2019-03-06,09:00,1.2,1011,95.6,6,23,,,,,,,,9,,,,,1.0,60,1.3,0.4,
2019-03-06,10:00,0.7,1011,90.5,2,9,,,,,,,,9,,,,,1.7,97,2.2,1.0,
2019-03-06,11:00,0.6,1010,88.7,2,9,,,,,,,,8,,,,,2.0,116,3.0,1.2,
2019-03-06,12:00,0.7,1010,80.8,3,11,,,,,,,,9,,,,,4.6,266,5.1,1.3,
2019-03-06,13:00,1.1,1009,72.2,4,7,,,,,,,,10,,,,,3.1,244,7.3,1.9,
2019-03-06,14:00,0.5,1007,67.4,2,5,,,,,,,,7,,,,,2.9,225,8.5,1.7,
2019-03-06,15:00,0.6,1006,61.0,2,7,,,,,,,,5,,,,,6.7,324,10.3,1.4,
2019-03-06,16:00,0.5,1005,57.7,3,10,,,,,,,,5,,,,,4.0,194,10.7,1.3,
2019-03-06,17:00,0.6,1005,68.9,9,19,,,,,,,,5,,,,,5.7,53,7.8,1.0,
2019-03-06,18:00,0.6,1004,71.8,2,10,,,,,,,,6,,,,,2.4,13,7.2,1.1,
2019-03-06,19:00,0.6,1003,75.6,2,13,,,,,,,,7,,,,,4.3,0,6.5,1.0,
2019-03-06,20:00,0.9,1003,84.8,2,12,,,,,,,,7,,,,,2.1,0,4.4,0.8,
2019-03-06,21:00,0.9,1002,91.1,2,13,,,,,,,,6,,,,,1.1,0,2.9,0.2,
2019-03-06,22:00,NaN,1002,91.8,5,25,,,,,,,,9,,,,,1.5,0,2.6,0.3,
2019-03-06,23:00,NaN,1002,92.1,6,25,,,,,,,,14,,,,,1.4,0,2.1,0.3,
2019-03-07,00:00,NaN,1001,94.3,7,27,,,,,,,,16,,,,,1.5,0,1.3,0.2,
2019-03-07,01:00,NaN,1001,94.9,4,21,,,,,,,,16,,,,,0.5,0,1.3,0.3,
2019-03-07,02:00,NaN,1001,94.5,1,14,,,,,,,,9,,,,,0.5,0,1.5,0.3,
2019-03-07,03:00,1.1,1000,93.7,1,12,,,,,,,,7,,,,,0.5,0,1.9,0.5,
2019-03-07,04:00,0.9,1000,94.8,5,12,,,,,,,,4,,,,,0.5,0,1.2,0.2,
2019-03-07,05:00,0.8,999,95.7,4,15,,,,,,,,6,,,,,0.5,0,0.9,0.3,
2019-03-07,06:00,1.2,998,96.2,15,24,,,,,,,,8,,,,,0.5,0,0.9,0.2,
2019-03-07,07:00,1.5,998,96.9,25,26,,,,,,,,11,,,,,0.5,2,0.1,0.3,
2019-03-07,08:00,1.4,997,96.8,29,24,,,,,,,,10,,,,,0.5,41,0.7,0.2,
2019-03-07,09:00,2.3,998,81.7,22,29,,,,,,,,14,,,,,4.0,113,4.3,1.0,
2019-03-07,10:00,1.6,999,68.9,5,19,,,,,,,,15,,,,,8.2,168,7.2,0.9,
2019-03-07,11:00,1.1,998,56.0,3,11,,,,,,,,14,,,,,4.2,340,10.9,1.4,
2019-03-07,12:00,0.6,999,60.5,2,8,,,,,,,,10,,,,,2.2,155,10.0,1.3,
2019-03-07,13:00,0.5,1000,62.7,2,8,,,,,,,,3,,,,,1.6,77,9.5,1.2,
2019-03-07,14:00,0.4,1000,66.9,2,10,,,,,,,,5,,,,,1.5,67,8.8,1.0,
2019-03-07,15:00,0.4,1000,65.1,2,8,,,,,,,,6,,,,,1.5,132,9.3,1.2,
2019-03-07,16:00,0.4,1000,68.2,4,13,,,,,,,,5,,,,,1.5,32,8.6,1.0,
2019-03-07,17:00,0.5,1001,80.5,4,11,,,,,,,,2,,,,,1.4,47,6.9,1.1,
2019-03-07,18:00,0.7,1002,88.2,3,13,,,,,,,,5,,,,,1.3,20,5.0,0.6,
2019-03-07,19:00,0.7,1003,89.2,2,8,,,,,,,,3,,,,,1.2,0,4.0,0.7,
2019-03-07,20:00,0.5,1004,89.9,3,14,,,,,,,,3,,,,,1.0,0,3.6,0.5,
2019-03-07,21:00,0.7,1004,95.0,7,19,,,,,,,,3,,,,,0.5,0,1.8,0.4,
2019-03-07,22:00,0.7,1005,98.0,3,17,,,,,,,,3,,,,,0.5,0,1.0,0.5,
2019-03-07,23:00,0.7,1005,96.8,5,17,,,,,,,,4,,,,,0.5,0,2.1,0.7,
2019-03-08,00:00,0.6,1005,96.4,3,15,,,,,,,,5,,,,,0.5,0,2.0,0.6,
2019-03-08,01:00,0.5,1005,94.3,1,6,,,,,,,,6,,,,,0.5,0,2.6,0.7,
2019-03-08,02:00,0.5,1005,88.9,1,5,,,,,,,,6,,,,,1.1,0,3.2,0.8,
2019-03-08,03:00,0.4,1005,84.4,1,4,,,,,,,,4,,,,,1.2,0,3.5,0.7,
2019-03-08,04:00,0.4,1005,77.4,1,3,,,,,,,,4,,,,,1.3,0,4.2,1.2,
2019-03-08,05:00,0.7,1005,75.0,2,4,,,,,,,,3,,,,,1.3,0,4.6,1.1,
2019-03-08,06:00,0.4,1005,73.2,1,3,,,,,,,,0,,,,,1.2,0,4.8,1.4,
2019-03-08,07:00,0.4,1006,71.7,1,4,,,,,,,,3,,,,,1.3,3,4.7,1.8,
2019-03-08,08:00,0.4,1006,70.9,1,3,,,,,,,,3,,,,,1.3,48,4.6,1.8,
2019-03-08,09:00,0.4,1007,69.0,1,4,,,,,,,,2,,,,,1.3,81,4.9,1.8,
2019-03-08,10:00,0.4,1008,71.6,1,6,,,,,,,,4,,,,,1.3,36,4.5,1.7,
2019-03-08,11:00,0.4,1009,69.9,2,7,,,,,,,,3,,,,,1.3,72,4.7,1.8,
2019-03-08,12:00,0.4,1010,71.5,2,6,,,,,,,,5,,,,,1.2,119,5.0,1.5,
2019-03-08,13:00,0.5,1011,68.6,2,7,,,,,,,,6,,,,,1.2,210,5.7,1.5,
2019-03-08,14:00,0.5,1011,69.2,2,8,,,,,,,,6,,,,,1.3,119,5.8,1.6,
2019-03-08,15:00,0.6,1011,75.0,2,8,,,,,,,,4,,,,,1.2,64,5.2,1.6,
2019-03-08,16:00,0.7,1012,81.4,2,9,,,,,,,,3,,,,,1.2,49,4.5,1.6,
2019-03-08,17:00,0.6,1013,78.5,2,11,,,,,,,,3,,,,,1.3,79,4.6,1.5,
2019-03-08,18:00,0.6,1013,75.6,2,12,,,,,,,,4,,,,,1.2,22,4.5,1.0,
2019-03-08,19:00,0.5,1014,81.8,2,12,,,,,,,,4,,,,,1.0,0,3.4,0.6,
2019-03-08,20:00,0.5,1015,84.5,2,12,,,,,,,,4,,,,,1.1,0,2.8,0.6,
2019-03-08,21:00,0.9,1016,89.5,4,21,,,,,,,,7,,,,,0.5,0,1.6,0.2,
2019-03-08,22:00,0.8,1015,93.3,3,14,,,,,,,,5,,,,,0.5,0,0.5,0.3,
2019-03-08,23:00,0.7,1016,96.0,4,15,,,,,,,,1,,,,,0.5,0,0.1,0.3,
2019-03-09,00:00,0.8,1015,96.1,3,19,,,,,,,,6,,,,,0.5,0,0.9,0.5,
2019-03-09,01:00,0.8,1015,95.6,2,10,,,,,,,,10,,,,,0.5,0,1.1,0.6,
2019-03-09,02:00,0.7,1014,96.7,1,7,,,,,,,,7,,,,,0.5,0,0.9,0.6,
2019-03-09,03:00,0.6,1014,96.5,1,6,,,,,,,,9,,,,,0.5,0,0.5,0.4,
2019-03-09,04:00,0.5,1013,97.5,3,8,,,,,,,,8,,,,,0.5,0,NaN,0.3,
2019-03-09,05:00,0.6,1011,98.1,2,10,,,,,,,,7,,,,,0.5,0,NaN,0.4,
2019-03-09,06:00,0.6,1011,97.9,1,9,,,,,,,,7,,,,,0.5,0,NaN,0.6,
2019-03-09,07:00,0.6,1010,94.6,1,10,,,,,,,,8,,,,,0.5,1,0.9,0.7,
2019-03-09,08:00,0.6,1010,92.1,3,7,,,,,,,,7,,,,,1.0,7,2.1,0.8,
2019-03-09,09:00,0.5,1010,92.0,1,6,,,,,,,,6,,,,,0.5,27,2.4,1.0,
2019-03-09,10:00,0.5,1011,91.4,1,6,,,,,,,,2,,,,,1.2,66,3.4,1.2,
2019-03-09,11:00,0.5,1011,91.3,2,7,,,,,,,,2,,,,,1.2,76,4.3,1.5,
2019-03-09,12:00,0.5,1011,84.7,2,6,,,,,,,,2,,,,,1.2,119,5.5,1.5,
2019-03-09,13:00,0.5,1011,81.6,4,7,,,,,,,,3,,,,,1.3,95,6.1,1.3,
2019-03-09,14:00,0.5,1011,81.6,1,5,,,,,,,,3,,,,,1.3,63,6.3,1.4,
2019-03-09,15:00,0.7,1011,88.9,1,5,,,,,,,,5,,,,,1.3,61,5.5,1.1,
2019-03-09,16:00,0.5,1010,85.0,1,4,,,,,,,,4,,,,,1.3,83,5.8,1.4,
2019-03-09,17:00,0.5,1008,78.8,1,4,,,,,,,,2,,,,,1.2,74,6.4,1.3,
2019-03-09,18:00,0.4,1006,76.5,1,5,,,,,,,,3,,,,,1.3,17,6.2,1.3,
2019-03-09,19:00,0.4,1006,87.5,1,4,,,,,,,,2,,,,,1.2,0,5.3,1.8,
2019-03-09,20:00,0.4,1006,89.8,1,4,,,,,,,,0,,,,,1.2,0,5.3,2.3,
2019-03-09,21:00,0.4,1008,89.4,1,4,,,,,,,,3,,,,,1.4,0,4.0,2.6,
2019-03-09,22:00,0.4,1010,85.0,1,4,,,,,,,,7,,,,,1.4,0,3.2,3.1,
2019-03-09,23:00,0.4,1011,82.6,1,4,,,,,,,,2,,,,,1.4,0,2.5,2.3,
2019-03-10,00:00,0.4,1012,84.2,1,5,,,,,,,,4,,,,,1.3,0,2.0,1.1,
2019-03-10,01:00,0.4,1012,88.7,1,5,,,,,,,,5,,,,,1.1,0,1.8,0.6,
2019-03-10,02:00,0.4,1012,87.5,1,3,,,,,,,,5,,,,,1.2,0,2.8,1.0,
2019-03-10,03:00,0.4,1012,90.2,1,4,,,,,,,,5,,,,,1.0,0,2.7,0.5,
2019-03-10,04:00,0.3,1012,87.5,1,3,,,,,,,,5,,,,,1.2,0,3.2,1.2,
2019-03-10,05:00,0.3,1011,91.8,1,3,,,,,,,,7,,,,,0.5,0,2.6,0.2,
2019-03-10,06:00,0.4,1010,95.6,1,3,,,,,,,,5,,,,,0.5,0,2.0,0.2,
2019-03-10,07:00,0.3,1009,97.0,1,3,,,,,,,,7,,,,,0.5,1,1.6,0.2,
2019-03-10,08:00,0.4,1008,97.7,2,16,,,,,,,,7,,,,,0.5,18,1.9,0.2,
2019-03-10,09:00,0.7,1007,96.5,2,10,,,,,,,,11,,,,,1.1,26,2.6,0.7,
2019-03-10,10:00,0.5,1005,96.0,1,9,,,,,,,,8,,,,,1.1,61,3.2,0.6,
2019-03-10,11:00,0.6,1004,95.8,3,12,,,,,,,,5,,,,,1.1,64,3.7,0.8,
2019-03-10,12:00,0.5,1002,96.6,3,10,,,,,,,,4,,,,,1.1,62,4.4,0.7,
2019-03-10,13:00,0.7,1001,97.3,5,17,,,,,,,,1,,,,,0.5,78,5.3,0.6,
2019-03-10,14:00,0.8,1000,95.7,2,11,,,,,,,,3,,,,,1.1,74,6.9,1.0,
2019-03-10,15:00,0.6,999,91.0,1,5,,,,,,,,6,,,,,1.3,98,7.6,1.5,
2019-03-10,16:00,0.3,999,88.6,1,4,,,,,,,,3,,,,,1.4,78,7.7,2.1,
2019-03-10,17:00,0.3,999,82.6,1,3,,,,,,,,4,,,,,1.4,129,7.9,2.4,
2019-03-10,18:00,NaN,999,79.2,1,4,,,,,,,,5,,,,,1.4,38,7.9,2.3,
2019-03-10,19:00,NaN,1000,69.3,1,4,,,,,,,,8,,,,,1.4,1,7.1,2.8,
2019-03-10,20:00,NaN,1002,67.6,1,4,,,,,,,,9,,,,,1.4,0,6.5,3.6,
2019-03-10,21:00,NaN,1004,73.5,1,3,,,,,,,,8,,,,,1.4,0,4.5,3.8,
2019-03-10,22:00,NaN,1005,73.4,1,3,,,,,,,,4,,,,,1.3,0,3.9,3.7,
2019-03-10,23:00,0.4,1007,82.9,1,4,,,,,,,,4,,,,,1.2,0,2.1,3.1,
2019-03-11,00:00,0.4,1009,90.9,1,4,,,,,,,,3,,,,,1.2,0,0.6,1.7,
2019-03-11,01:00,0.4,1010,89.7,1,4,,,,,,,,0,,,,,1.1,0,0.7,2.2,
2019-03-11,02:00,0.4,1011,79.4,1,3,,,,,,,,1,,,,,1.2,0,0.6,2.4,
2019-03-11,03:00,0.4,1011,79.4,1,3,,,,,,,,3,,,,,1.2,0,0.3,1.7,
2019-03-11,04:00,0.4,1012,84.0,1,3,,,,,,,,4,,,,,1.2,0,NaN,1.6,
2019-03-11,05:00,0.3,1012,83.0,1,4,,,,,,,,2,,,,,1.1,0,NaN,1.9,
2019-03-11,06:00,0.4,1011,84.0,1,4,,,,,,,,5,,,,,1.1,0,0.0,0.7,
2019-03-11,07:00,0.4,1010,91.9,1,5,,,,,,,,6,,,,,1.0,1,NaN,0.6,
2019-03-11,08:00,0.4,1009,96.8,2,8,,,,,,,,5,,,,,0.5,6,NaN,0.6,
2019-03-11,09:00,0.4,1010,88.7,2,9,,,,,,,,4,,,,,1.1,29,NaN,1.3,
2019-03-11,10:00,0.5,1010,85.8,3,9,,,,,,,,2,,,,,1.2,57,0.1,1.8,
2019-03-11,11:00,0.5,1010,81.8,5,9,,,,,,,,3,,,,,1.2,136,0.8,2.8,
