Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1010,76.0,1,25,34,,,,,,,65,,,,,,0,6.1,0.6,241
2019-03-01,02:00,,1010,74.6,1,18,47,,,,,,,63,,,,,,0,6.3,1.1,258
2019-03-01,03:00,,1010,74.4,1,20,42,,,,,,,60,,,,,,0,6.5,0.7,240
2019-03-01,04:00,,1009,78.1,1,17,41,,,,,,,61,,,,,,0,6.5,1.6,256
2019-03-01,05:00,,1009,90.2,1,21,31,,,,,,,65,,,,,,0,6.0,1.2,252
2019-03-01,06:00,,1009,93.1,5,24,28,,,,,,,66,,,,,,0,6.0,1.1,243
2019-03-01,07:00,,1008,93.3,12,40,17,,,,,,,58,,,,,,0,6.2,0.9,241
2019-03-01,08:00,,1008,92.5,27,49,9,,,,,,,50,,,,,,2,6.5,0.7,245
2019-03-01,09:00,,1008,91.0,26,45,12,,,,,,,45,,,,,,53,7.1,0.6,253
2019-03-01,10:00,,1008,88.7,17,34,26,,,,,,,37,,,,,,60,7.6,1.5,250
2019-03-01,11:00,,1008,83.5,12,23,41,,,,,,,25,,,,,,166,8.7,2.1,264
2019-03-01,12:00,,1008,81.2,10,21,46,,,,,,,19,,,,,,86,9.1,2.5,273
2019-03-01,13:00,,1008,82.2,8,22,47,,,,,,,19,,,,,,74,9.0,2.4,276
2019-03-01,14:00,,1008,83.6,10,24,43,,,,,,,18,,,,,,92,8.9,2.3,278
2019-03-01,15:00,,1008,86.3,11,22,36,,,,,,,19,,,,,,57,8.3,1.7,301
2019-03-01,16:00,,1009,91.5,13,26,20,,,,,,,26,,,,,,12,7.1,1.0,352
2019-03-01,17:00,,1009,92.2,10,27,16,,,,,,,35,,,,,,7,6.3,1.1,337
2019-03-01,18:00,,1010,92.9,6,22,19,,,,,,,32,,,,,,0,5.5,1.3,4
2019-03-01,19:00,,1011,92.9,5,28,20,,,,,,,32,,,,,,0,4.6,1.6,353
2019-03-01,20:00,,1012,92.9,3,18,29,,,,,,,32,,,,,,0,4.0,1.2,4
2019-03-01,21:00,,1012,89.1,2,20,30,,,,,,,34,,,,,,0,3.9,0.9,289
2019-03-01,22:00,,1013,82.6,1,14,46,,,,,,,31,,,,,,0,3.3,1.2,285
2019-03-01,23:00,,1014,82.2,1,15,45,,,,,,,25,,,,,,0,3.2,1.2,286
2019-03-02,00:00,,1014,83.3,1,18,40,,,,,,,25,,,,,,0,3.1,1.5,274
2019-03-02,01:00,,1014,87.0,1,16,35,,,,,,,27,,,,,,0,3.2,1.1,269
2019-03-02,02:00,,1014,84.2,1,9,47,,,,,,,25,,,,,,0,2.9,2.2,279
2019-03-02,03:00,,1014,81.2,1,12,48,,,,,,,16,,,,,,0,2.6,1.2,275
2019-03-02,04:00,,1014,80.2,1,13,50,,,,,,,13,,,,,,0,2.4,1.7,280
2019-03-02,05:00,,1014,82.1,1,18,41,,,,,,,13,,,,,,0,2.5,0.9,270
