Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1013,65.8,,,79,,,,,,,,,,,,,0,9.1,2.5,278
2019-03-01,02:00,,1013,69.7,,,75,,,,,,,,,,,,,0,8.6,2.1,253
2019-03-01,03:00,,1013,72.7,,,69,,,,,,,,,,,,,0,8.1,2.6,226
2019-03-01,04:00,,1012,78.0,,,65,,,,,,,,,,,,,0,7.4,3.5,231
2019-03-01,05:00,,1012,87.3,,,58,,,,,,,,,,,,,0,6.6,2.3,216
2019-03-01,06:00,,1011,92.5,,,48,,,,,,,,,,,,,0,6.0,2.4,195
2019-03-01,07:00,,1011,92.7,,,37,,,,,,,,,,,,,0,6.0,2.2,202
2019-03-01,08:00,,1011,88.1,,,44,,,,,,,,,,,,,6,6.5,2.3,215
2019-03-01,09:00,,1011,83.3,,,56,,,,,,,,,,,,,25,7.0,2.4,225
2019-03-01,10:00,,1011,79.2,,,63,,,,,,,,,,,,,139,7.9,2.5,235
2019-03-01,11:00,,1011,75.0,,,64,,,,,,,,,,,,,209,8.8,2.7,243
2019-03-01,12:00,,1011,73.4,,,63,,,,,,,,,,,,,206,9.1,2.6,257
2019-03-01,13:00,,1010,71.8,,,63,,,,,,,,,,,,,181,9.3,3.0,262
2019-03-01,14:00,,1010,73.2,,,65,,,,,,,,,,,,,172,9.2,2.7,301
2019-03-01,15:00,,1011,70.1,,,71,,,,,,,,,,,,,182,9.4,3.5,301
2019-03-01,16:00,,1011,67.3,,,76,,,,,,,,,,,,,163,9.6,4.2,292
2019-03-01,17:00,,1011,75.8,,,69,,,,,,,,,,,,,68,8.5,3.9,291
2019-03-01,18:00,,1012,81.9,,,61,,,,,,,,,,,,,11,7.8,1.8,272
2019-03-01,19:00,,1013,88.3,,,59,,,,,,,,,,,,,0,6.7,3.1,344
2019-03-01,20:00,,1014,92.6,,,53,,,,,,,,,,,,,0,6.1,1.3,341
2019-03-01,21:00,,1014,92.9,,,47,,,,,,,,,,,,,0,5.6,3.1,354
2019-03-01,22:00,,1015,94.0,,,52,,,,,,,,,,,,,0,4.5,4.0,350
2019-03-01,23:00,,1016,94.7,,,51,,,,,,,,,,,,,0,3.6,4.3,7
2019-03-02,00:00,,1017,94.5,,,55,,,,,,,,,,,,,0,2.0,3.0,34
2019-03-02,01:00,,1018,94.3,,,53,,,,,,,,,,,,,0,1.6,2.0,28
2019-03-02,02:00,,1018,94.5,,,51,,,,,,,,,,,,,0,1.6,1.6,8
2019-03-02,03:00,,1018,94.8,,,51,,,,,,,,,,,,,0,1.4,1.4,32
2019-03-02,04:00,,1017,95.8,,,48,,,,,,,,,,,,,0,1.3,0.6,51
2019-03-02,05:00,,1017,96.4,,,44,,,,,,,,,,,,,0,1.4,0.7,82
2019-03-02,06:00,,1017,96.2,,,39,,,,,,,,,,,,,0,1.5,0.6,205
2019-03-02,07:00,,1017,96.7,,,37,,,,,,,,,,,,,0,1.6,0.7,250
2019-03-02,08:00,,1018,96.3,,,39,,,,,,,,,,,,,1,1.6,0.5,292
2019-03-02,09:00,,1017,96.1,,,47,,,,,,,,,,,,,19,1.6,1.1,82
2019-03-02,10:00,,1018,94.2,,,47,,,,,,,,,,,,,50,2.1,0.7,144
2019-03-02,11:00,,1017,92.5,,,40,,,,,,,,,,,,,67,2.3,1.2,185
2019-03-02,12:00,,1017,88.8,,,42,,,,,,,,,,,,,171,3.3,1.3,189
2019-03-02,13:00,,1016,84.5,,,43,,,,,,,,,,,,,127,4.6,1.2,222
2019-03-02,14:00,,1016,78.6,,,54,,,,,,,,,,,,,101,5.1,2.5,232
2019-03-02,15:00,,1016,79.7,,,57,,,,,,,,,,,,,50,4.9,3.1,227
2019-03-02,16:00,,1016,83.1,,,53,,,,,,,,,,,,,63,4.8,2.8,212
2019-03-02,17:00,,1015,83.9,,,50,,,,,,,,,,,,,23,4.8,2.7,215
