Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,,,,,,,,NaN,NaN,NaN,19.64,NaN,NaN,,,,NaN,,,,,,
2019-03-01,01:00,,1013,67.9,1,14,,,,,,,,41,,,,,,3,10.7,0.6,221
2019-03-01,02:00,,1012,68.1,1,8,,,,,,,,38,,,,,,3,10.3,0.8,223
2019-03-01,03:00,,1012,69.0,1,6,,,,,,,,23,,,,,,3,10.1,0.5,228
2019-03-01,04:00,,1011,70.8,1,7,,,,,,,,18,,,,,,3,9.7,0.9,217
2019-03-01,05:00,,1011,74.1,1,8,,,,,,,,14,,,,,,3,9.0,1.1,218
2019-03-01,06:00,,1010,81.0,4,15,,,,,,,,13,,,,,,3,8.3,0.8,216
2019-03-01,07:00,,1010,85.9,14,31,,,,,,,,11,,,,,,3,8.2,0.5,219
2019-03-01,08:00,,1010,83.8,14,28,,,,,,,,14,,,,,,9,8.5,0.6,218
2019-03-01,09:00,,1010,83.7,22,34,,,,,,,,16,,,,,,22,8.8,0.6,220
2019-03-01,10:00,,1010,86.2,17,30,,,,,,,,17,,,,,,47,8.8,0.8,220
2019-03-01,11:00,,1010,86.2,14,21,,,,,,,,12,,,,,,138,9.2,0.9,216
2019-03-01,12:00,,1010,77.4,13,24,,,,,,,,11,,,,,,121,10.6,0.9,334
2019-03-01,13:00,,1010,79.4,11,25,,,,,,,,9,,,,,,126,10.1,1.1,346
2019-03-01,14:00,,1010,76.6,32,43,,,,,,,,10,,,,,,191,11.3,0.6,275
2019-03-01,15:00,,1010,76.4,16,30,,,,,,,,9,,,,,,129,11.1,0.7,341
2019-03-01,16:00,,1010,81.2,6,21,,,,,,,,10,,,,,,72,9.7,1.1,346
2019-03-01,17:00,,1011,83.2,6,18,,,,,,,,7,,,,,,32,9.2,1.2,339
2019-03-01,18:00,,1012,87.7,16,32,,,,,,,,8,,,,,,5,8.4,0.8,342
2019-03-01,19:00,,1012,87.6,7,22,,,,,,,,19,,,,,,3,8.0,1.2,335
2019-03-01,20:00,,1013,88.3,7,21,,,,,,,,30,,,,,,3,7.2,0.8,67
2019-03-01,21:00,,1014,92.6,5,17,,,,,,,,32,,,,,,3,5.7,1.5,339
2019-03-01,22:00,,1015,92.6,7,17,,,,,,,,21,,,,,,3,4.8,0.9,359
2019-03-01,23:00,,1016,84.7,3,12,,,,,,,,24,,,,,,3,4.1,1.1,337
2019-03-02,,,,,,,,NaN,NaN,NaN,19.64,NaN,,,,,NaN,,,,,,
2019-03-02,00:00,,1016,85.2,3,12,,,,,,,,17,,,,,,3,3.9,0.7,322
2019-03-02,01:00,,1017,83.0,1,12,,,,,,,,18,,,,,,3,3.9,0.4,340
2019-03-02,02:00,,1017,83.5,1,9,,,,,,,,19,,,,,,3,3.5,0.3,106
2019-03-02,03:00,,1017,85.8,2,8,,,,,,,,22,,,,,,3,3.4,0.3,226
2019-03-02,04:00,,1016,88.4,1,10,,,,,,,,24,,,,,,3,3.3,0.5,205
2019-03-02,05:00,,1016,90.4,1,11,,,,,,,,22,,,,,,3,3.1,0.5,206
2019-03-02,06:00,,1016,90.2,2,14,,,,,,,,20,,,,,,3,3.4,0.4,209
