Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1014,82.2,,,78,,,,,,,39,,,,,,0,4.6,2.0,310
2019-03-01,02:00,,1013,84.3,,,83,,,,,,,27,,,,,,0,4.2,2.5,294
2019-03-01,03:00,,1013,93.4,,,79,,,,,,,17,,,,,,0,3.2,2.2,275
2019-03-01,04:00,,1012,94.2,,,71,,,,,,,15,,,,,,0,3.2,2.8,268
2019-03-01,05:00,,1012,93.7,,,71,,,,,,,16,,,,,,0,3.0,3.5,269
2019-03-01,06:00,,1012,95.0,,,69,,,,,,,9,,,,,,0,2.6,3.4,261
2019-03-01,07:00,,1011,98.0,,,64,,,,,,,5,,,,,,0,2.8,3.4,266
2019-03-01,08:00,,1011,98.0,,,64,,,,,,,7,,,,,,3,2.9,3.2,269
2019-03-01,09:00,,1011,97.5,,,62,,,,,,,6,,,,,,11,2.8,2.1,273
2019-03-01,10:00,,1011,97.4,,,69,,,,,,,5,,,,,,53,2.8,2.7,288
2019-03-01,11:00,,1011,96.3,,,71,,,,,,,4,,,,,,121,3.0,2.6,286
2019-03-01,12:00,,1011,94.2,,,70,,,,,,,4,,,,,,123,3.6,2.0,294
2019-03-01,13:00,,1011,93.6,,,67,,,,,,,5,,,,,,113,3.7,2.6,284
2019-03-01,14:00,,1011,92.1,,,70,,,,,,,5,,,,,,211,3.9,1.8,313
2019-03-01,15:00,,1011,93.7,,,75,,,,,,,4,,,,,,178,3.6,1.9,313
2019-03-01,16:00,,1011,92.9,,,75,,,,,,,5,,,,,,133,4.0,2.0,328
2019-03-01,17:00,,1011,94.2,,,70,,,,,,,6,,,,,,34,3.8,1.6,326
2019-03-01,18:00,,1012,94.5,,,69,,,,,,,5,,,,,,0,3.0,1.9,318
2019-03-01,19:00,,1013,97.8,,,70,,,,,,,4,,,,,,0,2.3,2.1,354
2019-03-01,20:00,,1014,97.9,,,65,,,,,,,8,,,,,,0,2.2,1.7,339
2019-03-01,21:00,,1014,98.2,,,49,,,,,,,9,,,,,,0,2.0,1.7,8
2019-03-01,22:00,,1015,98.0,,,37,,,,,,,6,,,,,,0,1.3,2.0,359
2019-03-01,23:00,,1016,97.9,,,41,,,,,,,3,,,,,,0,0.5,1.6,3
2019-03-02,00:00,,1017,97.7,,,54,,,,,,,2,,,,,,0,NaN,1.4,15
2019-03-02,01:00,,1017,97.5,,,62,,,,,,,7,,,,,,0,NaN,1.4,6
2019-03-02,02:00,,1017,97.5,,,58,,,,,,,10,,,,,,0,NaN,1.3,23
2019-03-02,03:00,,1017,98.0,,,54,,,,,,,7,,,,,,0,NaN,1.0,26
2019-03-02,04:00,,1017,97.4,,,57,,,,,,,7,,,,,,0,NaN,1.1,358
2019-03-02,05:00,,1017,97.2,,,59,,,,,,,9,,,,,,0,NaN,1.3,322
2019-03-02,06:00,,1017,97.5,,,59,,,,,,,8,,,,,,0,NaN,0.9,314
2019-03-02,07:00,,1017,97.4,,,59,,,,,,,6,,,,,,0,NaN,1.2,312
2019-03-02,08:00,,1017,97.1,,,58,,,,,,,6,,,,,,5,NaN,1.1,329
2019-03-02,09:00,,1017,96.7,,,62,,,,,,,4,,,,,,27,NaN,1.4,310
2019-03-02,10:00,,1017,96.5,,,61,,,,,,,2,,,,,,60,NaN,1.1,297
2019-03-02,11:00,,1017,96.3,,,59,,,,,,,5,,,,,,86,NaN,1.6,285
2019-03-02,12:00,,1017,95.9,,,55,,,,,,,4,,,,,,112,NaN,2.0,303
2019-03-02,13:00,,1017,93.4,,,61,,,,,,,4,,,,,,182,NaN,1.7,287
2019-03-02,14:00,,1016,93.7,,,62,,,,,,,5,,,,,,165,0.0,2.5,271
2019-03-02,15:00,,1016,95.2,,,60,,,,,,,7,,,,,,69,0.2,2.6,266
2019-03-02,16:00,,1016,96.9,,,62,,,,,,,7,,,,,,39,0.2,2.9,268
2019-03-02,17:00,,1016,97.8,,,62,,,,,,,6,,,,,,28,0.3,3.5,263
2019-03-02,18:00,,1016,97.7,,,63,,,,,,,7,,,,,,3,0.4,3.3,262
2019-03-02,19:00,,1016,98.0,,,61,,,,,,,10,,,,,,0,0.7,3.5,267
2019-03-02,20:00,,1016,97.2,,,64,,,,,,,14,,,,,,0,1.0,3.4,265
2019-03-02,21:00,,1016,96.9,,,65,,,,,,,17,,,,,,0,1.4,3.5,258
2019-03-02,22:00,,1016,96.9,,,63,,,,,,,18,,,,,,0,1.7,4.1,263
2019-03-02,23:00,,1015,97.1,,,64,,,,,,,17,,,,,,0,2.1,4.5,258
2019-03-03,00:00,,1015,98.3,,,64,,,,,,,14,,,,,,0,2.4,5.0,258
2019-03-03,01:00,,1014,98.2,,,64,,,,,,,8,,,,,,0,2.7,4.7,259
2019-03-03,02:00,,1014,98.8,,,60,,,,,,,6,,,,,,0,2.7,5.0,262
2019-03-03,03:00,,1014,98.9,,,58,,,,,,,4,,,,,,0,2.9,4.7,266
2019-03-03,04:00,,1013,98.9,,,59,,,,,,,2,,,,,,0,3.0,4.5,266
2019-03-03,05:00,,1013,97.3,,,67,,,,,,,3,,,,,,0,3.0,5.5,272
2019-03-03,06:00,,1013,94.7,,,73,,,,,,,6,,,,,,0,2.7,4.7,271
2019-03-03,07:00,,1013,95.1,,,69,,,,,,,6,,,,,,0,2.8,5.3,258
2019-03-03,08:00,,1013,94.2,,,73,,,,,,,5,,,,,,11,2.6,6.4,258
