Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_As,PM10_BaP,PM10_Cd,PM10_HVS,PM10_Ni,PM10_Pb,PM10_TEOM,PM10_eCT,PM10_oCT,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,ng/m3,ng/m3,ng/m3,µg/m³,ng/m3,ng/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,,,,,,,,NaN,NaN,NaN,13.10,NaN,NaN,,NaN,,NaN,,,,,,
2019-03-01,01:00,1.0,1010,96.9,1,21,49,,,,,,,67,,,,,2.5,0,3.7,6.5,300
2019-03-01,02:00,0.9,1010,99.6,1,18,48,,,,,,,64,,,,,1.4,0,3.6,5.9,281
2019-03-01,03:00,0.8,1009,99.5,1,12,64,,,,,,,53,,,,,1.2,0,4.0,6.5,271
2019-03-01,04:00,0.5,1009,97.2,1,8,75,,,,,,,32,,,,,1.1,0,3.8,7.3,273
2019-03-01,05:00,0.4,1008,93.9,1,7,77,,,,,,,19,,,,,0.5,0,3.7,6.8,280
2019-03-01,06:00,0.3,1008,93.2,1,8,73,,,,,,,15,,,,,0.5,0,3.6,7.1,281
2019-03-01,07:00,0.5,1008,94.0,1,8,72,,,,,,,13,,,,,0.5,0,3.2,6.2,281
2019-03-01,08:00,0.2,1008,98.6,1,8,71,,,,,,,12,,,,,0.5,8,2.8,5.3,273
2019-03-01,09:00,0.7,1008,99.6,1,8,67,,,,,,,6,,,,,0.5,35,2.3,5.3,277
2019-03-01,10:00,0.5,1008,99.6,1,9,63,,,,,,,1,,,,,0.5,49,2.5,4.8,293
2019-03-01,11:00,0.6,1008,99.6,1,10,57,,,,,,,1,,,,,0.5,69,2.9,4.9,283
2019-03-01,12:00,0.6,1007,99.6,1,10,61,,,,,,,1,,,,,0.5,97,2.9,6.6,293
2019-03-01,13:00,0.6,1007,99.6,1,9,67,,,,,,,2,,,,,0.5,89,3.1,6.7,295
2019-03-01,14:00,0.5,1008,99.6,1,9,70,,,,,,,5,,,,,0.5,147,3.4,6.7,298
2019-03-01,15:00,0.4,1007,99.6,1,8,74,,,,,,,7,,,,,0.5,231,3.8,6.9,297
2019-03-01,16:00,0.5,1008,99.6,1,9,72,,,,,,,8,,,,,0.5,77,3.4,7.6,302
2019-03-01,17:00,0.6,1008,99.6,1,9,72,,,,,,,7,,,,,0.5,15,2.7,8.1,310
2019-03-01,18:00,0.5,1008,99.6,1,10,67,,,,,,,5,,,,,0.5,2,2.5,7.8,318
2019-03-01,19:00,0.6,1009,99.6,1,10,66,,,,,,,7,,,,,0.5,0,2.1,8.5,322
2019-03-01,20:00,0.7,1010,99.6,1,12,54,,,,,,,11,,,,,0.5,0,1.2,7.1,334
2019-03-01,21:00,0.8,1010,99.6,1,11,52,,,,,,,6,,,,,0.5,0,0.3,7.2,336
2019-03-01,22:00,0.6,1011,99.6,1,9,59,,,,,,,5,,,,,0.5,0,NaN,6.2,342
2019-03-01,23:00,0.5,1012,99.6,1,9,57,,,,,,,7,,,,,0.5,0,NaN,6.5,335
2019-03-02,,,,,,,,NaN,NaN,NaN,9.94,NaN,,,NaN,,NaN,,,,,,
2019-03-02,00:00,0.6,1012,99.6,1,8,60,,,,,,,16,,,,,0.5,0,NaN,6.4,321
2019-03-02,01:00,0.5,1012,99.6,1,8,63,,,,,,,17,,,,,0.5,0,NaN,5.9,321
2019-03-02,02:00,0.5,1013,99.6,1,7,67,,,,,,,14,,,,,0.5,0,NaN,5.0,308
2019-03-02,03:00,0.4,1013,99.6,1,7,68,,,,,,,11,,,,,0.5,0,NaN,4.0,301
2019-03-02,04:00,0.4,1012,99.6,1,6,69,,,,,,,10,,,,,0.5,0,NaN,4.4,298
2019-03-02,05:00,0.5,1012,99.6,1,6,68,,,,,,,8,,,,,0.5,0,NaN,4.7,308
2019-03-02,06:00,0.4,1012,99.6,1,7,64,,,,,,,8,,,,,0.5,0,NaN,5.0,302
2019-03-02,07:00,0.5,1012,99.6,1,7,61,,,,,,,11,,,,,0.5,0,NaN,4.6,299
2019-03-02,08:00,0.6,1012,99.6,1,7,63,,,,,,,15,,,,,0.5,8,NaN,5.3,299
2019-03-02,09:00,0.4,1013,99.6,1,6,65,,,,,,,11,,,,,0.5,30,NaN,4.8,303
2019-03-02,10:00,0.5,1013,99.6,1,6,65,,,,,,,10,,,,,0.5,52,NaN,4.5,295
2019-03-02,11:00,0.5,1013,99.6,1,5,65,,,,,,,10,,,,,0.5,79,NaN,4.4,279
2019-03-02,12:00,0.5,1013,99.6,1,6,64,,,,,,,8,,,,,0.5,94,NaN,4.9,283
2019-03-02,13:00,0.5,1013,99.6,1,6,66,,,,,,,5,,,,,0.5,99,NaN,5.1,277
2019-03-02,14:00,0.6,1012,99.6,1,6,67,,,,,,,6,,,,,0.5,124,NaN,4.7,278
2019-03-02,15:00,0.7,1012,99.6,1,7,66,,,,,,,8,,,,,0.5,73,NaN,4.1,277
2019-03-02,16:00,0.6,1012,99.6,1,8,63,,,,,,,9,,,,,0.5,47,NaN,3.2,250
2019-03-02,17:00,0.6,1012,99.6,1,9,59,,,,,,,10,,,,,0.5,22,NaN,3.1,232
2019-03-02,18:00,0.7,1012,99.6,1,9,57,,,,,,,9,,,,,0.5,4,NaN,4.1,222
2019-03-02,19:00,0.7,1012,99.6,1,8,58,,,,,,,10,,,,,0.5,0,0.1,4.3,235
2019-03-02,20:00,0.6,1012,99.6,1,8,59,,,,,,,10,,,,,0.5,0,0.3,4.7,250
2019-03-02,21:00,0.6,1012,99.6,1,9,57,,,,,,,13,,,,,0.5,0,0.5,4.4,257
2019-03-02,22:00,0.7,1012,99.6,1,8,61,,,,,,,16,,,,,0.5,0,0.7,4.7,251
2019-03-02,23:00,0.8,1012,99.6,1,8,62,,,,,,,19,,,,,0.5,0,1.2,5.5,245
2019-03-03,,,,,,,,NaN,NaN,NaN,5.77,NaN,,,NaN,,NaN,,,,,,
2019-03-03,00:00,0.7,1011,99.6,1,8,66,,,,,,,19,,,,,0.5,0,1.7,4.8,244
2019-03-03,01:00,0.7,1011,99.6,1,7,66,,,,,,,16,,,,,0.5,0,2.2,5.6,231
2019-03-03,02:00,0.4,1011,99.6,1,7,63,,,,,,,12,,,,,0.5,0,2.6,5.6,246
2019-03-03,03:00,0.6,1010,99.6,1,7,61,,,,,,,7,,,,,0.5,0,2.9,6.6,254
2019-03-03,04:00,NaN,1010,99.6,1,7,58,,,,,,,6,,,,,0.5,0,3.1,7.0,258
2019-03-03,05:00,NaN,1010,99.6,1,6,58,,,,,,,5,,,,,0.5,0,3.2,7.8,255
2019-03-03,06:00,NaN,1010,99.5,1,6,65,,,,,,,4,,,,,0.5,0,3.3,7.6,256
2019-03-03,07:00,NaN,1009,94.5,1,5,73,,,,,,,5,,,,,0.5,1,3.2,6.6,250
2019-03-03,08:00,NaN,1009,94.5,1,5,70,,,,,,,5,,,,,0.5,25,3.0,5.6,229
2019-03-03,09:00,0.4,1009,92.7,1,5,72,,,,,,,7,,,,,0.5,135,3.3,6.9,237
2019-03-03,10:00,0.4,1009,85.6,1,5,77,,,,,,,6,,,,,0.5,165,4.2,6.8,239
2019-03-03,11:00,0.4,1009,81.8,1,4,77,,,,,,,6,,,,,0.5,209,4.8,6.3,242
2019-03-03,12:00,0.6,1009,79.5,1,5,76,,,,,,,6,,,,,0.5,150,4.9,7.4,257
2019-03-03,13:00,0.5,1009,77.1,1,5,77,,,,,,,6,,,,,0.5,210,5.1,7.7,258
2019-03-03,14:00,0.4,1008,76.1,1,5,79,,,,,,,7,,,,,0.5,250,5.6,8.3,255
2019-03-03,15:00,0.5,1008,73.6,1,5,81,,,,,,,8,,,,,0.5,211,6.1,7.1,251
2019-03-03,16:00,0.4,1007,73.3,1,5,80,,,,,,,8,,,,,0.5,107,5.8,7.8,258
2019-03-03,17:00,0.4,1007,76.0,1,5,78,,,,,,,7,,,,,0.5,49,5.6,6.1,249
2019-03-03,18:00,0.4,1006,82.7,1,5,77,,,,,,,7,,,,,0.5,10,5.0,7.6,238
2019-03-03,19:00,0.9,1006,85.3,1,5,76,,,,,,,7,,,,,0.5,0,4.7,7.3,241
2019-03-03,20:00,0.4,1005,85.6,1,5,77,,,,,,,4,,,,,0.5,0,4.6,6.4,244
2019-03-03,21:00,0.4,1005,83.3,1,4,78,,,,,,,2,,,,,0.5,0,4.9,7.3,239
2019-03-03,22:00,0.5,1005,82.0,1,5,77,,,,,,,4,,,,,0.5,0,5.1,7.5,246
2019-03-03,23:00,0.2,1004,79.4,1,4,76,,,,,,,6,,,,,0.5,0,5.2,6.7,248
2019-03-04,,,,,,,,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,,,,,,
2019-03-04,00:00,0.2,1003,77.8,1,4,76,,,,,,,6,,,,,0.5,0,5.2,6.1,240
2019-03-04,01:00,0.3,1003,77.5,1,4,75,,,,,,,5,,,,,0.5,0,5.1,6.9,230
2019-03-04,02:00,0.1,1002,77.1,1,4,75,,,,,,,4,,,,,0.5,0,5.2,6.1,237
2019-03-04,03:00,0.3,1002,77.4,1,4,75,,,,,,,4,,,,,0.5,0,5.5,5.1,228
2019-03-04,04:00,0.3,1001,76.8,1,4,76,,,,,,,5,,,,,0.5,0,5.5,6.0,228
2019-03-04,05:00,0.3,1000,73.6,1,4,78,,,,,,,5,,,,,0.5,0,5.7,7.9,218
2019-03-04,06:00,0.0,0,0.0,0,0,0,,,,,,,NaN,,,,,0.0,0,0.0,0.0,0
2019-03-04,07:00,0.3,999,66.1,1,4,78,,,,,,,3,,,,,0.5,2,6.2,7.6,199
2019-03-04,08:00,0.4,998,62.7,1,5,76,,,,,,,7,,,,,1.0,32,6.4,6.4,194
2019-03-04,09:00,0.4,997,59.1,1,5,79,,,,,,,6,,,,,1.1,100,7.2,6.4,216
2019-03-04,10:00,0.6,996,59.7,1,6,74,,,,,,,4,,,,,2.3,161,7.0,6.9,171
2019-03-04,11:00,0.5,995,63.3,3,11,64,,,,,,,8,,,,,5.5,210,6.5,10.4,154
2019-03-04,12:00,0.7,995,50.7,1,8,71,,,,,,,5,,,,,2.2,152,8.3,9.5,186
2019-03-04,13:00,0.4,994,43.4,1,6,82,,,,,,,8,,,,,1.2,357,9.1,12.1,209
2019-03-04,14:00,0.4,993,40.3,1,4,94,,,,,,,10,,,,,0.5,285,8.7,10.9,233
2019-03-04,15:00,0.2,993,40.2,1,3,93,,,,,,,14,,,,,NaN,199,8.1,10.5,235
2019-03-04,16:00,0.3,993,40.6,1,3,90,,,,,,,20,,,,,NaN,106,7.3,11.0,226
2019-03-04,17:00,0.2,993,41.9,1,3,NaN,,,,,,,5,,,,,0.5,53,6.5,9.8,222
2019-03-04,18:00,0.4,993,44.5,1,3,90,,,,,,,5,,,,,0.5,33,6.0,9.6,228
2019-03-04,19:00,0.2,994,56.4,1,3,90,,,,,,,2,,,,,0.5,0,4.5,10.9,236
2019-03-04,20:00,0.4,994,73.1,1,3,89,,,,,,,1,,,,,0.5,0,3.4,10.3,263
2019-03-04,21:00,0.4,995,99.6,1,4,82,,,,,,,3,,,,,0.5,0,NaN,10.3,275
2019-03-04,22:00,0.7,996,97.3,1,5,77,,,,,,,2,,,,,0.5,0,NaN,11.5,281
2019-03-04,23:00,0.6,997,88.0,1,5,73,,,,,,,4,,,,,0.5,0,NaN,10.1,276
2019-03-05,,,,,,,,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,,,,,,
2019-03-05,00:00,0.4,998,88.8,1,5,71,,,,,,,5,,,,,0.5,0,NaN,9.6,265
2019-03-05,01:00,0.4,999,86.3,1,4,71,,,,,,,7,,,,,0.5,0,NaN,9.1,261
2019-03-05,02:00,0.5,999,84.0,1,4,73,,,,,,,6,,,,,0.5,0,NaN,8.8,255
2019-03-05,03:00,0.4,1000,78.7,1,3,75,,,,,,,4,,,,,0.5,0,0.1,7.7,241
2019-03-05,04:00,0.4,1000,79.2,1,3,75,,,,,,,5,,,,,0.5,0,0.6,6.4,240
2019-03-05,05:00,0.3,1000,80.7,1,3,76,,,,,,,2,,,,,0.5,0,0.7,9.8,254
2019-03-05,06:00,0.5,1000,77.6,1,3,79,,,,,,,4,,,,,0.5,0,0.3,11.2,260
2019-03-05,07:00,0.5,1000,76.2,1,3,80,,,,,,,7,,,,,0.5,2,0.1,9.9,262
2019-03-05,08:00,0.4,1000,75.3,1,3,80,,,,,,,4,,,,,0.5,77,0.4,10.8,262
2019-03-05,09:00,0.3,1001,83.2,1,3,79,,,,,,,3,,,,,0.5,49,0.1,10.5,264
2019-03-05,10:00,0.4,1002,99.5,1,4,75,,,,,,,0,,,,,0.5,160,NaN,8.2,266
2019-03-05,11:00,0.5,1002,79.7,1,4,79,,,,,,,3,,,,,0.5,197,1.0,7.9,263
2019-03-05,12:00,0.5,1002,59.8,1,3,84,,,,,,,1,,,,,0.5,476,2.4,10.1,257
2019-03-05,13:00,0.5,1002,55.3,1,3,84,,,,,,,4,,,,,0.5,248,2.5,9.8,256
2019-03-05,14:00,0.5,1002,78.2,1,3,82,,,,,,,2,,,,,0.5,122,0.9,8.5,251
2019-03-05,15:00,0.7,1003,99.6,1,4,78,,,,,,,0,,,,,0.5,85,NaN,6.8,261
2019-03-05,16:00,0.6,1003,99.6,1,5,75,,,,,,,1,,,,,0.5,88,0.2,7.2,255
2019-03-05,17:00,0.5,1003,99.6,1,5,74,,,,,,,1,,,,,0.5,85,0.6,8.5,260
2019-03-05,18:00,0.7,1004,99.6,1,6,72,,,,,,,0,,,,,0.5,19,0.4,7.1,268
2019-03-05,19:00,0.6,1005,99.0,1,6,71,,,,,,,1,,,,,0.5,0,0.1,7.9,277
2019-03-05,20:00,0.5,1006,99.6,1,6,70,,,,,,,2,,,,,0.5,0,NaN,8.1,282
2019-03-05,21:00,0.7,1007,99.6,1,6,65,,,,,,,3,,,,,0.5,0,NaN,6.5,285
2019-03-05,22:00,0.9,1008,99.6,1,6,64,,,,,,,1,,,,,0.5,0,NaN,6.9,288
2019-03-05,23:00,0.6,1009,99.6,1,6,65,,,,,,,2,,,,,0.5,0,NaN,5.1,289
2019-03-06,,,,,,,,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,,,,,,
2019-03-06,00:00,0.5,1009,99.6,1,6,64,,,,,,,4,,,,,0.5,0,NaN,4.6,292
2019-03-06,01:00,0.5,1010,99.6,1,6,64,,,,,,,4,,,,,0.5,0,NaN,4.4,286
2019-03-06,02:00,0.5,1010,99.6,1,6,66,,,,,,,4,,,,,0.5,0,NaN,3.7,280
2019-03-06,03:00,0.5,1010,99.6,1,5,67,,,,,,,6,,,,,0.5,0,NaN,3.8,255
2019-03-06,04:00,0.5,1010,99.6,1,5,68,,,,,,,6,,,,,0.5,0,NaN,3.1,216
2019-03-06,05:00,0.4,1010,98.4,1,4,69,,,,,,,6,,,,,0.5,0,NaN,3.5,208
2019-03-06,06:00,0.5,1010,89.6,1,4,71,,,,,,,6,,,,,0.5,0,NaN,3.4,176
2019-03-06,07:00,0.5,1010,85.1,1,4,71,,,,,,,5,,,,,0.5,0,NaN,5.1,152
2019-03-06,08:00,0.6,1010,87.8,1,7,66,,,,,,,8,,,,,3.2,72,NaN,6.6,153
2019-03-06,09:00,0.8,1010,89.0,2,8,63,,,,,,,8,,,,,7.9,267,NaN,7.4,155
2019-03-06,10:00,0.7,1010,93.5,5,10,59,,,,,,,10,,,,,11.7,387,0.1,8.8,145
