Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,01:00,,3,33,,,
2016-12-01,02:00,,3,33,,,
2016-12-01,03:00,,3,32,,,
2016-12-01,04:00,,4,31,,,
2016-12-01,05:00,,4,32,,,
2016-12-01,06:00,,7,30,,,
2016-12-01,07:00,,6,27,,,
2016-12-01,08:00,,16,38,,,
2016-12-01,09:00,,12,35,,,
2016-12-01,10:00,,17,39,,,
2016-12-01,11:00,,16,38,,,
2016-12-01,12:00,,24,38,,,
2016-12-01,13:00,,15,30,,,
2016-12-01,14:00,,6,24,,,
2016-12-01,15:00,,9,27,,,
2016-12-01,16:00,,9,28,,,
2016-12-01,17:00,,8,28,,,
2016-12-01,18:00,,8,26,,,
2016-12-01,19:00,,8,30,,,
2016-12-01,20:00,,5,24,,,
2016-12-01,21:00,,3,20,,,
2016-12-01,22:00,,4,22,,,
2016-12-01,23:00,,2,18,,,
2016-12-02,00:00,,1,14,,,
2016-12-02,01:00,,1,13,,,
2016-12-02,02:00,,1,10,,,
2016-12-02,03:00,,1,10,,,
2016-12-02,04:00,,1,7,,,
2016-12-02,05:00,,1,7,,,
2016-12-02,06:00,,1,6,,,
2016-12-02,07:00,,1,10,,,
2016-12-02,08:00,,3,16,,,
2016-12-02,09:00,,4,17,,,
2016-12-02,10:00,,7,17,,,
2016-12-02,11:00,,5,14,,,
2016-12-02,12:00,,6,12,,,
2016-12-02,13:00,,6,12,,,
2016-12-02,14:00,,8,15,,,
2016-12-02,15:00,,8,24,,,
2016-12-02,16:00,,9,26,,,
2016-12-02,17:00,,24,45,,,
2016-12-02,18:00,,25,48,,,
2016-12-02,19:00,,44,60,,,
2016-12-02,20:00,,39,61,,,
2016-12-02,21:00,,25,48,,,
2016-12-02,22:00,,28,49,,,
2016-12-02,23:00,,35,53,,,
2016-12-03,00:00,,17,46,,,
2016-12-03,01:00,,19,41,,,
2016-12-03,02:00,,25,41,,,
2016-12-03,03:00,,9,37,,,
2016-12-03,04:00,,7,32,,,
2016-12-03,05:00,,9,33,,,
2016-12-03,06:00,,19,37,,,
2016-12-03,07:00,,26,40,,,
2016-12-03,08:00,,72,55,,,
2016-12-03,09:00,,69,52,,,
2016-12-03,10:00,,53,44,,,
2016-12-03,11:00,,42,37,,,
2016-12-03,12:00,,12,22,,,
2016-12-03,13:00,,19,25,,,
2016-12-03,14:00,,22,29,,,
2016-12-03,15:00,,12,24,,,
2016-12-03,16:00,,12,29,,,
2016-12-03,17:00,,119,68,,,
2016-12-03,18:00,,225,83,,,
2016-12-03,19:00,,188,68,,,
2016-12-03,20:00,,97,52,,,
2016-12-03,21:00,,39,44,,,
2016-12-03,22:00,,34,42,,,
2016-12-03,23:00,,32,41,,,
2016-12-04,00:00,,10,30,,,
2016-12-04,01:00,,10,29,,,
2016-12-04,02:00,,5,27,,,
2016-12-04,03:00,,4,22,,,
2016-12-04,04:00,,2,20,,,
2016-12-04,05:00,,2,21,,,
2016-12-04,06:00,,5,21,,,
2016-12-04,07:00,,6,24,,,
2016-12-04,08:00,,6,25,,,
2016-12-04,09:00,,15,27,,,
2016-12-04,10:00,,20,27,,,
2016-12-04,11:00,,31,32,,,
2016-12-04,12:00,,25,32,,,
2016-12-04,13:00,,26,32,,,
2016-12-04,14:00,,29,31,,,
2016-12-04,15:00,,16,29,,,
2016-12-04,16:00,,55,56,,,
2016-12-04,17:00,,121,76,,,
2016-12-04,18:00,,153,74,,,
2016-12-04,19:00,,108,56,,,
2016-12-04,20:00,,55,48,,,
2016-12-04,21:00,,52,56,,,
2016-12-04,22:00,,53,67,,,
2016-12-04,23:00,,21,61,,,
2016-12-05,00:00,,2,32,,,
2016-12-05,01:00,,1,36,,,
2016-12-05,02:00,,1,21,,,
2016-12-05,03:00,,6,26,,,
2016-12-05,04:00,,4,37,,,
2016-12-05,05:00,,17,37,,,
2016-12-05,06:00,,146,51,,,
2016-12-05,07:00,,288,88,,,
2016-12-05,08:00,,167,92,,,
2016-12-05,09:00,,285,120,,,
2016-12-05,10:00,,113,74,,,
2016-12-05,11:00,,89,56,,,
2016-12-05,12:00,,51,40,,,
2016-12-05,13:00,,55,45,,,
2016-12-05,14:00,,69,61,,,
2016-12-05,15:00,,40,52,,,
2016-12-05,16:00,,53,57,,,
2016-12-05,17:00,,422,128,,,
2016-12-05,18:00,,419,107,,,
2016-12-05,19:00,,219,78,,,
2016-12-05,20:00,,111,66,,,
2016-12-05,21:00,,106,60,,,
2016-12-05,22:00,,73,55,,,
2016-12-05,23:00,,30,50,,,
2016-12-06,00:00,,8,37,,,
2016-12-06,01:00,,4,32,,,
2016-12-06,02:00,,4,34,,,
2016-12-06,03:00,,7,36,,,
2016-12-06,04:00,,8,34,,,
2016-12-06,05:00,,16,35,,,
2016-12-06,06:00,,33,44,,,
2016-12-06,07:00,,80,51,,,
2016-12-06,08:00,,69,50,,,
2016-12-06,09:00,,73,48,,,
2016-12-06,10:00,,60,43,,,
2016-12-06,11:00,,63,42,,,
2016-12-06,12:00,,79,47,,,
2016-12-06,13:00,,49,45,,,
2016-12-06,14:00,,65,57,,,
2016-12-06,15:00,,17,42,,,
2016-12-06,16:00,,13,39,,,
2016-12-06,17:00,,17,50,,,
2016-12-06,18:00,,67,69,,,
2016-12-06,19:00,,38,59,,,
2016-12-06,20:00,,38,63,,,
2016-12-06,21:00,,36,57,,,
2016-12-06,22:00,,18,46,,,
2016-12-06,23:00,,12,44,,,
2016-12-07,00:00,,4,30,,,
2016-12-07,01:00,,4,24,,,
2016-12-07,02:00,,6,29,,,
2016-12-07,03:00,,1,21,,,
2016-12-07,04:00,,5,22,,,
2016-12-07,05:00,,8,31,,,
2016-12-07,06:00,,23,40,,,
2016-12-07,07:00,,42,48,,,
2016-12-07,08:00,,60,56,,,
2016-12-07,09:00,,35,44,,,
2016-12-07,10:00,,30,33,,,
2016-12-07,11:00,,34,29,,,
2016-12-07,12:00,,23,25,,,
2016-12-07,13:00,,50,41,,,
2016-12-07,14:00,,65,53,,,
2016-12-07,15:00,,76,64,,,
2016-12-07,16:00,,120,84,,,
2016-12-07,17:00,,170,100,,,
2016-12-07,18:00,,114,84,,,
2016-12-07,19:00,,40,50,,,
2016-12-07,20:00,,29,41,,,
2016-12-07,21:00,,23,38,,,
2016-12-07,22:00,,14,30,,,
2016-12-07,23:00,,7,20,,,
2016-12-08,00:00,,3,14,,,
2016-12-08,01:00,,1,11,,,
2016-12-08,02:00,,1,9,,,
2016-12-08,03:00,,2,10,,,
2016-12-08,04:00,,2,12,,,
2016-12-08,05:00,,4,15,,,
2016-12-08,06:00,,29,40,,,
2016-12-08,07:00,,43,55,,,
2016-12-08,08:00,,60,61,,,
2016-12-08,09:00,,56,63,,,
2016-12-08,10:00,,43,55,,,
2016-12-08,11:00,,31,46,,,
2016-12-08,12:00,,40,46,,,
2016-12-08,13:00,,27,41,,,
2016-12-08,14:00,,35,48,,,
2016-12-08,15:00,,37,53,,,
2016-12-08,16:00,,53,67,,,
2016-12-08,17:00,,63,67,,,
2016-12-08,18:00,,49,59,,,
2016-12-08,19:00,,36,49,,,
2016-12-08,20:00,,27,42,,,
2016-12-08,21:00,,14,28,,,
2016-12-08,22:00,,10,24,,,
2016-12-08,23:00,,5,19,,,
2016-12-09,00:00,,2,19,,,
2016-12-09,01:00,,2,20,,,
2016-12-09,02:00,,1,20,,,
2016-12-09,03:00,,1,24,,,
2016-12-09,04:00,,1,23,,,
2016-12-09,05:00,,4,23,,,
2016-12-09,06:00,,17,33,,,
2016-12-09,07:00,,18,37,,,
2016-12-09,08:00,,30,43,,,
2016-12-09,09:00,,37,47,,,
2016-12-09,10:00,,26,42,,,
2016-12-09,11:00,,38,45,,,
2016-12-09,12:00,,21,42,,,
2016-12-09,13:00,,19,40,,,
2016-12-09,14:00,,22,42,,,
2016-12-09,15:00,,21,39,,,
2016-12-09,16:00,,13,34,,,
2016-12-09,17:00,,15,35,,,
2016-12-09,18:00,,33,53,,,
2016-12-09,19:00,,25,48,,,
2016-12-09,20:00,,15,32,,,
2016-12-09,21:00,,20,33,,,
2016-12-09,22:00,,14,28,,,
2016-12-09,23:00,,16,25,,,
2016-12-10,00:00,,8,18,,,
2016-12-10,01:00,,3,14,,,
2016-12-10,02:00,,2,13,,,
2016-12-10,03:00,,2,11,,,
2016-12-10,04:00,,1,9,,,
2016-12-10,05:00,,1,8,,,
2016-12-10,06:00,,3,10,,,
2016-12-10,07:00,,3,13,,,
2016-12-10,08:00,,10,17,,,
2016-12-10,09:00,,19,24,,,
2016-12-10,10:00,,23,30,,,
2016-12-10,11:00,,20,31,,,
2016-12-10,12:00,,17,30,,,
2016-12-10,13:00,,8,22,,,
2016-12-10,14:00,,12,26,,,
2016-12-10,15:00,,12,30,,,
2016-12-10,16:00,,8,35,,,
2016-12-10,17:00,,15,34,,,
2016-12-10,18:00,,20,38,,,
2016-12-10,19:00,,15,35,,,
2016-12-10,20:00,,10,29,,,
2016-12-10,21:00,,11,29,,,
2016-12-10,22:00,,7,30,,,
2016-12-10,23:00,,9,27,,,
2016-12-11,00:00,,4,18,,,
2016-12-11,01:00,,3,17,,,
2016-12-11,02:00,,3,14,,,
2016-12-11,03:00,,4,15,,,
2016-12-11,04:00,,3,14,,,
2016-12-11,05:00,,1,9,,,
2016-12-11,06:00,,2,8,,,
2016-12-11,07:00,,2,9,,,
2016-12-11,08:00,,3,9,,,
2016-12-11,09:00,,3,10,,,
2016-12-11,10:00,,5,12,,,
2016-12-11,11:00,,5,16,,,
2016-12-11,12:00,,2,14,,,
2016-12-11,13:00,,2,8,,,
2016-12-11,14:00,,2,7,,,
2016-12-11,15:00,,3,9,,,
2016-12-11,16:00,,3,10,,,
2016-12-11,17:00,,2,7,,,
2016-12-11,18:00,,4,10,,,
2016-12-11,19:00,,2,10,,,
2016-12-11,20:00,,3,14,,,
2016-12-11,21:00,,2,10,,,
2016-12-11,22:00,,2,8,,,
2016-12-11,23:00,,1,7,,,
2016-12-12,00:00,,1,6,,,
2016-12-12,01:00,,1,6,,,
2016-12-12,02:00,,1,6,,,
2016-12-12,03:00,,1,6,,,
2016-12-12,04:00,,1,6,,,
2016-12-12,05:00,,1,6,,,
2016-12-12,06:00,,1,7,,,
2016-12-12,07:00,,2,10,,,
2016-12-12,08:00,,4,14,,,
2016-12-12,09:00,,5,17,,,
2016-12-12,10:00,,6,17,,,
2016-12-12,11:00,,8,16,,,
2016-12-12,12:00,,6,18,,,
2016-12-12,13:00,,6,13,,,
2016-12-12,14:00,,6,16,,,
2016-12-12,15:00,,17,27,,,
2016-12-12,16:00,,29,33,,,
2016-12-12,17:00,,39,41,,,
2016-12-12,18:00,,24,40,,,
2016-12-12,19:00,,17,36,,,
2016-12-12,20:00,,12,25,,,
2016-12-12,21:00,,10,21,,,
2016-12-12,22:00,,8,23,,,
2016-12-12,23:00,,10,32,,,
2016-12-13,00:00,,5,32,,,
2016-12-13,01:00,,1,21,,,
2016-12-13,02:00,,1,19,,,
2016-12-13,03:00,,1,17,,,
2016-12-13,04:00,,3,20,,,
2016-12-13,05:00,,3,21,,,
2016-12-13,06:00,,44,37,,,
2016-12-13,07:00,,68,48,,,
2016-12-13,08:00,,95,60,,,
2016-12-13,09:00,,86,58,,,
2016-12-13,10:00,,75,54,,,
2016-12-13,11:00,,71,48,,,
2016-12-13,12:00,,66,47,,,
2016-12-13,13:00,,50,41,,,
2016-12-13,14:00,,55,41,,,
2016-12-13,15:00,,65,51,,,
2016-12-13,16:00,,79,59,,,
2016-12-13,17:00,,87,65,,,
2016-12-13,18:00,,78,52,,,
2016-12-13,19:00,,73,54,,,
2016-12-13,20:00,,48,46,,,
2016-12-13,21:00,,21,28,,,
2016-12-13,22:00,,15,26,,,
2016-12-13,23:00,,10,21,,,
2016-12-14,00:00,,2,13,,,
2016-12-14,01:00,,3,14,,,
2016-12-14,02:00,,1,12,,,
2016-12-14,03:00,,1,13,,,
2016-12-14,04:00,,1,15,,,
2016-12-14,05:00,,6,28,,,
2016-12-14,06:00,,8,26,,,
2016-12-14,07:00,,6,21,,,
2016-12-14,08:00,,7,23,,,
2016-12-14,09:00,,10,24,,,
2016-12-14,10:00,,13,26,,,
2016-12-14,11:00,,11,26,,,
2016-12-14,12:00,,14,26,,,
2016-12-14,13:00,,13,27,,,
2016-12-14,14:00,,12,27,,,
2016-12-14,15:00,,18,32,,,
2016-12-14,16:00,,17,33,,,
2016-12-14,17:00,,34,38,,,
2016-12-14,18:00,,49,45,,,
2016-12-14,19:00,,36,36,,,
2016-12-14,20:00,,15,32,,,
2016-12-14,21:00,,15,32,,,
2016-12-14,22:00,,9,31,,,
2016-12-14,23:00,,11,32,,,
2016-12-15,00:00,,2,23,,,
2016-12-15,01:00,,1,16,,,
2016-12-15,02:00,,1,13,,,
2016-12-15,03:00,,1,17,,,
2016-12-15,04:00,,1,14,,,
2016-12-15,05:00,,3,16,,,
2016-12-15,06:00,,11,23,,,
2016-12-15,07:00,,35,34,,,
2016-12-15,08:00,,38,38,,,
2016-12-15,09:00,,37,36,,,
2016-12-15,10:00,,37,32,,,
2016-12-15,11:00,,50,36,,,
2016-12-15,12:00,,32,28,,,
2016-12-15,13:00,,43,30,,,
2016-12-15,14:00,,31,27,,,
2016-12-15,15:00,,42,34,,,
2016-12-15,16:00,,52,43,,,
2016-12-15,17:00,,79,55,,,
2016-12-15,18:00,,65,53,,,
2016-12-15,19:00,,59,49,,,
2016-12-15,20:00,,33,36,,,
2016-12-15,21:00,,20,31,,,
2016-12-15,22:00,,13,30,,,
2016-12-15,23:00,,7,28,,,
2016-12-16,00:00,,4,29,,,
2016-12-16,01:00,,2,24,,,
2016-12-16,02:00,,1,24,,,
2016-12-16,03:00,,1,21,,,
2016-12-16,04:00,,1,18,,,
2016-12-16,05:00,,4,23,,,
2016-12-16,06:00,,33,34,,,
2016-12-16,07:00,,53,49,,,
2016-12-16,08:00,,66,51,,,
2016-12-16,09:00,,77,60,,,
2016-12-16,10:00,,52,43,,,
2016-12-16,11:00,,50,36,,,
2016-12-16,12:00,,45,31,,,
2016-12-16,13:00,,45,33,,,
2016-12-16,14:00,,57,39,,,
2016-12-16,15:00,,44,35,,,
2016-12-16,16:00,,57,46,,,
2016-12-16,17:00,,57,53,,,
2016-12-16,18:00,,91,63,,,
2016-12-16,19:00,,54,49,,,
2016-12-16,20:00,,51,49,,,
2016-12-16,21:00,,41,46,,,
2016-12-16,22:00,,46,49,,,
2016-12-16,23:00,,84,54,,,
2016-12-17,00:00,,34,48,,,
2016-12-17,01:00,,24,48,,,
2016-12-17,02:00,,17,44,,,
2016-12-17,03:00,,24,41,,,
2016-12-17,04:00,,9,36,,,
2016-12-17,05:00,,8,37,,,
2016-12-17,06:00,,43,42,,,
2016-12-17,07:00,,34,40,,,
2016-12-17,08:00,,65,42,,,
2016-12-17,09:00,,45,43,,,
2016-12-17,10:00,,37,36,,,
2016-12-17,11:00,,30,29,,,
2016-12-17,12:00,,26,29,,,
2016-12-17,13:00,,27,29,,,
2016-12-17,14:00,,32,32,,,
2016-12-17,15:00,,49,42,,,
2016-12-17,16:00,,26,42,,,
2016-12-17,17:00,,68,54,,,
2016-12-17,18:00,,47,45,,,
2016-12-17,19:00,,45,44,,,
2016-12-17,20:00,,36,42,,,
2016-12-17,21:00,,22,31,,,
2016-12-17,22:00,,25,36,,,
2016-12-17,23:00,,12,25,,,
2016-12-18,00:00,,2,27,,,
2016-12-18,01:00,,4,26,,,
2016-12-18,02:00,,3,26,,,
2016-12-18,03:00,,3,22,,,
2016-12-18,04:00,,4,27,,,
2016-12-18,05:00,,5,21,,,
2016-12-18,06:00,,10,25,,,
2016-12-18,07:00,,6,26,,,
2016-12-18,08:00,,6,27,,,
2016-12-18,09:00,,11,26,,,
2016-12-18,10:00,,16,26,,,
2016-12-18,11:00,,27,34,,,
2016-12-18,12:00,,25,32,,,
