Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,01:00,,3,25,27,,
2016-12-01,02:00,,2,26,25,,
2016-12-01,03:00,,3,28,23,,
2016-12-01,04:00,,3,30,22,,
2016-12-01,05:00,,6,29,24,,
2016-12-01,06:00,,24,33,24,,
2016-12-01,07:00,,47,43,20,,
2016-12-01,08:00,,63,47,21,,
2016-12-01,09:00,,63,48,23,,
2016-12-01,10:00,,67,44,24,,
2016-12-01,11:00,,73,45,23,,
2016-12-01,12:00,,64,44,24,,
2016-12-01,13:00,,68,45,27,,
2016-12-01,14:00,,70,48,27,,
2016-12-01,15:00,,75,50,27,,
2016-12-01,16:00,,99,59,23,,
2016-12-01,17:00,,100,57,22,,
2016-12-01,18:00,,73,50,29,,
2016-12-01,19:00,,56,42,34,,
2016-12-01,20:00,,42,38,36,,
2016-12-01,21:00,,23,28,41,,
2016-12-01,22:00,,23,28,38,,
2016-12-01,23:00,,16,23,39,,
2016-12-02,00:00,,9,18,43,,
2016-12-02,01:00,,3,15,43,,
2016-12-02,02:00,,1,12,49,,
2016-12-02,03:00,,1,11,51,,
2016-12-02,04:00,,1,12,53,,
2016-12-02,05:00,,1,8,70,,
2016-12-02,06:00,,4,13,70,,
2016-12-02,07:00,,14,27,62,,
2016-12-02,08:00,,34,47,46,,
2016-12-02,09:00,,20,29,53,,
2016-12-02,10:00,,30,30,55,,
2016-12-02,11:00,,30,39,48,,
2016-12-02,12:00,,34,37,50,,
2016-12-02,13:00,,50,40,49,,
2016-12-02,14:00,,41,42,48,,
2016-12-02,15:00,,39,40,50,,
2016-12-02,16:00,,76,53,38,,
2016-12-02,17:00,,123,83,17,,
2016-12-02,18:00,,122,75,16,,
2016-12-02,19:00,,94,72,18,,
2016-12-02,20:00,,65,65,21,,
2016-12-02,21:00,,63,57,23,,
2016-12-02,22:00,,38,47,26,,
2016-12-02,23:00,,43,52,23,,
2016-12-03,00:00,,40,48,26,,
2016-12-03,01:00,,20,37,27,,
2016-12-03,02:00,,21,34,26,,
2016-12-03,03:00,,11,25,32,,
2016-12-03,04:00,,8,27,30,,
2016-12-03,05:00,,13,37,19,,
2016-12-03,06:00,,26,44,14,,
2016-12-03,07:00,,30,44,14,,
2016-12-03,08:00,,84,61,7,,
2016-12-03,09:00,,179,81,3,,
2016-12-03,10:00,,177,82,4,,
2016-12-03,11:00,,131,67,9,,
2016-12-03,12:00,,76,54,21,,
2016-12-03,13:00,,96,69,17,,
2016-12-03,14:00,,71,56,23,,
2016-12-03,15:00,,123,73,17,,
2016-12-03,16:00,,216,108,4,,
2016-12-03,17:00,,299,96,2,,
2016-12-03,18:00,,431,102,2,,
2016-12-03,19:00,,344,105,2,,
2016-12-03,20:00,,416,141,2,,
2016-12-03,21:00,,236,97,2,,
2016-12-03,22:00,,309,111,3,,
2016-12-03,23:00,,238,95,3,,
2016-12-04,00:00,,157,69,3,,
2016-12-04,01:00,,112,61,3,,
2016-12-04,02:00,,58,47,2,,
2016-12-04,03:00,,37,44,2,,
2016-12-04,04:00,,20,36,2,,
2016-12-04,05:00,,30,35,2,,
2016-12-04,06:00,,17,32,6,,
2016-12-04,07:00,,30,43,3,,
2016-12-04,08:00,,30,34,7,,
2016-12-04,09:00,,70,49,6,,
2016-12-04,10:00,,72,47,11,,
2016-12-04,11:00,,89,56,17,,
2016-12-04,12:00,,98,58,16,,
2016-12-04,13:00,,110,69,17,,
2016-12-04,14:00,,149,96,11,,
2016-12-04,15:00,,207,106,11,,
2016-12-04,16:00,,302,146,3,,
2016-12-04,17:00,,336,134,2,,
2016-12-04,18:00,,412,153,2,,
2016-12-04,19:00,,207,97,3,,
2016-12-04,20:00,,68,65,2,,
2016-12-04,21:00,,43,56,3,,
2016-12-04,22:00,,35,50,3,,
2016-12-04,23:00,,20,43,4,,
2016-12-05,00:00,,10,40,4,,
2016-12-05,01:00,,8,40,5,,
2016-12-05,02:00,,6,38,6,,
2016-12-05,03:00,,3,41,4,,
2016-12-05,04:00,,6,43,3,,
2016-12-05,05:00,,5,46,2,,
2016-12-05,06:00,,46,54,2,,
2016-12-05,07:00,,120,67,2,,
2016-12-05,08:00,,185,80,2,,
2016-12-05,09:00,,161,76,4,,
2016-12-05,10:00,,131,59,7,,
2016-12-05,11:00,,107,56,12,,
2016-12-05,12:00,,85,52,16,,
2016-12-05,13:00,,94,53,18,,
2016-12-05,14:00,,70,49,17,,
2016-12-05,15:00,,89,59,13,,
2016-12-05,16:00,,131,65,8,,
2016-12-05,17:00,,134,72,4,,
2016-12-05,18:00,,140,76,3,,
2016-12-05,19:00,,132,73,3,,
2016-12-05,20:00,,71,60,3,,
2016-12-05,21:00,,65,61,3,,
2016-12-05,22:00,,45,57,2,,
2016-12-05,23:00,,29,52,2,,
2016-12-06,00:00,,17,47,2,,
2016-12-06,01:00,,20,45,2,,
2016-12-06,02:00,,22,44,2,,
2016-12-06,03:00,,19,46,2,,
2016-12-06,04:00,,20,42,2,,
2016-12-06,05:00,,32,43,2,,
2016-12-06,06:00,,93,48,2,,
2016-12-06,07:00,,139,62,2,,
2016-12-06,08:00,,218,71,2,,
2016-12-06,09:00,,227,73,3,,
2016-12-06,10:00,,283,74,3,,
2016-12-06,11:00,,260,80,3,,
2016-12-06,12:00,,231,73,3,,
2016-12-06,13:00,,348,100,3,,
2016-12-06,14:00,,361,108,3,,
2016-12-06,15:00,,180,85,6,,
2016-12-06,16:00,,169,82,7,,
2016-12-06,17:00,,158,87,4,,
2016-12-06,18:00,,221,106,2,,
2016-12-06,19:00,,192,93,2,,
2016-12-06,20:00,,125,86,5,,
2016-12-06,21:00,,112,80,6,,
2016-12-06,22:00,,145,87,2,,
2016-12-06,23:00,,100,72,2,,
2016-12-07,00:00,,71,57,2,,
2016-12-07,01:00,,20,51,3,,
2016-12-07,02:00,,5,41,7,,
2016-12-07,03:00,,16,44,1,,
2016-12-07,04:00,,6,35,4,,
2016-12-07,05:00,,7,32,4,,
2016-12-07,06:00,,29,33,10,,
2016-12-07,07:00,,81,51,7,,
2016-12-07,08:00,,130,65,2,,
2016-12-07,09:00,,141,69,3,,
2016-12-07,10:00,,135,63,6,,
2016-12-07,11:00,,146,70,7,,
2016-12-07,12:00,,116,68,16,,
2016-12-07,13:00,,90,57,27,,
2016-12-07,14:00,,58,54,30,,
2016-12-07,15:00,,76,60,16,,
2016-12-07,16:00,,143,82,7,,
2016-12-07,17:00,,144,76,4,,
2016-12-07,18:00,,93,68,4,,
2016-12-07,19:00,,76,63,4,,
2016-12-07,20:00,,42,54,4,,
2016-12-07,21:00,,29,51,3,,
