Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,,,,,,20,13.08,
2016-12-01,01:00,,6,30,,,,
2016-12-01,02:00,,5,28,,,,
2016-12-01,03:00,,8,30,,,,
2016-12-01,04:00,,7,27,,,,
2016-12-01,05:00,,10,27,,,,
2016-12-01,06:00,,26,33,,,,
2016-12-01,07:00,,73,48,,,,
2016-12-01,08:00,,110,68,,,,
2016-12-01,09:00,,87,59,,,,
2016-12-01,10:00,,79,58,,,,
2016-12-01,11:00,,85,58,,,,
2016-12-01,12:00,,82,54,,,,
2016-12-01,13:00,,58,52,,,,
2016-12-01,14:00,,60,48,,,,
2016-12-01,15:00,,61,49,,,,
2016-12-01,16:00,,63,52,,,,
2016-12-01,17:00,,65,55,,,,
2016-12-01,18:00,,47,46,,,,
2016-12-01,19:00,,38,39,,,,
2016-12-01,20:00,,14,25,,,,
2016-12-01,21:00,,12,20,,,,
2016-12-01,22:00,,9,19,,,,
2016-12-01,23:00,,6,17,,,,
2016-12-02,,,,,,21,8.61,
2016-12-02,00:00,,5,15,,,,
2016-12-02,01:00,,2,13,,,,
2016-12-02,02:00,,2,13,,,,
2016-12-02,03:00,,3,12,,,,
2016-12-02,04:00,,3,10,,,,
2016-12-02,05:00,,4,9,,,,
2016-12-02,06:00,,9,12,,,,
2016-12-02,07:00,,13,16,,,,
2016-12-02,08:00,,23,31,,,,
2016-12-02,09:00,,33,39,,,,
2016-12-02,10:00,,26,32,,,,
2016-12-02,11:00,,27,33,,,,
2016-12-02,12:00,,22,26,,,,
2016-12-02,13:00,,19,25,,,,
2016-12-02,14:00,,33,35,,,,
2016-12-02,15:00,,57,52,,,,
2016-12-02,16:00,,119,95,,,,
2016-12-02,17:00,,198,120,,,,
2016-12-02,18:00,,126,90,,,,
2016-12-02,19:00,,74,78,,,,
2016-12-02,20:00,,108,85,,,,
2016-12-02,21:00,,88,81,,,,
2016-12-02,22:00,,81,76,,,,
2016-12-02,23:00,,94,75,,,,
2016-12-03,,,,,,42,26.07,
2016-12-03,00:00,,115,79,,,,
2016-12-03,01:00,,74,64,,,,
2016-12-03,02:00,,77,58,,,,
2016-12-03,03:00,,64,51,,,,
2016-12-03,04:00,,85,51,,,,
2016-12-03,05:00,,66,49,,,,
2016-12-03,06:00,,75,49,,,,
2016-12-03,07:00,,104,59,,,,
2016-12-03,08:00,,121,58,,,,
2016-12-03,09:00,,130,58,,,,
2016-12-03,10:00,,148,70,,,,
2016-12-03,11:00,,118,68,,,,
2016-12-03,12:00,,112,75,,,,
2016-12-03,13:00,,86,71,,,,
2016-12-03,14:00,,105,79,,,,
2016-12-03,15:00,,100,84,,,,
2016-12-03,16:00,,64,59,,,,
2016-12-03,17:00,,82,67,,,,
2016-12-03,18:00,,165,88,,,,
2016-12-03,19:00,,139,85,,,,
2016-12-03,20:00,,170,82,,,,
2016-12-03,21:00,,143,72,,,,
2016-12-03,22:00,,155,71,,,,
2016-12-03,23:00,,127,63,,,,
2016-12-04,,,,,,31,22.01,
2016-12-04,00:00,,81,52,,,,
2016-12-04,01:00,,54,47,,,,
2016-12-04,02:00,,43,43,,,,
2016-12-04,03:00,,35,41,,,,
2016-12-04,04:00,,47,41,,,,
2016-12-04,05:00,,43,39,,,,
2016-12-04,06:00,,50,42,,,,
2016-12-04,07:00,,52,40,,,,
2016-12-04,08:00,,40,40,,,,
2016-12-04,09:00,,71,40,,,,
2016-12-04,10:00,,91,46,,,,
2016-12-04,11:00,,78,56,,,,
2016-12-04,12:00,,105,61,,,,
2016-12-04,13:00,,47,49,,,,
2016-12-04,14:00,,10,22,,,,
2016-12-04,15:00,,34,37,,,,
2016-12-04,16:00,,71,59,,,,
2016-12-04,17:00,,139,92,,,,
2016-12-04,18:00,,210,111,,,,
2016-12-04,19:00,,246,111,,,,
2016-12-04,20:00,,181,84,,,,
2016-12-04,21:00,,259,105,,,,
2016-12-04,22:00,,267,87,,,,
2016-12-04,23:00,,131,61,,,,
2016-12-05,,,,,,49,25.92,
2016-12-05,00:00,,87,55,,,,
2016-12-05,01:00,,86,51,,,,
2016-12-05,02:00,,69,45,,,,
2016-12-05,03:00,,90,60,,,,
2016-12-05,04:00,,75,46,,,,
2016-12-05,05:00,,101,49,,,,
2016-12-05,06:00,,109,61,,,,
2016-12-05,07:00,,167,68,,,,
2016-12-05,08:00,,392,124,,,,
2016-12-05,09:00,,279,96,,,,
2016-12-05,10:00,,236,91,,,,
2016-12-05,11:00,,171,92,,,,
2016-12-05,12:00,,169,101,,,,
2016-12-05,13:00,,147,96,,,,
2016-12-05,14:00,,152,100,,,,
2016-12-05,15:00,,159,95,,,,
2016-12-05,16:00,,188,100,,,,
2016-12-05,17:00,,341,124,,,,
2016-12-05,18:00,,402,141,,,,
2016-12-05,19:00,,420,136,,,,
2016-12-05,20:00,,279,104,,,,
2016-12-05,21:00,,252,101,,,,
2016-12-05,22:00,,135,73,,,,
2016-12-05,23:00,,67,62,,,,
2016-12-06,,,,,,46,29.98,
2016-12-06,00:00,,28,46,,,,
2016-12-06,01:00,,8,39,,,,
2016-12-06,02:00,,8,35,,,,
2016-12-06,03:00,,8,32,,,,
2016-12-06,04:00,,12,31,,,,
2016-12-06,05:00,,29,35,,,,
2016-12-06,06:00,,82,50,,,,
2016-12-06,07:00,,163,66,,,,
2016-12-06,08:00,,254,85,,,,
2016-12-06,09:00,,217,80,,,,
2016-12-06,10:00,,182,68,,,,
2016-12-06,11:00,,139,60,,,,
2016-12-06,12:00,,109,56,,,,
2016-12-06,13:00,,127,61,,,,
2016-12-06,14:00,,123,65,,,,
2016-12-06,15:00,,142,76,,,,
2016-12-06,16:00,,213,103,,,,
2016-12-06,17:00,,243,108,,,,
2016-12-06,18:00,,170,88,,,,
2016-12-06,19:00,,136,76,,,,
2016-12-06,20:00,,133,67,,,,
2016-12-06,21:00,,118,65,,,,
2016-12-06,22:00,,73,56,,,,
2016-12-06,23:00,,105,59,,,,
2016-12-07,,,,,,33,19.30,
2016-12-07,00:00,,93,55,,,,
2016-12-07,01:00,,80,49,,,,
2016-12-07,02:00,,60,47,,,,
2016-12-07,03:00,,52,46,,,,
2016-12-07,04:00,,54,40,,,,
2016-12-07,05:00,,76,44,,,,
2016-12-07,06:00,,178,61,,,,
2016-12-07,07:00,,248,91,,,,
2016-12-07,08:00,,297,95,,,,
2016-12-07,09:00,,197,76,,,,
2016-12-07,10:00,,248,99,,,,
2016-12-07,11:00,,172,92,,,,
2016-12-07,12:00,,151,90,,,,
2016-12-07,13:00,,138,90,,,,
2016-12-07,14:00,,117,83,,,,
2016-12-07,15:00,,117,88,,,,
2016-12-07,16:00,,134,92,,,,
2016-12-07,17:00,,157,101,,,,
2016-12-07,18:00,,112,90,,,,
2016-12-07,19:00,,68,73,,,,
2016-12-07,20:00,,67,72,,,,
2016-12-07,21:00,,45,61,,,,
2016-12-07,22:00,,34,58,,,,
2016-12-07,23:00,,19,40,,,,
2016-12-08,,,,,,25,10.17,
