Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,,,,,,19,
2016-12-01,01:00,,1,24,25,,
2016-12-01,02:00,,1,27,22,,
2016-12-01,03:00,,1,29,19,,
2016-12-01,04:00,,1,30,19,,
2016-12-01,05:00,,1,29,22,,
2016-12-01,06:00,,1,28,22,,
2016-12-01,07:00,,1,27,23,,
2016-12-01,08:00,,1,26,26,,
2016-12-01,09:00,,2,25,27,,
2016-12-01,10:00,,1,23,28,,
2016-12-01,11:00,,2,22,29,,
2016-12-01,12:00,,2,22,31,,
2016-12-01,13:00,,2,22,33,,
2016-12-01,14:00,,1,20,36,,
2016-12-01,15:00,,1,21,35,,
2016-12-01,16:00,,1,21,34,,
2016-12-01,17:00,,1,22,33,,
2016-12-01,18:00,,1,19,37,,
2016-12-01,19:00,,1,17,40,,
2016-12-01,20:00,,1,15,42,,
2016-12-01,21:00,,1,13,45,,
2016-12-01,22:00,,1,14,41,,
2016-12-01,23:00,,1,13,40,,
2016-12-02,00:00,,1,12,42,,
2016-12-02,01:00,,1,11,42,,
2016-12-02,02:00,,1,9,47,,
2016-12-02,03:00,,1,6,51,,
2016-12-02,04:00,,1,3,63,,
2016-12-02,05:00,,1,1,70,,
2016-12-02,06:00,,1,1,76,,
2016-12-02,07:00,,1,1,76,,
2016-12-02,08:00,,1,2,73,,
2016-12-02,09:00,,1,4,68,,
2016-12-02,10:00,,1,3,67,,
2016-12-02,11:00,,1,3,67,,
2016-12-02,12:00,,1,2,69,,
2016-12-02,13:00,,1,2,69,,
2016-12-02,14:00,,1,3,69,,
2016-12-02,15:00,,1,3,68,,
2016-12-02,16:00,,1,5,66,,
2016-12-02,17:00,,1,8,58,,
2016-12-02,18:00,,1,12,52,,
2016-12-02,19:00,,1,16,45,,
2016-12-02,20:00,,1,16,43,,
2016-12-02,21:00,,1,21,38,,
2016-12-02,22:00,,1,20,38,,
2016-12-02,23:00,,1,19,38,,
2016-12-03,00:00,,1,20,36,,
2016-12-03,01:00,,1,19,37,,
2016-12-03,02:00,,1,19,36,,
2016-12-03,03:00,,1,15,39,,
2016-12-03,04:00,,1,15,38,,
2016-12-03,05:00,,1,17,35,,
2016-12-03,06:00,,1,23,26,,
2016-12-03,07:00,,1,29,21,,
2016-12-03,08:00,,3,35,19,,
2016-12-03,09:00,,4,29,23,,
2016-12-03,10:00,,5,24,25,,
2016-12-03,11:00,,10,26,24,,
2016-12-03,12:00,,11,24,28,,
2016-12-03,13:00,,7,20,35,,
2016-12-03,14:00,,5,20,37,,
2016-12-03,15:00,,3,19,39,,
2016-12-03,16:00,,2,24,31,,
2016-12-03,17:00,,1,27,28,,
2016-12-03,18:00,,2,34,20,,
2016-12-03,19:00,,2,34,19,,
2016-12-03,20:00,,3,38,14,,
2016-12-03,21:00,,3,44,7,,
2016-12-03,22:00,,42,50,4,,
2016-12-03,23:00,,41,53,3,,
2016-12-04,00:00,,26,45,2,,
2016-12-04,01:00,,15,40,2,,
2016-12-04,02:00,,5,34,5,,
2016-12-04,03:00,,2,28,10,,
2016-12-04,04:00,,2,26,10,,
2016-12-04,05:00,,1,20,12,,
2016-12-04,06:00,,1,18,13,,
2016-12-04,07:00,,1,16,15,,
2016-12-04,08:00,,1,16,18,,
2016-12-04,09:00,,1,12,24,,
2016-12-04,10:00,,3,12,27,,
2016-12-04,11:00,,6,16,29,,
2016-12-04,12:00,,6,19,36,,
2016-12-04,13:00,,11,26,28,,
2016-12-04,14:00,,7,27,39,,
2016-12-04,15:00,,4,25,41,,
2016-12-04,16:00,,3,43,22,,
2016-12-04,17:00,,1,45,20,,
2016-12-04,18:00,,1,48,15,,
2016-12-04,19:00,,16,58,5,,
2016-12-04,20:00,,25,54,3,,
2016-12-04,21:00,,4,45,4,,
2016-12-04,22:00,,6,43,4,,
2016-12-04,23:00,,3,38,7,,
2016-12-05,00:00,,1,31,11,,
2016-12-05,01:00,,1,31,10,,
2016-12-05,02:00,,1,33,8,,
2016-12-05,03:00,,2,35,8,,
2016-12-05,04:00,,2,38,6,,
2016-12-05,05:00,,3,42,4,,
2016-12-05,06:00,,7,45,2,,
2016-12-05,07:00,,11,45,2,,
2016-12-05,08:00,,20,46,2,,
2016-12-05,09:00,,29,44,4,,
2016-12-05,10:00,,36,42,8,,
2016-12-05,11:00,,31,39,14,,
2016-12-05,12:00,,19,33,21,,
2016-12-05,13:00,,16,32,23,,
2016-12-05,14:00,,14,32,23,,
2016-12-05,15:00,,14,38,16,,
2016-12-05,16:00,,12,44,9,,
2016-12-05,17:00,,9,49,4,,
2016-12-05,18:00,,8,47,3,,
2016-12-05,19:00,,9,47,3,,
2016-12-05,20:00,,12,47,3,,
2016-12-05,21:00,,12,46,3,,
2016-12-05,22:00,,11,46,2,,
2016-12-05,23:00,,12,45,2,,
2016-12-06,00:00,,13,45,2,,
2016-12-06,01:00,,10,44,2,,
2016-12-06,02:00,,11,42,2,,
2016-12-06,03:00,,7,41,2,,
