Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,01:00,,2,50,6,,
2016-12-01,02:00,,2,51,6,,
2016-12-01,03:00,,1,45,10,,
2016-12-01,04:00,,2,47,8,,
2016-12-01,05:00,,2,40,13,,
2016-12-01,06:00,,2,36,18,,
2016-12-01,07:00,,4,36,18,,
2016-12-01,08:00,,5,35,19,,
2016-12-01,09:00,,5,33,20,,
2016-12-01,10:00,,5,30,22,,
2016-12-01,11:00,,6,28,26,,
2016-12-01,12:00,,5,26,27,,
2016-12-01,13:00,,6,26,27,,
2016-12-01,14:00,,5,27,26,,
2016-12-01,15:00,,6,31,23,,
2016-12-01,16:00,,6,31,24,,
2016-12-01,17:00,,4,31,25,,
2016-12-01,18:00,,3,27,30,,
2016-12-01,19:00,,2,25,33,,
2016-12-01,20:00,,1,25,31,,
2016-12-01,21:00,,2,24,32,,
2016-12-01,22:00,,1,23,32,,
2016-12-01,23:00,,1,23,33,,
2016-12-02,00:00,,1,19,36,,
2016-12-02,01:00,,1,15,43,,
2016-12-02,02:00,,1,12,46,,
2016-12-02,03:00,,1,8,53,,
2016-12-02,04:00,,1,5,58,,
2016-12-02,05:00,,1,4,69,,
2016-12-02,06:00,,1,4,70,,
2016-12-02,07:00,,1,9,67,,
2016-12-02,08:00,,1,13,62,,
2016-12-02,09:00,,1,14,63,,
2016-12-02,10:00,,2,15,61,,
2016-12-02,11:00,,3,15,61,,
2016-12-02,12:00,,3,12,64,,
2016-12-02,13:00,,2,12,65,,
2016-12-02,14:00,,3,16,62,,
2016-12-02,15:00,,2,15,61,,
2016-12-02,16:00,,1,22,53,,
2016-12-02,17:00,,10,44,31,,
2016-12-02,18:00,,7,43,30,,
2016-12-02,19:00,,5,32,39,,
2016-12-02,20:00,,3,32,39,,
2016-12-02,21:00,,2,31,37,,
2016-12-02,22:00,,1,33,34,,
2016-12-02,23:00,,1,29,35,,
2016-12-03,00:00,,2,33,29,,
2016-12-03,01:00,,2,32,25,,
2016-12-03,02:00,,2,36,15,,
2016-12-03,03:00,,1,27,26,,
2016-12-03,04:00,,1,27,24,,
2016-12-03,05:00,,2,29,18,,
2016-12-03,06:00,,3,30,10,,
2016-12-03,07:00,,13,37,4,,
2016-12-03,08:00,,9,38,2,,
2016-12-03,09:00,,32,38,4,,
2016-12-03,10:00,,21,36,10,,
2016-12-03,11:00,,22,35,16,,
2016-12-03,12:00,,13,30,27,,
2016-12-03,13:00,,10,25,34,,
2016-12-03,14:00,,10,26,35,,
2016-12-03,15:00,,8,30,33,,
2016-12-03,16:00,,7,37,20,,
2016-12-03,17:00,,13,47,8,,
2016-12-03,18:00,,117,59,2,,
2016-12-03,19:00,,125,58,2,,
2016-12-03,20:00,,77,55,2,,
2016-12-03,21:00,,42,51,2,,
2016-12-03,22:00,,49,45,2,,
2016-12-03,23:00,,44,43,2,,
2016-12-04,00:00,,35,44,2,,
2016-12-04,01:00,,39,40,3,,
2016-12-04,02:00,,31,35,2,,
2016-12-04,03:00,,41,34,2,,
2016-12-04,04:00,,22,36,1,,
2016-12-04,05:00,,20,30,1,,
2016-12-04,06:00,,26,30,1,,
2016-12-04,07:00,,26,30,1,,
2016-12-04,08:00,,29,32,1,,
2016-12-04,09:00,,29,30,3,,
2016-12-04,10:00,,30,27,5,,
2016-12-04,11:00,,21,26,10,,
2016-12-04,12:00,,16,24,17,,
2016-12-04,13:00,,12,25,19,,
2016-12-04,14:00,,12,28,17,,
2016-12-04,15:00,,6,30,18,,
2016-12-04,16:00,,29,44,9,,
2016-12-04,17:00,,67,52,2,,
2016-12-04,18:00,,72,49,2,,
2016-12-04,19:00,,20,39,2,,
2016-12-04,20:00,,76,47,2,,
2016-12-04,21:00,,80,40,2,,
2016-12-04,22:00,,80,42,2,,
2016-12-04,23:00,,90,43,2,,
2016-12-05,00:00,,57,45,3,,
2016-12-05,01:00,,41,42,2,,
2016-12-05,02:00,,32,37,2,,
2016-12-05,03:00,,28,32,2,,
2016-12-05,04:00,,41,32,2,,
2016-12-05,05:00,,41,32,2,,
2016-12-05,06:00,,49,32,2,,
2016-12-05,07:00,,47,36,1,,
2016-12-05,08:00,,76,38,1,,
2016-12-05,09:00,,89,41,2,,
2016-12-05,10:00,,87,43,4,,
2016-12-05,11:00,,49,39,7,,
2016-12-05,12:00,,46,42,10,,
2016-12-05,13:00,,39,40,12,,
2016-12-05,14:00,,35,41,12,,
2016-12-05,15:00,,18,40,18,,
2016-12-05,16:00,,15,46,14,,
2016-12-05,17:00,,16,54,5,,
2016-12-05,18:00,,13,53,9,,
2016-12-05,19:00,,12,56,5,,
2016-12-05,20:00,,10,53,6,,
2016-12-05,21:00,,6,51,5,,
2016-12-05,22:00,,11,48,3,,
2016-12-05,23:00,,12,47,2,,
2016-12-06,00:00,,11,48,2,,
2016-12-06,01:00,,13,47,2,,
2016-12-06,02:00,,15,47,2,,
2016-12-06,03:00,,11,44,2,,
2016-12-06,04:00,,11,40,2,,
2016-12-06,05:00,,17,38,2,,
2016-12-06,06:00,,18,39,2,,
2016-12-06,07:00,,27,39,2,,
2016-12-06,08:00,,41,42,2,,
2016-12-06,09:00,,36,41,3,,
2016-12-06,10:00,,32,37,6,,
2016-12-06,11:00,,31,34,10,,
2016-12-06,12:00,,27,32,13,,
2016-12-06,13:00,,23,34,12,,
2016-12-06,14:00,,24,38,10,,
2016-12-06,15:00,,29,41,7,,
2016-12-06,16:00,,27,43,4,,
2016-12-06,17:00,,21,47,2,,
2016-12-06,18:00,,19,47,3,,
2016-12-06,19:00,,20,45,2,,
2016-12-06,20:00,,17,44,1,,
2016-12-06,21:00,,21,43,2,,
2016-12-06,22:00,,25,41,2,,
2016-12-06,23:00,,23,39,2,,
2016-12-07,00:00,,29,37,1,,
2016-12-07,01:00,,26,38,2,,
2016-12-07,02:00,,15,37,2,,
2016-12-07,03:00,,17,35,2,,
2016-12-07,04:00,,9,35,2,,
2016-12-07,05:00,,9,35,2,,
2016-12-07,06:00,,12,35,2,,
2016-12-07,07:00,,26,37,2,,
2016-12-07,08:00,,78,36,1,,
2016-12-07,09:00,,66,37,2,,
2016-12-07,10:00,,80,43,3,,
2016-12-07,11:00,,52,41,5,,
2016-12-07,12:00,,47,39,7,,
2016-12-07,13:00,,37,36,9,,
2016-12-07,14:00,,21,36,9,,
2016-12-07,15:00,,20,42,9,,
2016-12-07,16:00,,25,47,5,,
2016-12-07,17:00,,34,53,2,,
2016-12-07,18:00,,19,53,2,,
2016-12-07,19:00,,15,52,2,,
2016-12-07,20:00,,7,50,4,,
2016-12-07,21:00,,9,52,3,,
2016-12-07,22:00,,6,44,5,,
2016-12-07,23:00,,2,39,8,,
2016-12-08,00:00,,1,28,19,,
2016-12-08,01:00,,1,27,23,,
2016-12-08,02:00,,1,29,21,,
2016-12-08,03:00,,1,31,16,,
2016-12-08,04:00,,1,27,18,,
2016-12-08,05:00,,1,22,23,,
2016-12-08,06:00,,2,27,20,,
2016-12-08,07:00,,3,29,20,,
2016-12-08,08:00,,7,34,16,,
2016-12-08,09:00,,9,38,15,,
2016-12-08,10:00,,8,33,24,,
2016-12-08,11:00,,7,26,35,,
2016-12-08,12:00,,7,27,38,,
2016-12-08,13:00,,8,28,40,,
2016-12-08,14:00,,8,32,37,,
2016-12-08,15:00,,9,41,26,,
2016-12-08,16:00,,8,44,24,,
2016-12-08,17:00,,4,49,16,,
2016-12-08,18:00,,5,53,12,,
2016-12-08,19:00,,6,56,6,,
2016-12-08,20:00,,4,53,8,,
2016-12-08,21:00,,2,45,11,,
2016-12-08,22:00,,2,41,16,,
2016-12-08,23:00,,2,40,16,,
2016-12-09,00:00,,1,38,17,,
2016-12-09,01:00,,1,39,15,,
2016-12-09,02:00,,1,39,15,,
2016-12-09,03:00,,1,41,12,,
2016-12-09,04:00,,1,37,15,,
2016-12-09,05:00,,1,38,16,,
2016-12-09,06:00,,2,40,13,,
2016-12-09,07:00,,5,37,18,,
2016-12-09,08:00,,6,35,20,,
2016-12-09,09:00,,5,33,21,,
2016-12-09,10:00,,8,31,21,,
2016-12-09,11:00,,9,29,24,,
2016-12-09,12:00,,6,25,27,,
2016-12-09,13:00,,8,28,24,,
2016-12-09,14:00,,7,29,22,,
2016-12-09,15:00,,7,28,24,,
2016-12-09,16:00,,5,30,25,,
2016-12-09,17:00,,6,31,22,,
2016-12-09,18:00,,5,32,22,,
2016-12-09,19:00,,3,30,26,,
2016-12-09,20:00,,3,31,21,,
2016-12-09,21:00,,2,29,21,,
2016-12-09,22:00,,2,30,18,,
2016-12-09,23:00,,2,25,23,,
2016-12-10,00:00,,1,23,24,,
2016-12-10,01:00,,1,22,24,,
2016-12-10,02:00,,1,21,25,,
2016-12-10,03:00,,1,21,26,,
2016-12-10,04:00,,1,18,27,,
2016-12-10,05:00,,1,18,27,,
2016-12-10,06:00,,1,20,29,,
2016-12-10,07:00,,1,19,29,,
2016-12-10,08:00,,1,19,32,,
2016-12-10,09:00,,3,21,27,,
2016-12-10,10:00,,6,24,28,,
2016-12-10,11:00,,5,18,39,,
2016-12-10,12:00,,5,17,44,,
2016-12-10,13:00,,4,17,46,,
2016-12-10,14:00,,4,19,44,,
2016-12-10,15:00,,2,22,44,,
2016-12-10,16:00,,2,23,42,,
2016-12-10,17:00,,4,25,40,,
2016-12-10,18:00,,4,25,42,,
2016-12-10,19:00,,2,22,42,,
2016-12-10,20:00,,2,23,37,,
2016-12-10,21:00,,2,21,41,,
2016-12-10,22:00,,1,18,43,,
2016-12-10,23:00,,1,15,46,,
2016-12-11,00:00,,1,15,44,,
2016-12-11,01:00,,1,14,36,,
2016-12-11,02:00,,1,16,35,,
2016-12-11,03:00,,1,16,32,,
2016-12-11,04:00,,1,14,37,,
2016-12-11,05:00,,1,11,45,,
2016-12-11,06:00,,1,10,48,,
2016-12-11,07:00,,1,10,49,,
2016-12-11,08:00,,1,10,51,,
2016-12-11,09:00,,1,8,53,,
2016-12-11,10:00,,1,9,49,,
2016-12-11,11:00,,2,15,35,,
2016-12-11,12:00,,1,7,68,,
2016-12-11,13:00,,1,5,75,,
2016-12-11,14:00,,1,6,71,,
2016-12-11,15:00,,1,6,71,,
2016-12-11,16:00,,1,8,69,,
2016-12-11,17:00,,1,8,68,,
2016-12-11,18:00,,1,11,61,,
2016-12-11,19:00,,1,9,62,,
2016-12-11,20:00,,1,12,54,,
2016-12-11,21:00,,1,13,51,,
2016-12-11,22:00,,1,14,49,,
2016-12-11,23:00,,1,13,47,,
2016-12-12,00:00,,1,8,51,,
2016-12-12,01:00,,1,14,44,,
2016-12-12,02:00,,1,11,49,,
2016-12-12,03:00,,1,7,52,,
2016-12-12,04:00,,1,6,57,,
2016-12-12,05:00,,1,8,56,,
2016-12-12,06:00,,1,9,53,,
2016-12-12,07:00,,1,11,53,,
2016-12-12,08:00,,2,18,46,,
2016-12-12,09:00,,4,23,39,,
2016-12-12,10:00,,2,16,51,,
2016-12-12,11:00,,2,15,52,,
2016-12-12,12:00,,1,14,53,,
2016-12-12,13:00,,2,13,53,,
2016-12-12,14:00,,1,10,56,,
2016-12-12,15:00,,1,12,53,,
2016-12-12,16:00,,1,18,38,,
2016-12-12,17:00,,1,21,30,,
2016-12-12,18:00,,1,15,42,,
2016-12-12,19:00,,1,14,42,,
2016-12-12,20:00,,1,13,39,,
2016-12-12,21:00,,1,15,35,,
2016-12-12,22:00,,1,18,35,,
2016-12-12,23:00,,1,22,20,,
2016-12-13,00:00,,2,22,21,,
2016-12-13,01:00,,1,17,21,,
2016-12-13,02:00,,1,22,14,,
2016-12-13,03:00,,3,23,14,,
2016-12-13,04:00,,1,21,14,,
2016-12-13,05:00,,2,22,10,,
2016-12-13,06:00,,8,25,3,,
2016-12-13,07:00,,19,29,2,,
2016-12-13,08:00,,27,31,1,,
2016-12-13,09:00,,32,35,2,,
2016-12-13,10:00,,33,34,3,,
2016-12-13,11:00,,25,32,6,,
2016-12-13,12:00,,19,31,9,,
2016-12-13,13:00,,8,28,19,,
2016-12-13,14:00,,6,24,27,,
2016-12-13,15:00,,6,24,26,,
2016-12-13,16:00,,12,40,11,,
2016-12-13,17:00,,13,45,5,,
2016-12-13,18:00,,13,50,4,,
2016-12-13,19:00,,5,37,12,,
2016-12-13,20:00,,2,26,19,,
2016-12-13,21:00,,2,29,17,,
2016-12-13,22:00,,2,25,23,,
2016-12-13,23:00,,1,23,23,,
2016-12-14,00:00,,1,21,23,,
2016-12-14,01:00,,1,21,22,,
2016-12-14,02:00,,1,18,24,,
2016-12-14,03:00,,1,18,23,,
2016-12-14,04:00,,1,18,24,,
2016-12-14,05:00,,1,19,22,,
