Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,01:00,,2,31,,,
2016-12-01,02:00,,2,28,,,
2016-12-01,03:00,,1,21,,,
2016-12-01,04:00,,4,23,,,
2016-12-01,05:00,,3,24,,,
2016-12-01,06:00,,9,27,,,
2016-12-01,07:00,,18,36,,,
2016-12-01,08:00,,31,45,,,
2016-12-01,09:00,,30,46,,,
2016-12-01,10:00,,31,43,,,
2016-12-01,11:00,,26,34,,,
2016-12-01,12:00,,25,32,,,
2016-12-01,13:00,,22,30,,,
2016-12-01,14:00,,40,40,,,
2016-12-01,15:00,,34,41,,,
2016-12-01,16:00,,32,40,,,
2016-12-01,17:00,,32,39,,,
2016-12-01,18:00,,22,34,,,
2016-12-01,19:00,,15,25,,,
2016-12-01,20:00,,8,19,,,
2016-12-01,21:00,,6,18,,,
2016-12-01,22:00,,5,16,,,
2016-12-01,23:00,,4,15,,,
2016-12-02,00:00,,2,12,,,
2016-12-02,01:00,,1,12,,,
2016-12-02,02:00,,1,13,,,
2016-12-02,03:00,,2,11,,,
2016-12-02,04:00,,2,12,,,
2016-12-02,05:00,,2,11,,,
2016-12-02,06:00,,10,18,,,
2016-12-02,07:00,,9,16,,,
2016-12-02,08:00,,16,28,,,
2016-12-02,09:00,,16,29,,,
2016-12-02,10:00,,21,31,,,
2016-12-02,11:00,,18,27,,,
2016-12-02,12:00,,21,27,,,
2016-12-02,13:00,,28,31,,,
2016-12-02,14:00,,21,30,,,
2016-12-02,15:00,,19,32,,,
2016-12-02,16:00,,32,49,,,
2016-12-02,17:00,,70,70,,,
2016-12-02,18:00,,44,62,,,
2016-12-02,19:00,,42,60,,,
2016-12-02,20:00,,117,68,,,
2016-12-02,21:00,,77,57,,,
2016-12-02,22:00,,84,49,,,
2016-12-02,23:00,,67,45,,,
2016-12-03,00:00,,45,38,,,
2016-12-03,01:00,,37,36,,,
2016-12-03,02:00,,34,34,,,
2016-12-03,03:00,,19,31,,,
2016-12-03,04:00,,26,32,,,
2016-12-03,05:00,,19,30,,,
2016-12-03,06:00,,19,30,,,
2016-12-03,07:00,,32,32,,,
2016-12-03,08:00,,35,31,,,
2016-12-03,09:00,,40,31,,,
2016-12-03,10:00,,40,29,,,
2016-12-03,11:00,,34,29,,,
2016-12-03,12:00,,40,38,,,
2016-12-03,13:00,,25,37,,,
2016-12-03,14:00,,31,37,,,
2016-12-03,15:00,,33,42,,,
2016-12-03,16:00,,36,51,,,
2016-12-03,17:00,,113,69,,,
2016-12-03,18:00,,127,69,,,
2016-12-03,19:00,,177,68,,,
2016-12-03,20:00,,115,55,,,
2016-12-03,21:00,,108,50,,,
2016-12-03,22:00,,77,42,,,
2016-12-03,23:00,,64,38,,,
2016-12-04,00:00,,37,37,,,
2016-12-04,01:00,,28,34,,,
2016-12-04,02:00,,22,30,,,
2016-12-04,03:00,,24,32,,,
2016-12-04,04:00,,7,27,,,
2016-12-04,05:00,,9,26,,,
2016-12-04,06:00,,7,23,,,
2016-12-04,07:00,,5,24,,,
2016-12-04,08:00,,8,24,,,
2016-12-04,09:00,,14,24,,,
2016-12-04,10:00,,16,22,,,
2016-12-04,11:00,,12,19,,,
2016-12-04,12:00,,19,27,,,
2016-12-04,13:00,,28,33,,,
2016-12-04,14:00,,33,39,,,
2016-12-04,15:00,,67,58,,,
2016-12-04,16:00,,48,53,,,
2016-12-04,17:00,,91,62,,,
2016-12-04,18:00,,142,64,,,
2016-12-04,19:00,,146,59,,,
2016-12-04,20:00,,151,56,,,
2016-12-04,21:00,,105,48,,,
2016-12-04,22:00,,96,42,,,
2016-12-04,23:00,,66,38,,,
2016-12-05,00:00,,46,36,,,
2016-12-05,01:00,,29,33,,,
2016-12-05,02:00,,20,33,,,
2016-12-05,03:00,,23,35,,,
2016-12-05,04:00,,20,34,,,
2016-12-05,05:00,,19,36,,,
2016-12-05,06:00,,92,46,,,
2016-12-05,07:00,,121,49,,,
2016-12-05,08:00,,179,56,,,
2016-12-05,09:00,,170,55,,,
2016-12-05,10:00,,133,56,,,
2016-12-05,11:00,,110,57,,,
2016-12-05,12:00,,89,59,,,
2016-12-05,13:00,,35,38,,,
2016-12-05,14:00,,38,41,,,
2016-12-05,15:00,,40,43,,,
2016-12-05,16:00,,63,59,,,
2016-12-05,17:00,,126,73,,,
2016-12-05,18:00,,182,79,,,
2016-12-05,19:00,,265,82,,,
2016-12-05,20:00,,206,70,,,
2016-12-05,21:00,,161,58,,,
2016-12-05,22:00,,32,38,,,
2016-12-05,23:00,,11,33,,,
2016-12-06,00:00,,10,36,,,
2016-12-06,01:00,,9,34,,,
2016-12-06,02:00,,4,30,,,
2016-12-06,03:00,,9,30,,,
2016-12-06,04:00,,14,31,,,
2016-12-06,05:00,,22,33,,,
2016-12-06,06:00,,65,40,,,
2016-12-06,07:00,,98,41,,,
2016-12-06,08:00,,170,52,,,
2016-12-06,09:00,,164,51,,,
2016-12-06,10:00,,135,45,,,
2016-12-06,11:00,,98,42,,,
2016-12-06,12:00,,73,39,,,
2016-12-06,13:00,,33,31,,,
2016-12-06,14:00,,39,34,,,
2016-12-06,15:00,,78,48,,,
2016-12-06,16:00,,79,50,,,
2016-12-06,17:00,,151,64,,,
2016-12-06,18:00,,152,59,,,
2016-12-06,19:00,,126,54,,,
2016-12-06,20:00,,98,52,,,
2016-12-06,21:00,,52,41,,,
2016-12-06,22:00,,33,36,,,
2016-12-06,23:00,,42,35,,,
2016-12-07,00:00,,37,33,,,
2016-12-07,01:00,,23,30,,,
2016-12-07,02:00,,18,29,,,
2016-12-07,03:00,,31,27,,,
2016-12-07,04:00,,43,26,,,
2016-12-07,05:00,,42,25,,,
2016-12-07,06:00,,65,34,,,
2016-12-07,07:00,,100,44,,,
2016-12-07,08:00,,187,57,,,
2016-12-07,09:00,,221,58,,,
2016-12-07,10:00,,173,63,,,
2016-12-07,11:00,,196,68,,,
2016-12-07,12:00,,97,55,,,
2016-12-07,13:00,,18,27,,,
2016-12-07,14:00,,17,27,,,
2016-12-07,15:00,,19,33,,,
2016-12-07,16:00,,31,47,,,
2016-12-07,17:00,,25,50,,,
2016-12-07,18:00,,25,47,,,
2016-12-07,19:00,,22,50,,,
2016-12-07,20:00,,21,39,,,
2016-12-07,21:00,,7,30,,,
2016-12-07,22:00,,6,34,,,
2016-12-07,23:00,,6,33,,,
