Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,16.49,,8.23,,,,,
2018-09-01,01:00,0.6,1022,58.0,3,24,38,,14,,,0,16.7,0.7,272
2018-09-01,02:00,0.7,1023,60.9,5,26,33,,14,,,0,15.9,0.8,263
2018-09-01,03:00,0.5,1023,63.7,3,27,28,,14,,,0,15.3,0.8,270
2018-09-01,04:00,0.4,1023,66.4,4,27,27,,13,,,0,14.6,0.8,267
2018-09-01,05:00,0.6,1023,69.1,12,32,22,,13,,,0,13.8,1.0,274
2018-09-01,06:00,0.6,1023,69.6,13,34,22,,12,,,8,13.5,0.9,265
2018-09-01,07:00,0.4,1024,67.6,25,37,24,,14,,,43,13.6,1.4,274
2018-09-01,08:00,0.6,1024,66.0,56,44,21,,17,,,152,14.3,1.3,264
2018-09-01,09:00,1.1,1024,63.7,45,43,22,,18,,,184,15.4,1.2,255
2018-09-01,10:00,0.9,1024,61.9,35,43,22,,18,,,111,16.4,1.1,266
2018-09-01,11:00,0.9,1024,58.7,12,35,30,,17,,,93,17.4,0.8,7
2018-09-01,12:00,0.4,1025,57.7,5,18,53,,13,,,108,17.7,1.6,24
2018-09-01,13:00,0.3,1025,58.9,4,17,57,,11,,,81,18.0,1.6,29
2018-09-01,14:00,0.3,1025,64.3,3,15,63,,11,,,69,17.6,1.6,30
2018-09-01,15:00,0.3,1025,71.6,3,15,63,,11,,,44,17.2,1.3,36
2018-09-01,16:00,0.5,1025,78.5,16,40,41,,14,,,44,16.9,0.5,199
2018-09-01,17:00,0.8,1025,84.3,5,21,55,,16,,,27,16.5,0.9,44
2018-09-01,18:00,0.5,1025,80.6,3,17,60,,11,,,26,16.8,0.8,40
2018-09-01,19:00,0.2,1025,84.2,8,32,48,,12,,,0,16.2,0.6,346
2018-09-01,20:00,0.4,1026,86.3,5,26,55,,13,,,0,15.9,0.7,333
2018-09-01,21:00,0.5,1025,95.1,9,35,46,,10,,,0,14.7,0.8,268
2018-09-01,22:00,0.8,1025,96.1,13,43,33,,11,,,0,14.8,0.8,265
2018-09-01,23:00,1.4,1025,92.6,5,31,38,,11,,,0,15.6,0.6,313
2018-09-02,,,,,,,,18.21,,14.52,,,,,
2018-09-02,00:00,0.5,1025,92.9,4,21,47,,10,,,0,15.5,0.4,277
2018-09-02,01:00,0.5,1025,93.5,4,23,46,,8,,,0,15.5,0.6,274
2018-09-02,02:00,0.4,1025,91.3,1,12,56,,8,,,0,15.7,0.8,7
2018-09-02,03:00,0.2,1025,91.8,1,11,51,,3,,,0,15.1,0.7,0
2018-09-02,04:00,0.3,1024,90.1,1,14,43,,8,,,0,15.3,0.6,336
2018-09-02,05:00,0.3,1024,88.9,2,12,50,,11,,,0,15.5,0.8,3
2018-09-02,06:00,0.3,1024,90.2,2,12,53,,9,,,0,15.3,0.6,353
2018-09-02,07:00,0.4,1024,90.2,8,26,40,,8,,,3,15.5,0.5,301
2018-09-02,08:00,0.5,1024,95.2,17,34,35,,12,,,9,15.0,0.6,277
2018-09-02,09:00,0.8,1024,91.4,11,36,30,,14,,,19,15.9,0.4,294
2018-09-02,10:00,0.4,1024,87.5,3,21,42,,11,,,39,16.7,0.6,15
2018-09-02,11:00,0.6,1024,85.7,4,17,44,,10,,,89,17.2,0.9,30
2018-09-02,12:00,0.6,1023,82.8,18,24,41,,12,,,93,18.0,0.5,30
2018-09-02,13:00,0.5,1023,81.0,4,15,48,,12,,,118,18.4,0.8,34
2018-09-02,14:00,0.6,1023,80.9,3,12,52,,11,,,103,18.4,1.3,33
2018-09-02,15:00,0.6,1022,79.5,4,13,52,,14,,,106,18.9,1.1,35
2018-09-02,16:00,0.6,1022,75.7,6,15,54,,17,,,78,19.8,0.6,32
2018-09-02,17:00,1.0,1022,77.5,11,23,50,,18,,,60,19.6,0.5,289
2018-09-02,18:00,1.3,1022,81.9,20,44,32,,22,,,43,18.8,1.0,270
2018-09-02,19:00,0.9,1022,85.5,19,41,28,,22,,,11,18.2,0.9,271
2018-09-02,20:00,1.1,1021,87.4,16,39,24,,22,,,0,18.0,0.8,268
2018-09-02,21:00,1.2,1021,88.1,11,33,28,,22,,,0,17.9,0.7,265
2018-09-02,22:00,1.0,1021,88.6,11,34,23,,23,,,0,18.0,0.5,258
2018-09-02,23:00,0.9,1020,88.6,4,29,20,,26,,,0,18.1,0.3,26
2018-09-03,,,,,,,,27.56,,19.36,,,,,
2018-09-03,00:00,0.9,1020,89.0,6,33,6,,23,,,0,17.8,0.1,81
2018-09-03,01:00,1.0,1019,88.9,4,31,5,,24,,,0,18.0,0.0,43
2018-09-03,02:00,1.0,1019,85.6,2,24,2,,22,,,0,18.5,0.3,28
2018-09-03,03:00,0.9,1019,86.4,4,24,5,,22,,,0,18.3,0.3,17
2018-09-03,04:00,0.9,1018,91.8,19,31,1,,24,,,0,17.4,0.5,264
2018-09-03,05:00,1.1,1018,93.1,36,37,1,,27,,,0,17.1,0.5,265
2018-09-03,06:00,1.3,1018,92.3,57,42,1,,30,,,3,17.3,0.5,274
2018-09-03,07:00,1.3,1018,90.4,60,44,1,,33,,,16,17.8,0.5,334
2018-09-03,08:00,1.3,1018,85.9,16,27,15,,37,,,60,18.8,0.8,32
2018-09-03,09:00,0.8,1018,81.7,14,23,18,,25,,,158,19.7,0.8,36
2018-09-03,10:00,0.7,1018,70.0,29,27,25,,23,,,546,22.6,0.7,186
2018-09-03,11:00,0.8,1017,61.9,20,27,45,,22,,,547,24.5,0.7,125
2018-09-03,12:00,0.8,1017,60.5,11,22,60,,17,,,318,24.9,0.8,50
