Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,13.58,,,,,,,
2018-09-01,01:00,0.5,1022,72.3,3,19,,,17,,0.5,0,14.1,0.0,284
2018-09-01,02:00,0.5,1022,76.0,1,16,,,19,,0.5,0,13.8,0.1,285
2018-09-01,03:00,0.3,1022,75.5,2,13,,,15,,0.5,0,13.7,0.3,278
2018-09-01,04:00,0.2,1022,74.5,3,20,,,15,,6.3,0,13.6,0.1,301
2018-09-01,05:00,0.3,1022,77.4,9,35,,,16,,2.0,0,13.6,0.2,347
2018-09-01,06:00,0.7,1022,78.3,14,38,,,21,,1.4,0,13.7,0.3,289
2018-09-01,07:00,0.5,1023,78.1,22,38,,,20,,1.2,5,13.6,0.4,292
2018-09-01,08:00,0.4,1023,79.6,8,28,,,21,,1.2,25,13.8,0.4,26
2018-09-01,09:00,0.5,1024,83.3,15,24,,,21,,1.1,32,13.8,0.5,0
2018-09-01,10:00,,1024,84.8,31,32,,,23,,1.3,86,14.4,0.4,344
2018-09-01,11:00,,1024,84.3,4,14,,,20,,1.3,95,14.9,0.8,25
2018-09-01,12:00,,1024,85.0,3,10,,,17,,1.2,134,15.1,1.3,25
2018-09-01,13:00,,1024,86.4,7,12,,,18,,1.2,134,15.2,1.3,10
2018-09-01,14:00,,1024,86.8,1,6,,,15,,1.1,120,14.9,1.5,26
2018-09-01,15:00,0.3,1024,88.7,2,8,,,14,,1.0,86,14.8,1.2,24
2018-09-01,16:00,0.5,1024,92.1,6,14,,,16,,0.5,56,14.4,1.4,18
2018-09-01,17:00,0.6,1025,94.5,25,33,,,16,,0.5,19,13.9,0.9,344
2018-09-01,18:00,0.9,1025,95.8,10,22,,,16,,0.5,7,13.5,0.8,348
2018-09-01,19:00,0.6,1025,96.2,9,16,,,15,,0.5,0,13.0,1.2,354
2018-09-01,20:00,0.5,1025,96.4,3,9,,,12,,0.5,0,12.7,1.2,6
2018-09-01,21:00,0.4,1025,97.1,1,5,,,13,,0.5,0,12.5,1.2,37
2018-09-01,22:00,0.3,1025,97.2,1,4,,,11,,0.5,0,12.5,0.9,48
