Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,13.71,,,,,,,
2018-09-01,01:00,,1021,66.4,1,13,44,,14,,,0,15.7,0.7,310
2018-09-01,02:00,,1021,68.2,1,12,42,,14,,,0,15.4,0.5,327
2018-09-01,03:00,,1021,71.9,1,12,36,,13,,,0,15.2,0.2,277
2018-09-01,04:00,,1021,76.1,1,12,28,,13,,,0,14.6,0.4,297
2018-09-01,05:00,,1022,77.5,1,12,26,,14,,,0,14.3,0.4,300
2018-09-01,06:00,,1022,78.5,1,11,27,,13,,,4,14.1,0.6,296
2018-09-01,07:00,,1022,78.6,1,10,29,,13,,,8,14.2,0.6,288
2018-09-01,08:00,,1023,80.7,1,10,29,,12,,,22,14.2,0.5,282
2018-09-01,09:00,,1023,85.1,1,9,27,,14,,,34,14.0,0.5,314
2018-09-01,10:00,,1024,82.7,1,10,28,,16,,,56,14.8,0.4,304
2018-09-01,11:00,,1024,84.3,2,8,33,,17,,,95,15.0,0.8,325
2018-09-01,12:00,,1024,84.3,1,8,38,,17,,,89,15.6,1.0,338
2018-09-01,13:00,,1024,81.7,1,7,48,,15,,,110,16.5,1.2,344
2018-09-01,14:00,,1024,80.4,1,6,65,,14,,,112,16.9,1.0,13
2018-09-01,15:00,,1024,82.6,1,5,69,,13,,,67,16.5,1.0,14
2018-09-01,16:00,,1024,85.2,1,6,71,,12,,,46,15.8,1.1,19
2018-09-01,17:00,,1024,85.9,1,5,65,,10,,,19,15.5,0.9,13
2018-09-01,18:00,,1024,89.6,1,5,67,,9,,,8,14.7,1.1,359
2018-09-01,19:00,,1024,94.8,1,4,63,,9,,,1,14.0,1.2,348
2018-09-01,20:00,,1025,96.6,1,3,67,,8,,,0,13.6,1.3,355
2018-09-01,21:00,,1025,95.8,1,4,57,,8,,,0,14.0,0.7,350
2018-09-01,22:00,,1025,94.9,1,6,57,,8,,,0,14.3,0.8,38
