Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,13.10,,6.83,,,,,
2018-09-01,01:00,,1021,57.3,1,16,45,,12,,1.3,0,16.7,0.3,311
2018-09-01,02:00,,1021,60.7,1,15,42,,11,,1.1,0,16.1,0.2,243
2018-09-01,03:00,,1021,66.1,1,18,33,,11,,0.5,0,15.3,0.1,201
2018-09-01,04:00,,1021,70.0,1,22,25,,12,,0.5,0,14.6,0.2,255
2018-09-01,05:00,,1021,69.9,1,21,27,,13,,0.5,0,14.1,0.4,324
2018-09-01,06:00,,1021,67.7,1,20,32,,14,,0.5,8,13.9,0.4,330
2018-09-01,07:00,,1022,66.0,1,22,34,,14,,1.3,34,14.0,0.6,330
2018-09-01,08:00,,1022,64.8,2,16,39,,13,,1.3,115,14.3,0.8,320
2018-09-01,09:00,,1022,62.6,2,18,39,,15,,1.1,150,15.2,0.6,325
2018-09-01,10:00,,1023,62.4,2,23,34,,14,,0.5,98,16.1,0.4,326
2018-09-01,11:00,,1023,61.3,3,26,34,,15,,1.1,78,16.8,0.6,307
2018-09-01,12:00,,1023,59.4,2,21,43,,15,,1.6,94,17.3,0.7,347
2018-09-01,13:00,,1023,60.1,1,17,56,,13,,3.3,72,17.4,0.7,351
2018-09-01,14:00,,1023,65.2,1,15,61,,14,,3.2,63,17.2,0.8,1
2018-09-01,15:00,,1023,70.8,1,14,64,,14,,2.1,39,16.9,0.7,8
2018-09-01,16:00,,1023,83.7,1,14,57,,13,,1.2,40,16.1,0.3,195
2018-09-01,17:00,,1023,85.3,1,18,53,,12,,1.0,25,16.2,0.2,137
2018-09-01,18:00,,1023,83.8,1,15,59,,12,,1.1,22,16.2,0.4,322
2018-09-01,19:00,,1023,85.9,1,14,61,,11,,1.1,2,15.8,0.4,310
2018-09-01,20:00,,1023,90.9,1,18,52,,12,,1.2,0,15.2,0.4,279
2018-09-01,21:00,,1023,92.1,1,15,59,,11,,1.1,0,15.1,0.3,300
2018-09-01,22:00,,1023,92.1,1,17,51,,10,,1.1,0,15.2,0.4,307
2018-09-01,23:00,,1023,92.5,1,20,44,,12,,1.0,0,15.3,0.4,313
2018-09-02,,,,,,,,14.83,,12.94,,,,,
2018-09-02,00:00,,1023,92.3,1,15,48,,13,,1.1,0,15.4,0.4,301
2018-09-02,01:00,,1023,92.9,1,15,50,,11,,0.5,0,15.3,0.5,319
2018-09-02,02:00,,1023,92.8,1,13,51,,11,,1.0,0,15.3,0.5,332
2018-09-02,03:00,,1023,91.7,1,10,53,,12,,1.2,0,15.1,0.4,313
2018-09-02,04:00,,1023,91.9,1,10,45,,13,,0.5,0,14.9,0.5,314
2018-09-02,05:00,,1022,90.7,1,9,47,,13,,0.5,0,15.1,0.5,309
2018-09-02,06:00,,1022,91.2,1,9,53,,11,,0.5,0,15.0,0.6,312
2018-09-02,07:00,,1022,91.8,1,11,48,,11,,0.5,3,15.1,0.4,301
2018-09-02,08:00,,1022,92.5,1,12,48,,12,,0.5,8,15.2,0.4,302
2018-09-02,09:00,,1022,91.8,1,18,40,,12,,0.5,19,15.6,0.4,315
2018-09-02,10:00,,1022,90.2,1,19,37,,10,,0.5,30,16.2,0.3,309
2018-09-02,11:00,,1022,87.6,1,16,44,,11,,0.5,60,16.6,0.4,357
