Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,16.45,,,,,,,
2018-09-01,01:00,,1021,81.8,3,19,,,17,,,0,14.0,0.1,105
2018-09-01,02:00,,1021,79.0,1,16,,,17,,,0,14.0,0.3,68
2018-09-01,03:00,,1021,74.5,3,17,,,18,,,0,14.1,0.4,30
2018-09-01,04:00,,1021,71.3,3,17,,,17,,,0,13.6,1.4,356
2018-09-01,05:00,,1021,74.0,3,20,,,17,,,0,12.6,1.1,353
2018-09-01,06:00,,1022,78.2,8,24,,,17,,,3,11.7,0.6,21
2018-09-01,07:00,,1022,79.6,15,25,,,17,,,47,11.6,0.7,18
2018-09-01,08:00,,1023,78.3,12,20,,,16,,,67,11.8,1.8,355
2018-09-01,09:00,,1023,74.4,18,20,,,16,,,289,13.1,1.8,352
2018-09-01,10:00,,1023,68.2,23,22,,,16,,,240,14.9,1.9,2
2018-09-01,11:00,,1023,63.0,13,17,,,14,,,321,16.4,2.4,10
2018-09-01,12:00,,1023,62.9,13,19,,,14,,,147,16.5,2.1,13
2018-09-01,13:00,,1023,64.1,12,19,,,14,,,132,16.5,2.2,2
2018-09-01,14:00,,1023,62.8,11,18,,,15,,,91,16.3,2.5,12
2018-09-01,15:00,,1024,61.7,11,16,,,15,,,101,16.5,2.6,6
2018-09-01,16:00,,1024,58.5,9,15,,,15,,,138,17.0,2.3,7
2018-09-01,17:00,,1024,62.6,11,18,,,16,,,52,16.5,2.0,9
2018-09-01,18:00,,1024,62.3,12,19,,,16,,,32,16.5,1.9,3
2018-09-01,19:00,,1024,62.1,6,19,,,17,,,5,16.4,1.4,359
2018-09-01,20:00,,1024,66.1,6,20,,,18,,,0,15.9,1.5,9
2018-09-01,21:00,,1024,73.0,4,18,,,19,,,0,15.4,1.4,357
2018-09-01,22:00,,1024,75.4,2,14,,,18,,,0,15.1,1.4,349
2018-09-01,23:00,,1024,77.5,4,16,,,16,,,0,14.9,1.2,360
2018-09-02,,,,,,,,14.87,,,,,,,
2018-09-02,00:00,,1024,80.4,2,8,,,14,,,0,14.6,2.0,5
2018-09-02,01:00,,1024,82.4,1,6,,,12,,,0,14.3,2.0,360
2018-09-02,02:00,,1024,93.9,1,5,,,11,,,0,13.0,2.3,348
