Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,14.24,,,,,,,
2018-09-01,01:00,,1024,62.9,1,15,,,,,,0,13.0,0.3,328
2018-09-01,02:00,,1024,62.7,1,15,,,,,,0,12.7,0.3,333
2018-09-01,03:00,,1024,70.7,2,25,,,,,,0,11.5,0.1,126
2018-09-01,04:00,,1024,76.2,1,25,,,,,,0,10.8,0.0,104
2018-09-01,05:00,,1024,79.2,5,27,,,,,,0,10.5,0.1,124
2018-09-01,06:00,,1024,79.1,14,33,,,,,,14,10.2,0.1,132
2018-09-01,07:00,,1024,70.3,3,19,,,,,,77,11.1,0.8,344
2018-09-01,08:00,,1025,66.5,3,13,,,,,,207,12.1,1.1,349
2018-09-01,09:00,,1025,63.0,6,16,,,,,,253,13.7,1.2,357
2018-09-01,10:00,,1025,59.4,7,15,,,,,,287,14.8,1.8,360
2018-09-01,11:00,,1025,61.4,7,18,,,,,,106,14.5,1.3,359
2018-09-01,12:00,,1026,62.2,11,22,,,,,,94,14.4,0.9,35
2018-09-01,13:00,,1026,62.4,8,19,,,,,,99,14.3,1.3,29
2018-09-01,14:00,,1026,66.6,8,25,,,,,,83,14.0,1.3,12
2018-09-01,15:00,,1026,75.1,8,21,,,,,,55,13.5,1.0,23
2018-09-01,16:00,,1026,85.4,6,18,,,,,,71,12.7,0.8,16
2018-09-01,17:00,,1026,84.0,6,20,,,,,,62,13.3,0.6,44
2018-09-01,18:00,,1026,82.3,9,23,,,,,,26,13.3,0.6,27
2018-09-01,19:00,,1026,86.6,4,18,,,,,,9,12.8,0.8,47
2018-09-01,20:00,,1026,87.8,5,16,,,,,,0,12.4,0.8,34
2018-09-01,21:00,,1026,93.2,2,10,,,,,,0,11.5,1.2,9
2018-09-01,22:00,,1026,95.9,3,11,,,,,,0,11.6,0.8,2
2018-09-01,23:00,,1026,96.9,1,10,,,,,,0,11.7,0.8,15
2018-09-02,,,,,,,,15.14,,,,,,,
