Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,01:00,,1022,79.9,1,13,18,,12,,0.5,0,12.7,0.2,157
2018-09-01,02:00,,1022,81.2,1,12,17,,14,,0.5,0,12.5,0.2,179
2018-09-01,03:00,,1022,82.8,1,12,16,,14,,0.5,0,12.0,0.1,169
2018-09-01,04:00,,1022,83.7,2,12,12,,8,,0.5,0,11.6,0.1,178
2018-09-01,05:00,,1022,86.6,4,20,6,,12,,0.5,0,10.4,0.3,169
2018-09-01,06:00,,1022,87.3,6,18,6,,11,,0.5,8,10.0,0.2,170
2018-09-01,07:00,,1022,84.3,6,13,13,,10,,0.5,39,10.5,0.2,171
2018-09-01,08:00,,1023,74.6,9,19,27,,11,,2.5,72,11.5,0.7,5
2018-09-01,09:00,,1023,72.4,7,20,41,,14,,0.5,102,12.0,1.0,9
2018-09-01,10:00,,1023,66.2,6,14,49,,14,,0.5,177,13.3,1.8,14
2018-09-01,11:00,,1023,64.3,3,12,57,,14,,0.5,86,13.3,2.5,14
2018-09-01,12:00,,1023,65.8,3,14,54,,13,,0.5,69,13.2,2.5,14
2018-09-01,13:00,,1024,68.6,5,14,57,,12,,0.5,77,13.1,1.8,10
2018-09-01,14:00,,1024,71.3,4,13,61,,13,,0.5,94,13.0,1.3,7
2018-09-01,15:00,,1024,70.3,5,13,65,,15,,0.5,55,12.9,1.9,8
2018-09-01,16:00,,1024,78.5,4,13,68,,15,,0.5,68,12.2,2.3,11
2018-09-01,17:00,,1024,85.0,3,16,64,,14,,0.5,34,12.1,2.0,14
2018-09-01,18:00,,1024,89.8,3,15,61,,12,,0.5,11,12.1,1.6,14
2018-09-01,19:00,,1024,92.5,4,16,58,,14,,0.5,0,12.1,1.8,14
2018-09-01,20:00,,1024,90.5,1,13,61,,14,,0.5,0,12.3,1.5,7
