Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2013-01-01,,,,,,52,14.32,34.70,
2013-01-01,01:00,1.1,20,41,9,,,,
2013-01-01,02:00,1.7,6,30,19,,,,
2013-01-01,03:00,0.8,8,28,25,,,,
2013-01-01,04:00,0.7,7,24,28,,,,
2013-01-01,05:00,0.6,3,18,35,,,,
2013-01-01,06:00,0.6,3,17,36,,,,
2013-01-01,07:00,0.8,5,18,34,,,,
2013-01-01,08:00,0.7,3,14,37,,,,
2013-01-01,09:00,,3,13,37,,,,
2013-01-01,10:00,,3,16,34,,,,
2013-01-01,11:00,,6,20,33,,,,
2013-01-01,12:00,,9,25,32,,,,
2013-01-01,13:00,0.8,15,30,32,,,,
2013-01-01,14:00,0.9,12,31,29,,,,
2013-01-01,15:00,1.1,18,37,26,,,,
2013-01-01,16:00,1.2,21,48,17,,,,
2013-01-01,17:00,1.4,21,46,16,,,,
2013-01-01,18:00,1.2,11,38,19,,,,
2013-01-01,19:00,1.1,16,38,18,,,,
2013-01-01,20:00,1.3,18,43,22,,,,
2013-01-01,21:00,0.8,15,26,39,,,,
2013-01-01,22:00,0.6,10,20,44,,,,
2013-01-01,23:00,0.6,15,18,43,,,,
2013-01-02,,,,,,14,,6.37,
2013-01-02,00:00,0.5,8,14,45,,,,
2013-01-02,01:00,0.3,5,10,61,,,,
2013-01-02,02:00,0.2,6,11,62,,,,
2013-01-02,03:00,0.2,5,12,59,,,,
2013-01-02,04:00,0.2,4,11,59,,,,
2013-01-02,05:00,0.2,11,20,51,,,,
2013-01-02,06:00,0.4,30,38,37,,,,
2013-01-02,07:00,0.7,34,49,31,,,,
2013-01-02,08:00,0.9,60,59,20,,,,
2013-01-02,09:00,0.9,43,52,25,,,,
2013-01-02,10:00,0.9,49,46,26,,,,
2013-01-02,11:00,0.7,38,37,32,,,,
2013-01-02,12:00,0.6,36,34,34,,,,
2013-01-02,13:00,0.7,40,36,33,,,,
2013-01-02,14:00,0.8,43,38,30,,,,
2013-01-02,15:00,0.9,42,39,31,,,,
2013-01-02,16:00,0.9,38,38,31,,,,
2013-01-02,17:00,0.7,38,41,27,,,,
2013-01-02,18:00,1.3,44,45,23,,,,
2013-01-02,19:00,0.9,40,41,24,,,,
2013-01-02,20:00,0.9,29,33,28,,,,
2013-01-02,21:00,0.9,26,32,28,,,,
2013-01-02,22:00,0.7,16,24,31,,,,
2013-01-02,23:00,0.7,13,23,31,,,,
2013-01-03,,,,,,11,,5.59,
2013-01-03,00:00,0.7,12,19,33,,,,
2013-01-03,01:00,0.5,12,21,34,,,,
2013-01-03,02:00,0.4,7,17,35,,,,
2013-01-03,03:00,0.3,5,13,40,,,,
2013-01-03,04:00,0.3,5,14,44,,,,
