Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2010-02-01,,,,,,34,,,
2010-02-01,01:00,2.2,3,25,,,,,6.4
2010-02-01,02:00,2.5,4,23,,,,,5.1
2010-02-01,03:00,2.0,10,28,,,,,3.7
2010-02-01,04:00,2.1,7,26,,,,,2.2
2010-02-01,05:00,1.2,9,24,,,,,3.5
2010-02-01,06:00,2.6,16,39,,,,,6.7
2010-02-01,07:00,3.0,56,48,,,,,8.4
2010-02-01,08:00,4.8,75,58,,,,,10.7
2010-02-01,09:00,4.5,76,50,,,,,12.8
2010-02-01,10:00,3.5,88,53,,,,,17.0
2010-02-01,11:00,4.3,84,49,,,,,17.6
2010-02-01,12:00,4.5,71,44,,,,,14.9
2010-02-01,13:00,3.2,61,36,,,,,10.3
2010-02-01,14:00,3.1,61,40,,,,,10.9
2010-02-01,15:00,4.3,83,54,,,,,16.5
2010-02-01,16:00,6.2,81,57,,,,,17.9
2010-02-01,17:00,6.1,100,66,,,,,13.4
2010-02-01,18:00,5.0,84,59,,,,,10.2
2010-02-01,19:00,5.7,69,57,,,,,10.0
2010-02-01,20:00,4.6,37,47,,,,,9.8
2010-02-01,21:00,3.5,26,41,,,,,10.8
2010-02-01,22:00,3.1,29,36,,,,,11.3
2010-02-01,23:00,2.9,18,34,,,,,14.8
2010-02-02,,,,,,23,,,
2010-02-02,00:00,1.8,8,27,,,,,14.7
2010-02-02,01:00,1.4,6,24,,,,,12.3
2010-02-02,02:00,1.4,2,22,,,,,9.9
2010-02-02,03:00,1.1,9,22,,,,,8.5
2010-02-02,04:00,,3,23,,,,,10.1
2010-02-02,05:00,,8,25,,,,,9.3
2010-02-02,06:00,,21,28,,,,,6.1
2010-02-02,07:00,2.1,24,22,,,,,2.6
2010-02-02,08:00,1.9,30,27,,,,,2.2
2010-02-02,09:00,1.7,32,23,,,,,1.6
2010-02-02,10:00,2.0,39,25,,,,,1.0
2010-02-02,11:00,2.0,51,29,,,,,2.1
2010-02-02,12:00,2.6,54,32,,,,,4.3
2010-02-02,13:00,2.6,67,33,,,,,5.3
2010-02-02,14:00,2.5,42,30,,,,,2.4
2010-02-02,15:00,4.1,49,35,,,,,2.9
2010-02-02,16:00,3.7,66,41,,,,,9.3
2010-02-02,17:00,3.4,36,33,,,,,5.9
2010-02-02,18:00,2.4,33,33,,,,,6.9
2010-02-02,19:00,2.1,23,32,,,,,13.2
2010-02-02,20:00,1.6,14,36,,,,,37.2
2010-02-02,21:00,1.6,8,29,,,,,26.2
2010-02-02,22:00,1.5,5,36,,,,,63.5
2010-02-02,23:00,1.4,6,43,,,,,101.3
2010-02-03,,,,,,11,,,
2010-02-03,00:00,1.3,3,30,,,,,59.8
2010-02-03,01:00,1.0,3,21,,,,,34.9
2010-02-03,02:00,0.9,1,13,,,,,7.7
2010-02-03,03:00,0.7,1,13,,,,,6.3
2010-02-03,04:00,0.6,1,13,,,,,6.1
2010-02-03,05:00,0.6,3,15,,,,,4.9
2010-02-03,06:00,0.7,20,24,,,,,4.4
2010-02-03,07:00,1.4,34,28,,,,,4.4
2010-02-03,08:00,1.5,34,30,,,,,2.1
2010-02-03,09:00,1.5,47,30,,,,,2.4
2010-02-03,10:00,1.9,48,32,,,,,3.8
2010-02-03,11:00,2.0,61,37,,,,,2.7
2010-02-03,12:00,1.7,48,32,,,,,2.2
2010-02-03,13:00,1.7,57,33,,,,,1.5
2010-02-03,14:00,1.4,38,27,,,,,3.1
2010-02-03,15:00,1.8,49,33,,,,,2.2
2010-02-03,16:00,3.0,56,37,,,,,3.1
2010-02-03,17:00,4.6,109,65,,,,,4.4
2010-02-03,18:00,4.4,68,53,,,,,3.9
2010-02-03,19:00,4.2,50,47,,,,,2.9
2010-02-03,20:00,3.4,31,37,,,,,3.7
2010-02-03,21:00,2.8,26,35,,,,,3.2
2010-02-03,22:00,2.8,25,30,,,,,1.9
2010-02-03,23:00,2.8,20,25,,,,,1.0
2010-02-04,,,,,,23,,,
2010-02-04,00:00,1.6,8,18,,,,,1.0
2010-02-04,01:00,1.1,3,18,,,,,1.0
2010-02-04,02:00,0.9,2,15,,,,,1.0
2010-02-04,03:00,1.0,5,16,,,,,1.0
2010-02-04,04:00,1.0,4,22,,,,,2.4
2010-02-04,05:00,1.3,10,24,,,,,4.3
2010-02-04,06:00,2.4,25,32,,,,,4.8
2010-02-04,07:00,3.1,60,54,,,,,4.4
2010-02-04,08:00,4.7,78,61,,,,,4.8
2010-02-04,09:00,3.7,22,46,,,,,12.7
2010-02-04,10:00,2.8,38,39,,,,,24.0
2010-02-04,11:00,2.8,40,35,,,,,22.1
2010-02-04,12:00,2.0,40,31,,,,,10.8
2010-02-04,13:00,2.1,40,32,,,,,19.6
2010-02-04,14:00,2.0,43,35,,,,,10.4
2010-02-04,15:00,2.6,54,40,,,,,47.7
2010-02-04,16:00,4.0,55,43,,,,,37.4
2010-02-04,17:00,4.1,41,46,,,,,47.4
