Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-03-11,16.20
30-03-11,37.11
29-03-11,27.31
28-03-11,24.12
27-03-11,20.16
26-03-11,15.76
25-03-11,31.80
24-03-11,26.31
23-03-11,31.16
22-03-11,32.31
21-03-11,26.40
20-03-11,26.25
19-03-11,13.22
18-03-11,16.86
17-03-11,32.74
16-03-11,81.37
15-03-11,42.07
14-03-11,41.33
13-03-11,42.91
12-03-11,22.20
11-03-11,15.00
10-03-11,14.25
09-03-11,29.05
08-03-11,19.02
07-03-11,16.70
06-03-11,12.00
05-03-11,52.72
04-03-11,43.32
03-03-11,35.09
02-03-11,40.48
01-03-11,63.56

