Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-03-11,24
30-03-11,56
29-03-11,41
28-03-11,39
27-03-11,27
26-03-11,30
25-03-11,48
24-03-11,46
23-03-11,56
22-03-11,46
21-03-11,40
20-03-11,33
19-03-11,26
18-03-11,15
17-03-11,39
16-03-11,107
15-03-11,58
14-03-11,59
13-03-11,57
12-03-11,36
11-03-11,30
10-03-11,28
09-03-11,60
08-03-11,46
07-03-11,36
06-03-11,30
05-03-11,77
04-03-11,73
03-03-11,52
02-03-11,82
01-03-11,119

