Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-03-11,40
30-03-11,51
29-03-11,47
28-03-11,39
27-03-11,33
26-03-11,22
25-03-11,41
24-03-11,35
23-03-11,45
22-03-11,48
21-03-11,35
20-03-11,25
19-03-11,20
18-03-11,18
17-03-11,52
16-03-11,106
15-03-11,76
14-03-11,62
13-03-11,64
12-03-11,38
11-03-11,28
10-03-11,32
09-03-11,48
08-03-11,37
07-03-11,32
06-03-11,24
05-03-11,62
04-03-11,63
03-03-11,77
02-03-11,70
01-03-11,99

