Datum Zeit,Dresden-Nord PM10
,µg/m³
31-03-11,28
30-03-11,52
29-03-11,39
28-03-11,35
27-03-11,31
26-03-11,23
25-03-11,41
24-03-11,41
23-03-11,47
22-03-11,46
21-03-11,29
20-03-11,26
19-03-11,23
18-03-11,19
17-03-11,44
16-03-11,105
15-03-11,66
14-03-11,62
13-03-11,72
12-03-11,44
11-03-11,24
10-03-11,35
09-03-11,51
08-03-11,36
07-03-11,28
06-03-11,24
05-03-11,62
04-03-11,60
03-03-11,73
02-03-11,63
01-03-11,90

