Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-03-11,9.95
30-03-11,29.22
29-03-11,23.97
28-03-11,22.25
27-03-11,24.34
26-03-11,13.47
25-03-11,23.80
24-03-11,18.93
23-03-11,25.30
22-03-11,27.69
21-03-11,17.45
20-03-11,16.27
19-03-11,13.15
18-03-11,13.39
17-03-11,37.84
16-03-11,82.68
15-03-11,50.48
14-03-11,37.03
13-03-11,47.25
12-03-11,22.97
11-03-11,13.07
10-03-11,14.25
09-03-11,24.11
08-03-11,21.58
07-03-11,11.88
06-03-11,13.23
05-03-11,44.37
04-03-11,37.72
03-03-11,47.31
02-03-11,42.57
01-03-11,57.17

