Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-03-11,14.64
30-03-11,30.74
29-03-11,
28-03-11,21.86
27-03-11,21.27
26-03-11,13.88
25-03-11,24.77
24-03-11,20.64
23-03-11,27.87
22-03-11,29.80
21-03-11,17.11
20-03-11,17.29
19-03-11,15.86
18-03-11,
17-03-11,38.18
16-03-11,87.47
15-03-11,53.56
14-03-11,39.13
13-03-11,50.80
12-03-11,25.38
11-03-11,14.71
10-03-11,17.59
09-03-11,26.62
08-03-11,20.66
07-03-11,12.75
06-03-11,14.31
05-03-11,46.08
04-03-11,40.62
03-03-11,50.67
02-03-11,43.67
01-03-11,63.67

