Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-03-11,15.38
30-03-11,33.41
29-03-11,31.58
28-03-11,26.18
27-03-11,23.08
26-03-11,13.64
25-03-11,26.89
24-03-11,21.42
23-03-11,28.37
22-03-11,32.99
21-03-11,22.20
20-03-11,16.00
19-03-11,13.47
18-03-11,12.72
17-03-11,37.87
16-03-11,82.25
15-03-11,53.91
14-03-11,41.05
13-03-11,46.20
12-03-11,24.75
11-03-11,16.74
10-03-11,18.35
09-03-11,27.12
08-03-11,23.35
07-03-11,18.52
06-03-11,13.42
05-03-11,42.12
04-03-11,41.88
03-03-11,51.12
02-03-11,47.00
01-03-11,63.62

