Datum Zeit,Zittau-Ost PM10
,µg/m³
31-03-11,26
30-03-11,52
29-03-11,38
28-03-11,27
27-03-11,23
26-03-11,19
25-03-11,43
24-03-11,35
23-03-11,46
22-03-11,43
21-03-11,26
20-03-11,33
19-03-11,20
18-03-11,8
17-03-11,44
16-03-11,82
15-03-11,92
14-03-11,51
13-03-11,38
12-03-11,41
11-03-11,32
10-03-11,34
09-03-11,36
08-03-11,27
07-03-11,38
06-03-11,15
05-03-11,45
04-03-11,53
03-03-11,87
02-03-11,70
01-03-11,86

