Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-03-11,14
30-03-11,43
29-03-11,34
28-03-11,28
27-03-11,25
26-03-11,22
25-03-11,36
24-03-11,33
23-03-11,40
22-03-11,35
21-03-11,28
20-03-11,30
19-03-11,16
18-03-11,16
17-03-11,33
16-03-11,87
15-03-11,49
14-03-11,47
13-03-11,57
12-03-11,32
11-03-11,21
10-03-11,20
09-03-11,44
08-03-11,28
07-03-11,28
06-03-11,23
05-03-11,66
04-03-11,54
03-03-11,45
02-03-11,51
01-03-11,78

