Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-03-10,11.52
30-03-10,17.12
29-03-10,10.99
28-03-10,9.82
27-03-10,10.50
26-03-10,37.37
25-03-10,37.80
24-03-10,38.34
23-03-10,32.43
22-03-10,12.78
21-03-10,7.48
20-03-10,17.29
19-03-10,31.11
18-03-10,34.42
17-03-10,27.74
16-03-10,12.05
15-03-10,8.95
14-03-10,8.82
13-03-10,12.94
12-03-10,32.66
11-03-10,55.40
10-03-10,46.47
09-03-10,36.83
08-03-10,20.41
07-03-10,13.13
06-03-10,19.25
05-03-10,10.57
04-03-10,21.11
03-03-10,21.40
02-03-10,16.60
01-03-10,13.36

