Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-03-10,9.03
30-03-10,10.73
29-03-10,13.06
28-03-10,11.29
27-03-10,9.12
26-03-10,24.29
25-03-10,22.45
24-03-10,22.78
23-03-10,21.85
22-03-10,9.48
21-03-10,7.63
20-03-10,14.36
19-03-10,25.46
18-03-10,30.16
17-03-10,21.66
16-03-10,9.12
15-03-10,9.47
14-03-10,9.26
13-03-10,14.48
12-03-10,28.63
11-03-10,50.26
10-03-10,38.95
09-03-10,32.62
08-03-10,17.36
07-03-10,22.16
06-03-10,16.63
05-03-10,10.86
04-03-10,14.89
03-03-10,14.61
02-03-10,13.78
01-03-10,11.76

