Datum Zeit,Niesky PM10
,µg/m³
31-03-10,10
30-03-10,17
29-03-10,9
28-03-10,10
27-03-10,8
26-03-10,31
25-03-10,30
24-03-10,38
23-03-10,20
22-03-10,10
21-03-10,12
20-03-10,24
19-03-10,31
18-03-10,35
17-03-10,
16-03-10,
15-03-10,
14-03-10,5
13-03-10,12
12-03-10,33
11-03-10,54
10-03-10,46
09-03-10,31
08-03-10,13
07-03-10,20
06-03-10,15
05-03-10,7
04-03-10,11
03-03-10,9
02-03-10,12
01-03-10,4

