Datum Zeit,Collmberg PM10
,µg/m³
31-03-10,6
30-03-10,
29-03-10,6
28-03-10,10
27-03-10,9
26-03-10,24
25-03-10,28
24-03-10,37
23-03-10,22
22-03-10,10
21-03-10,10
20-03-10,16
19-03-10,26
18-03-10,31
17-03-10,25
16-03-10,9
15-03-10,9
14-03-10,8
13-03-10,15
12-03-10,34
11-03-10,59
10-03-10,40
09-03-10,31
08-03-10,13
07-03-10,16
06-03-10,15
05-03-10,7
04-03-10,12
03-03-10,13
02-03-10,12
01-03-10,6

