Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-03-10,19
30-03-10,27
29-03-10,16
28-03-10,13
27-03-10,16
26-03-10,42
25-03-10,49
24-03-10,55
23-03-10,47
22-03-10,21
21-03-10,15
20-03-10,22
19-03-10,42
18-03-10,57
17-03-10,39
16-03-10,20
15-03-10,21
14-03-10,11
13-03-10,19
12-03-10,48
11-03-10,75
10-03-10,67
09-03-10,56
08-03-10,31
07-03-10,18
06-03-10,23
05-03-10,23
04-03-10,28
03-03-10,38
02-03-10,27
01-03-10,20

