Datum Zeit,Bautzen PM10
,µg/m³
31-03-10,12
30-03-10,19
29-03-10,11
28-03-10,11
27-03-10,10
26-03-10,30
25-03-10,26
24-03-10,34
23-03-10,28
22-03-10,20
21-03-10,12
20-03-10,24
19-03-10,36
18-03-10,41
17-03-10,26
16-03-10,14
15-03-10,11
14-03-10,9
13-03-10,15
12-03-10,34
11-03-10,67
10-03-10,62
09-03-10,62
08-03-10,24
07-03-10,23
06-03-10,21
05-03-10,11
04-03-10,20
03-03-10,21
02-03-10,20
01-03-10,11

