Datum Zeit,Klingenthal PM10
,µg/m³
31-03-10,11
30-03-10,15
29-03-10,5
28-03-10,7
27-03-10,6
26-03-10,24
25-03-10,28
24-03-10,33
23-03-10,18
22-03-10,12
21-03-10,12
20-03-10,38
19-03-10,24
18-03-10,26
17-03-10,23
16-03-10,8
15-03-10,
14-03-10,
13-03-10,
12-03-10,
11-03-10,
10-03-10,
09-03-10,
08-03-10,22
07-03-10,25
06-03-10,25
05-03-10,20
04-03-10,21
03-03-10,
02-03-10,
01-03-10,

