Datum Zeit,Dresden-Nord PM10
,µg/m³
31-03-10,19
30-03-10,27
29-03-10,17
28-03-10,18
27-03-10,16
26-03-10,45
25-03-10,38
24-03-10,45
23-03-10,43
22-03-10,26
21-03-10,18
20-03-10,30
19-03-10,50
18-03-10,61
17-03-10,41
16-03-10,20
15-03-10,21
14-03-10,13
13-03-10,22
12-03-10,46
11-03-10,73
10-03-10,59
09-03-10,52
08-03-10,28
07-03-10,32
06-03-10,23
05-03-10,21
04-03-10,31
03-03-10,33
02-03-10,30
01-03-10,19

