Datum Zeit,Leipzig-West PM10
,µg/m³
30-09-09,12
29-09-09,24
28-09-09,41
27-09-09,32
26-09-09,29
25-09-09,
24-09-09,
23-09-09,
22-09-09,36
21-09-09,51
20-09-09,37
19-09-09,25
18-09-09,20
17-09-09,14
16-09-09,45
15-09-09,32
14-09-09,17
13-09-09,11
12-09-09,16
11-09-09,17
10-09-09,35
09-09-09,25
08-09-09,21
07-09-09,18
06-09-09,14
05-09-09,10
04-09-09,8
03-09-09,13
02-09-09,16
01-09-09,27

