Datum Zeit,Niesky O3
,µg/m³
01-10-09 00:00,23
30-09-09 23:00,26
30-09-09 22:00,24
30-09-09 21:00,24
30-09-09 20:00,34
30-09-09 19:00,43
30-09-09 18:00,53
30-09-09 17:00,65
30-09-09 16:00,70
30-09-09 15:00,72
30-09-09 14:00,70
30-09-09 13:00,69
30-09-09 12:00,57
30-09-09 11:00,50
30-09-09 10:00,51
30-09-09 09:00,44
30-09-09 08:00,37
30-09-09 07:00,39
30-09-09 06:00,43
30-09-09 05:00,54
30-09-09 04:00,61
30-09-09 03:00,53
30-09-09 02:00,48
30-09-09 01:00,34
30-09-09 00:00,39
29-09-09 23:00,39
29-09-09 22:00,43
29-09-09 21:00,46
29-09-09 20:00,43
29-09-09 19:00,38
29-09-09 18:00,31
29-09-09 17:00,31
29-09-09 16:00,29
29-09-09 15:00,28
29-09-09 14:00,27
29-09-09 13:00,26
29-09-09 12:00,27
29-09-09 11:00,27
29-09-09 10:00,24
29-09-09 09:00,28
29-09-09 08:00,27
29-09-09 07:00,23
29-09-09 06:00,24
29-09-09 05:00,27
29-09-09 04:00,31
29-09-09 03:00,33
29-09-09 02:00,37
29-09-09 01:00,41
29-09-09 00:00,45
28-09-09 23:00,52
28-09-09 22:00,59
28-09-09 21:00,65
28-09-09 20:00,69
28-09-09 19:00,72
28-09-09 18:00,76
28-09-09 17:00,80
28-09-09 16:00,88
28-09-09 15:00,97
28-09-09 14:00,88
28-09-09 13:00,82
28-09-09 12:00,83
28-09-09 11:00,71
28-09-09 10:00,54
28-09-09 09:00,49
28-09-09 08:00,41
28-09-09 07:00,27
28-09-09 06:00,14
28-09-09 05:00,12
28-09-09 04:00,4
28-09-09 03:00,6
28-09-09 02:00,4
28-09-09 01:00,4
28-09-09 00:00,7
27-09-09 23:00,13
27-09-09 22:00,14
27-09-09 21:00,20
27-09-09 20:00,25
27-09-09 19:00,34
27-09-09 18:00,54
27-09-09 17:00,86
27-09-09 16:00,91
27-09-09 15:00,92
27-09-09 14:00,88
27-09-09 13:00,84
27-09-09 12:00,69
27-09-09 11:00,61
27-09-09 10:00,48
27-09-09 09:00,26
27-09-09 08:00,14
27-09-09 07:00,8
27-09-09 06:00,10
27-09-09 05:00,8
27-09-09 04:00,17
27-09-09 03:00,24
27-09-09 02:00,22
27-09-09 01:00,22
27-09-09 00:00,28
26-09-09 23:00,10
26-09-09 22:00,18
26-09-09 21:00,16
26-09-09 20:00,22
26-09-09 19:00,33
26-09-09 18:00,57
26-09-09 17:00,82
26-09-09 16:00,86
26-09-09 15:00,85
26-09-09 14:00,83
26-09-09 13:00,81
26-09-09 12:00,73
26-09-09 11:00,60
26-09-09 10:00,44
26-09-09 09:00,27
26-09-09 08:00,12
26-09-09 07:00,2
26-09-09 06:00,3
26-09-09 05:00,2
26-09-09 04:00,2
26-09-09 03:00,4
26-09-09 02:00,5
26-09-09 01:00,8
26-09-09 00:00,12
25-09-09 23:00,16
25-09-09 22:00,13
25-09-09 21:00,20
25-09-09 20:00,22
25-09-09 19:00,44
25-09-09 18:00,48
25-09-09 17:00,56
25-09-09 16:00,67
25-09-09 15:00,66
25-09-09 14:00,67
25-09-09 13:00,
25-09-09 12:00,
25-09-09 11:00,
25-09-09 10:00,
25-09-09 09:00,37
25-09-09 08:00,23
25-09-09 07:00,5
25-09-09 06:00,6
25-09-09 05:00,12
25-09-09 04:00,11
25-09-09 03:00,19
25-09-09 02:00,20
25-09-09 01:00,18
25-09-09 00:00,18
24-09-09 23:00,25
24-09-09 22:00,25
24-09-09 21:00,30
24-09-09 20:00,38
24-09-09 19:00,46
24-09-09 18:00,54
24-09-09 17:00,59
24-09-09 16:00,65
24-09-09 15:00,60
24-09-09 14:00,59
24-09-09 13:00,51
24-09-09 12:00,
24-09-09 11:00,50
24-09-09 10:00,47
24-09-09 09:00,39
24-09-09 08:00,24
24-09-09 07:00,16
24-09-09 06:00,18
24-09-09 05:00,26
24-09-09 04:00,30
24-09-09 03:00,33
24-09-09 02:00,35
24-09-09 01:00,41
24-09-09 00:00,44
23-09-09 23:00,49
23-09-09 22:00,50
23-09-09 21:00,56
23-09-09 20:00,62
23-09-09 19:00,66
23-09-09 18:00,76
23-09-09 17:00,91
23-09-09 16:00,106
23-09-09 15:00,109
23-09-09 14:00,115
23-09-09 13:00,106
23-09-09 12:00,91
23-09-09 11:00,78
23-09-09 10:00,69
23-09-09 09:00,61
23-09-09 08:00,60
23-09-09 07:00,52
23-09-09 06:00,61
23-09-09 05:00,68
23-09-09 04:00,77
23-09-09 03:00,84
23-09-09 02:00,87
23-09-09 01:00,87
23-09-09 00:00,80
22-09-09 23:00,67
22-09-09 22:00,57
