Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-09-09,8
29-09-09,23
28-09-09,41
27-09-09,22
26-09-09,22
25-09-09,20
24-09-09,20
23-09-09,18
22-09-09,42
21-09-09,49
20-09-09,30
19-09-09,26
18-09-09,17
17-09-09,25
16-09-09,44
15-09-09,34
14-09-09,15
13-09-09,10
12-09-09,17
11-09-09,14
10-09-09,35
09-09-09,22
08-09-09,16
07-09-09,14
06-09-09,11
05-09-09,6
04-09-09,6
03-09-09,8
02-09-09,11
01-09-09,18

