Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-09-09,4.51
29-09-09,13.66
28-09-09,26.87
27-09-09,17.51
26-09-09,12.95
25-09-09,9.62
24-09-09,12.16
23-09-09,11.73
22-09-09,26.34
21-09-09,29.14
20-09-09,25.66
19-09-09,13.89
18-09-09,9.85
17-09-09,14.21
16-09-09,30.01
15-09-09,28.98
14-09-09,9.68
13-09-09,5.79
12-09-09,8.10
11-09-09,7.39
10-09-09,16.54
09-09-09,13.71
08-09-09,10.92
07-09-09,8.87
06-09-09,4.60
05-09-09,3.49
04-09-09,3.06
03-09-09,6.48
02-09-09,8.85
01-09-09,10.81

