Datum Zeit,Plauen-Sued NO
,µg/m³
01-10-09 00:00,5
30-09-09 23:00,14
30-09-09 22:00,19
30-09-09 21:00,31
30-09-09 20:00,65
30-09-09 19:00,88
30-09-09 18:00,92
30-09-09 17:00,70
30-09-09 16:00,76
30-09-09 15:00,
30-09-09 14:00,
30-09-09 13:00,
30-09-09 12:00,
30-09-09 11:00,57
30-09-09 10:00,69
30-09-09 09:00,68
30-09-09 08:00,48
30-09-09 07:00,75
30-09-09 06:00,42
30-09-09 05:00,23
30-09-09 04:00,27
30-09-09 03:00,7
30-09-09 02:00,7
30-09-09 01:00,2
30-09-09 00:00,4
29-09-09 23:00,12
29-09-09 22:00,7
29-09-09 21:00,19
29-09-09 20:00,16
29-09-09 19:00,29
29-09-09 18:00,32
29-09-09 17:00,39
29-09-09 16:00,38
29-09-09 15:00,52
29-09-09 14:00,57
29-09-09 13:00,29
29-09-09 12:00,38
29-09-09 11:00,57
29-09-09 10:00,37
29-09-09 09:00,48
29-09-09 08:00,73
29-09-09 07:00,84
29-09-09 06:00,83
29-09-09 05:00,55
29-09-09 04:00,33
29-09-09 03:00,12
29-09-09 02:00,3
29-09-09 01:00,11
29-09-09 00:00,16
28-09-09 23:00,6
28-09-09 22:00,11
28-09-09 21:00,28
28-09-09 20:00,19
28-09-09 19:00,51
28-09-09 18:00,36
28-09-09 17:00,28
28-09-09 16:00,23
28-09-09 15:00,33
28-09-09 14:00,32
28-09-09 13:00,21
28-09-09 12:00,18
28-09-09 11:00,38
28-09-09 10:00,79
28-09-09 09:00,100
28-09-09 08:00,134
28-09-09 07:00,248
28-09-09 06:00,204
28-09-09 05:00,139
28-09-09 04:00,87
28-09-09 03:00,58
28-09-09 02:00,35
28-09-09 01:00,29
28-09-09 00:00,21
27-09-09 23:00,10
27-09-09 22:00,48
27-09-09 21:00,15
27-09-09 20:00,17
27-09-09 19:00,24
27-09-09 18:00,27
27-09-09 17:00,10
27-09-09 16:00,8
27-09-09 15:00,11
27-09-09 14:00,15
27-09-09 13:00,10
27-09-09 12:00,17
27-09-09 11:00,36
27-09-09 10:00,38
27-09-09 09:00,15
27-09-09 08:00,6
27-09-09 07:00,23
27-09-09 06:00,15
27-09-09 05:00,8
27-09-09 04:00,7
27-09-09 03:00,13
27-09-09 02:00,9
27-09-09 01:00,17
27-09-09 00:00,11
26-09-09 23:00,10
26-09-09 22:00,24
26-09-09 21:00,17
26-09-09 20:00,23
26-09-09 19:00,30
26-09-09 18:00,29
26-09-09 17:00,23
26-09-09 16:00,12
26-09-09 15:00,19
26-09-09 14:00,22
26-09-09 13:00,17
26-09-09 12:00,20
26-09-09 11:00,33
26-09-09 10:00,62
26-09-09 09:00,42
26-09-09 08:00,50
26-09-09 07:00,58
26-09-09 06:00,36
26-09-09 05:00,36
26-09-09 04:00,19
26-09-09 03:00,9
26-09-09 02:00,15
26-09-09 01:00,9
26-09-09 00:00,9
25-09-09 23:00,13
25-09-09 22:00,34
25-09-09 21:00,28
25-09-09 20:00,32
25-09-09 19:00,71
25-09-09 18:00,43
25-09-09 17:00,43
25-09-09 16:00,32
25-09-09 15:00,26
25-09-09 14:00,37
25-09-09 13:00,49
25-09-09 12:00,47
25-09-09 11:00,63
25-09-09 10:00,68
25-09-09 09:00,77
25-09-09 08:00,34
25-09-09 07:00,27
25-09-09 06:00,16
25-09-09 05:00,10
25-09-09 04:00,8
25-09-09 03:00,12
25-09-09 02:00,9
25-09-09 01:00,16
25-09-09 00:00,18
24-09-09 23:00,24
24-09-09 22:00,31
24-09-09 21:00,57
24-09-09 20:00,46
24-09-09 19:00,32
24-09-09 18:00,59
24-09-09 17:00,70
24-09-09 16:00,71
24-09-09 15:00,59
24-09-09 14:00,58
24-09-09 13:00,80
24-09-09 12:00,72
24-09-09 11:00,48
24-09-09 10:00,25
24-09-09 09:00,57
24-09-09 08:00,61
24-09-09 07:00,99
24-09-09 06:00,76
24-09-09 05:00,59
24-09-09 04:00,20
24-09-09 03:00,8
24-09-09 02:00,6
24-09-09 01:00,16
24-09-09 00:00,4
