Datum Zeit,Leipzig-Mitte NO2
,µg/m³
01-10-09 00:00,31
30-09-09 23:00,39
30-09-09 22:00,39
30-09-09 21:00,44
30-09-09 20:00,51
30-09-09 19:00,65
30-09-09 18:00,60
30-09-09 17:00,47
30-09-09 16:00,44
30-09-09 15:00,38
30-09-09 14:00,54
30-09-09 13:00,68
30-09-09 12:00,62
30-09-09 11:00,54
30-09-09 10:00,63
30-09-09 09:00,81
30-09-09 08:00,75
30-09-09 07:00,71
30-09-09 06:00,47
30-09-09 05:00,29
30-09-09 04:00,21
30-09-09 03:00,16
30-09-09 02:00,13
30-09-09 01:00,12
30-09-09 00:00,13
29-09-09 23:00,16
29-09-09 22:00,35
29-09-09 21:00,32
29-09-09 20:00,49
29-09-09 19:00,51
29-09-09 18:00,53
29-09-09 17:00,45
29-09-09 16:00,37
29-09-09 15:00,36
29-09-09 14:00,37
29-09-09 13:00,33
29-09-09 12:00,39
29-09-09 11:00,40
29-09-09 10:00,39
29-09-09 09:00,45
29-09-09 08:00,49
29-09-09 07:00,49
29-09-09 06:00,41
29-09-09 05:00,32
29-09-09 04:00,24
29-09-09 03:00,20
29-09-09 02:00,22
29-09-09 01:00,23
29-09-09 00:00,28
28-09-09 23:00,26
28-09-09 22:00,29
28-09-09 21:00,34
28-09-09 20:00,42
28-09-09 19:00,51
28-09-09 18:00,56
28-09-09 17:00,43
28-09-09 16:00,52
28-09-09 15:00,42
28-09-09 14:00,51
28-09-09 13:00,48
28-09-09 12:00,51
28-09-09 11:00,53
28-09-09 10:00,64
28-09-09 09:00,71
28-09-09 08:00,69
28-09-09 07:00,65
28-09-09 06:00,66
28-09-09 05:00,49
28-09-09 04:00,42
28-09-09 03:00,34
28-09-09 02:00,42
28-09-09 01:00,55
28-09-09 00:00,68
27-09-09 23:00,85
27-09-09 22:00,97
27-09-09 21:00,120
27-09-09 20:00,123
27-09-09 19:00,110
27-09-09 18:00,78
27-09-09 17:00,55
27-09-09 16:00,53
27-09-09 15:00,43
27-09-09 14:00,46
27-09-09 13:00,46
27-09-09 12:00,54
27-09-09 11:00,42
27-09-09 10:00,44
27-09-09 09:00,36
27-09-09 08:00,28
27-09-09 07:00,33
27-09-09 06:00,53
27-09-09 05:00,72
27-09-09 04:00,78
27-09-09 03:00,73
27-09-09 02:00,51
27-09-09 01:00,62
27-09-09 00:00,82
26-09-09 23:00,92
26-09-09 22:00,91
26-09-09 21:00,68
26-09-09 20:00,98
26-09-09 19:00,106
26-09-09 18:00,67
26-09-09 17:00,58
26-09-09 16:00,44
26-09-09 15:00,44
26-09-09 14:00,40
26-09-09 13:00,43
26-09-09 12:00,44
26-09-09 11:00,61
26-09-09 10:00,63
26-09-09 09:00,57
26-09-09 08:00,45
26-09-09 07:00,66
26-09-09 06:00,43
26-09-09 05:00,62
26-09-09 04:00,44
26-09-09 03:00,51
26-09-09 02:00,67
26-09-09 01:00,92
26-09-09 00:00,111
25-09-09 23:00,126
25-09-09 22:00,144
25-09-09 21:00,126
25-09-09 20:00,137
25-09-09 19:00,98
25-09-09 18:00,80
25-09-09 17:00,88
25-09-09 16:00,73
25-09-09 15:00,55
25-09-09 14:00,63
25-09-09 13:00,65
25-09-09 12:00,52
25-09-09 11:00,69
25-09-09 10:00,72
25-09-09 09:00,86
25-09-09 08:00,84
25-09-09 07:00,77
