Datum Zeit,Klingenthal NO2
,µg/m³
01-10-09 00:00,3
30-09-09 23:00,6
30-09-09 22:00,5
30-09-09 21:00,6
30-09-09 20:00,8
30-09-09 19:00,8
30-09-09 18:00,12
30-09-09 17:00,13
30-09-09 16:00,11
30-09-09 15:00,9
30-09-09 14:00,9
30-09-09 13:00,12
30-09-09 12:00,13
30-09-09 11:00,12
30-09-09 10:00,13
30-09-09 09:00,17
30-09-09 08:00,18
30-09-09 07:00,19
30-09-09 06:00,15
30-09-09 05:00,15
30-09-09 04:00,12
30-09-09 03:00,13
30-09-09 02:00,13
30-09-09 01:00,13
30-09-09 00:00,14
29-09-09 23:00,15
29-09-09 22:00,16
29-09-09 21:00,18
29-09-09 20:00,19
29-09-09 19:00,23
29-09-09 18:00,20
29-09-09 17:00,20
29-09-09 16:00,24
29-09-09 15:00,23
29-09-09 14:00,19
29-09-09 13:00,17
29-09-09 12:00,16
29-09-09 11:00,19
29-09-09 10:00,18
29-09-09 09:00,18
29-09-09 08:00,20
29-09-09 07:00,23
29-09-09 06:00,20
29-09-09 05:00,18
29-09-09 04:00,10
29-09-09 03:00,10
29-09-09 02:00,11
29-09-09 01:00,11
29-09-09 00:00,14
28-09-09 23:00,17
28-09-09 22:00,17
28-09-09 21:00,23
28-09-09 20:00,22
28-09-09 19:00,17
28-09-09 18:00,17
28-09-09 17:00,18
28-09-09 16:00,13
28-09-09 15:00,11
28-09-09 14:00,12
28-09-09 13:00,12
28-09-09 12:00,11
28-09-09 11:00,14
28-09-09 10:00,24
28-09-09 09:00,18
28-09-09 08:00,16
28-09-09 07:00,16
28-09-09 06:00,11
28-09-09 05:00,10
28-09-09 04:00,8
28-09-09 03:00,7
28-09-09 02:00,7
28-09-09 01:00,7
28-09-09 00:00,9
27-09-09 23:00,12
27-09-09 22:00,16
27-09-09 21:00,20
27-09-09 20:00,21
27-09-09 19:00,21
27-09-09 18:00,27
27-09-09 17:00,23
27-09-09 16:00,23
27-09-09 15:00,17
27-09-09 14:00,9
27-09-09 13:00,8
27-09-09 12:00,8
27-09-09 11:00,8
27-09-09 10:00,8
27-09-09 09:00,6
27-09-09 08:00,6
27-09-09 07:00,5
27-09-09 06:00,6
27-09-09 05:00,6
27-09-09 04:00,6
27-09-09 03:00,6
27-09-09 02:00,7
27-09-09 01:00,8
27-09-09 00:00,10
26-09-09 23:00,11
26-09-09 22:00,15
26-09-09 21:00,19
26-09-09 20:00,21
26-09-09 19:00,18
26-09-09 18:00,23
26-09-09 17:00,14
26-09-09 16:00,10
26-09-09 15:00,8
26-09-09 14:00,6
26-09-09 13:00,8
26-09-09 12:00,7
26-09-09 11:00,6
26-09-09 10:00,10
26-09-09 09:00,10
26-09-09 08:00,8
26-09-09 07:00,7
26-09-09 06:00,6
26-09-09 05:00,5
26-09-09 04:00,5
26-09-09 03:00,6
26-09-09 02:00,6
26-09-09 01:00,9
26-09-09 00:00,10
25-09-09 23:00,11
25-09-09 22:00,15
25-09-09 21:00,21
25-09-09 20:00,18
25-09-09 19:00,22
25-09-09 18:00,20
25-09-09 17:00,15
25-09-09 16:00,15
25-09-09 15:00,12
25-09-09 14:00,11
25-09-09 13:00,10
25-09-09 12:00,7
25-09-09 11:00,11
25-09-09 10:00,13
25-09-09 09:00,17
25-09-09 08:00,12
25-09-09 07:00,11
25-09-09 06:00,10
25-09-09 05:00,8
25-09-09 04:00,4
25-09-09 03:00,4
25-09-09 02:00,4
25-09-09 01:00,4
25-09-09 00:00,5
24-09-09 23:00,6
24-09-09 22:00,8
24-09-09 21:00,10
24-09-09 20:00,13
24-09-09 19:00,16
24-09-09 18:00,25
24-09-09 17:00,24
24-09-09 16:00,24
24-09-09 15:00,16
24-09-09 14:00,12
24-09-09 13:00,13
24-09-09 12:00,10
24-09-09 11:00,9
24-09-09 10:00,12
24-09-09 09:00,20
24-09-09 08:00,11
24-09-09 07:00,10
24-09-09 06:00,10
24-09-09 05:00,8
24-09-09 04:00,8
24-09-09 03:00,6
24-09-09 02:00,7
24-09-09 01:00,7
24-09-09 00:00,10
23-09-09 23:00,12
23-09-09 22:00,17
23-09-09 21:00,20
23-09-09 20:00,24
23-09-09 19:00,21
23-09-09 18:00,22
23-09-09 17:00,16
23-09-09 16:00,11
23-09-09 15:00,9
23-09-09 14:00,10
23-09-09 13:00,10
23-09-09 12:00,10
23-09-09 11:00,12
23-09-09 10:00,17
23-09-09 09:00,12
23-09-09 08:00,12
23-09-09 07:00,14
23-09-09 06:00,8
23-09-09 05:00,7
23-09-09 04:00,5
23-09-09 03:00,5
23-09-09 02:00,7
23-09-09 01:00,8
23-09-09 00:00,11
22-09-09 23:00,13
22-09-09 22:00,13
22-09-09 21:00,18
22-09-09 20:00,24
22-09-09 19:00,15
22-09-09 18:00,16
22-09-09 17:00,21
22-09-09 16:00,11
22-09-09 15:00,9
22-09-09 14:00,8
22-09-09 13:00,10
22-09-09 12:00,10
22-09-09 11:00,13
22-09-09 10:00,16
22-09-09 09:00,14
22-09-09 08:00,12
22-09-09 07:00,10
22-09-09 06:00,8
22-09-09 05:00,6
22-09-09 04:00,6
22-09-09 03:00,6
22-09-09 02:00,5
22-09-09 01:00,7
22-09-09 00:00,9
21-09-09 23:00,13
21-09-09 22:00,14
21-09-09 21:00,19
21-09-09 20:00,24
21-09-09 19:00,24
21-09-09 18:00,22
21-09-09 17:00,18
21-09-09 16:00,17
21-09-09 15:00,16
21-09-09 14:00,17
21-09-09 13:00,11
21-09-09 12:00,12
21-09-09 11:00,14
21-09-09 10:00,23
21-09-09 09:00,20
21-09-09 08:00,17
21-09-09 07:00,12
21-09-09 06:00,9
21-09-09 05:00,7
21-09-09 04:00,6
21-09-09 03:00,5
21-09-09 02:00,5
21-09-09 01:00,5
21-09-09 00:00,6
20-09-09 23:00,8
20-09-09 22:00,12
20-09-09 21:00,16
20-09-09 20:00,17
20-09-09 19:00,15
20-09-09 18:00,18
20-09-09 17:00,16
20-09-09 16:00,10
20-09-09 15:00,11
20-09-09 14:00,6
20-09-09 13:00,6
20-09-09 12:00,7
20-09-09 11:00,8
20-09-09 10:00,10
20-09-09 09:00,8
20-09-09 08:00,7
20-09-09 07:00,6
20-09-09 06:00,5
20-09-09 05:00,6
20-09-09 04:00,6
20-09-09 03:00,8
20-09-09 02:00,10
20-09-09 01:00,10
20-09-09 00:00,12
19-09-09 23:00,13
19-09-09 22:00,18
19-09-09 21:00,17
19-09-09 20:00,19
19-09-09 19:00,16
19-09-09 18:00,20
19-09-09 17:00,19
19-09-09 16:00,14
19-09-09 15:00,9
19-09-09 14:00,6
19-09-09 13:00,7
19-09-09 12:00,9
19-09-09 11:00,11
19-09-09 10:00,13
19-09-09 09:00,14
19-09-09 08:00,12
19-09-09 07:00,14
19-09-09 06:00,13
19-09-09 05:00,7
19-09-09 04:00,6
19-09-09 03:00,8
19-09-09 02:00,5
19-09-09 01:00,6
19-09-09 00:00,11
18-09-09 23:00,14
18-09-09 22:00,20
18-09-09 21:00,23
18-09-09 20:00,17
18-09-09 19:00,21
18-09-09 18:00,18
18-09-09 17:00,9
18-09-09 16:00,7
18-09-09 15:00,10
18-09-09 14:00,13
18-09-09 13:00,12
18-09-09 12:00,9
18-09-09 11:00,9
18-09-09 10:00,19
18-09-09 09:00,15
18-09-09 08:00,16
18-09-09 07:00,13
18-09-09 06:00,14
18-09-09 05:00,10
18-09-09 04:00,9
18-09-09 03:00,5
18-09-09 02:00,5
18-09-09 01:00,7
18-09-09 00:00,7
17-09-09 23:00,11
17-09-09 22:00,11
17-09-09 21:00,10
17-09-09 20:00,12
17-09-09 19:00,15
17-09-09 18:00,17
17-09-09 17:00,20
17-09-09 16:00,25
17-09-09 15:00,22
17-09-09 14:00,23
17-09-09 13:00,19
17-09-09 12:00,16
17-09-09 11:00,15
17-09-09 10:00,16
17-09-09 09:00,14
17-09-09 08:00,16
17-09-09 07:00,16
17-09-09 06:00,15
17-09-09 05:00,12
17-09-09 04:00,6
17-09-09 03:00,7
17-09-09 02:00,7
17-09-09 01:00,9
17-09-09 00:00,10
16-09-09 23:00,11
16-09-09 22:00,11
16-09-09 21:00,13
16-09-09 20:00,15
16-09-09 19:00,19
16-09-09 18:00,23
16-09-09 17:00,21
16-09-09 16:00,20
16-09-09 15:00,18
16-09-09 14:00,17
16-09-09 13:00,9
16-09-09 12:00,11
16-09-09 11:00,14
16-09-09 10:00,14
16-09-09 09:00,14
16-09-09 08:00,12
16-09-09 07:00,9
16-09-09 06:00,7
16-09-09 05:00,6
16-09-09 04:00,5
16-09-09 03:00,5
16-09-09 02:00,5
16-09-09 01:00,6
16-09-09 00:00,7
15-09-09 23:00,10
15-09-09 22:00,12
15-09-09 21:00,16
15-09-09 20:00,17
15-09-09 19:00,16
15-09-09 18:00,20
15-09-09 17:00,15
15-09-09 16:00,10
15-09-09 15:00,
15-09-09 14:00,
15-09-09 13:00,
15-09-09 12:00,
15-09-09 11:00,
15-09-09 10:00,11
15-09-09 09:00,11
15-09-09 08:00,16
15-09-09 07:00,18
15-09-09 06:00,23
15-09-09 05:00,17
15-09-09 04:00,5
15-09-09 03:00,4
15-09-09 02:00,5
15-09-09 01:00,6
15-09-09 00:00,7
14-09-09 23:00,8
14-09-09 22:00,8
14-09-09 21:00,10
14-09-09 20:00,14
14-09-09 19:00,23
14-09-09 18:00,20
14-09-09 17:00,17
14-09-09 16:00,14
14-09-09 15:00,13
14-09-09 14:00,20
14-09-09 13:00,17
14-09-09 12:00,21
14-09-09 11:00,19
14-09-09 10:00,17
14-09-09 09:00,17
14-09-09 08:00,14
14-09-09 07:00,8
14-09-09 06:00,7
14-09-09 05:00,7
14-09-09 04:00,5
14-09-09 03:00,3
14-09-09 02:00,3
14-09-09 01:00,2
14-09-09 00:00,4
13-09-09 23:00,4
13-09-09 22:00,5
13-09-09 21:00,6
13-09-09 20:00,7
13-09-09 19:00,9
13-09-09 18:00,7
13-09-09 17:00,7
13-09-09 16:00,6
13-09-09 15:00,7
13-09-09 14:00,6
13-09-09 13:00,6
13-09-09 12:00,7
13-09-09 11:00,6
13-09-09 10:00,6
13-09-09 09:00,6
13-09-09 08:00,9
13-09-09 07:00,6
13-09-09 06:00,5
13-09-09 05:00,5
13-09-09 04:00,5
13-09-09 03:00,6
13-09-09 02:00,8
13-09-09 01:00,7
13-09-09 00:00,8
12-09-09 23:00,10
12-09-09 22:00,14
12-09-09 21:00,14
12-09-09 20:00,14
12-09-09 19:00,15
12-09-09 18:00,12
12-09-09 17:00,11
12-09-09 16:00,6
12-09-09 15:00,6
12-09-09 14:00,7
12-09-09 13:00,6
12-09-09 12:00,5
12-09-09 11:00,6
12-09-09 10:00,8
12-09-09 09:00,11
12-09-09 08:00,14
12-09-09 07:00,12
12-09-09 06:00,10
12-09-09 05:00,7
12-09-09 04:00,7
12-09-09 03:00,6
12-09-09 02:00,6
12-09-09 01:00,8
12-09-09 00:00,10
11-09-09 23:00,13
11-09-09 22:00,18
11-09-09 21:00,19
11-09-09 20:00,18
11-09-09 19:00,16
11-09-09 18:00,12
11-09-09 17:00,11
11-09-09 16:00,10
11-09-09 15:00,10
11-09-09 14:00,9
