Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-09-09,13
29-09-09,31
28-09-09,43
27-09-09,28
26-09-09,27
25-09-09,28
24-09-09,24
23-09-09,24
22-09-09,53
21-09-09,55
20-09-09,39
19-09-09,32
18-09-09,26
17-09-09,34
16-09-09,65
15-09-09,42
14-09-09,19
13-09-09,16
12-09-09,22
11-09-09,53
10-09-09,40
09-09-09,21
08-09-09,18
07-09-09,19
06-09-09,13
05-09-09,8
04-09-09,11
03-09-09,11
02-09-09,16
01-09-09,25

