Datum Zeit,Niesky PM10
,µg/m³
30-09-09,11
29-09-09,21
28-09-09,37
27-09-09,26
26-09-09,18
25-09-09,
24-09-09,
23-09-09,25
22-09-09,44
21-09-09,36
20-09-09,33
19-09-09,28
18-09-09,18
17-09-09,26
16-09-09,42
15-09-09,36
14-09-09,14
13-09-09,10
12-09-09,11
11-09-09,16
10-09-09,27
09-09-09,25
08-09-09,18
07-09-09,12
06-09-09,10
05-09-09,8
04-09-09,8
03-09-09,13
02-09-09,16
01-09-09,18

