Datum Zeit,Leipzig-Luetzner Straße NO
,µg/m³
01-10-09 00:00,31
30-09-09 23:00,36
30-09-09 22:00,11
30-09-09 21:00,41
30-09-09 20:00,53
30-09-09 19:00,32
30-09-09 18:00,45
30-09-09 17:00,35
30-09-09 16:00,46
30-09-09 15:00,37
30-09-09 14:00,57
30-09-09 13:00,49
30-09-09 12:00,71
30-09-09 11:00,63
30-09-09 10:00,101
30-09-09 09:00,89
30-09-09 08:00,102
30-09-09 07:00,60
30-09-09 06:00,46
30-09-09 05:00,27
30-09-09 04:00,42
30-09-09 03:00,7
30-09-09 02:00,12
30-09-09 01:00,17
30-09-09 00:00,28
29-09-09 23:00,30
29-09-09 22:00,22
29-09-09 21:00,29
29-09-09 20:00,70
29-09-09 19:00,44
29-09-09 18:00,19
29-09-09 17:00,14
29-09-09 16:00,12
29-09-09 15:00,14
29-09-09 14:00,18
29-09-09 13:00,15
29-09-09 12:00,23
29-09-09 11:00,20
29-09-09 10:00,19
29-09-09 09:00,23
29-09-09 08:00,31
29-09-09 07:00,35
29-09-09 06:00,19
29-09-09 05:00,8
29-09-09 04:00,4
29-09-09 03:00,1
29-09-09 02:00,2
29-09-09 01:00,2
29-09-09 00:00,3
28-09-09 23:00,3
28-09-09 22:00,4
28-09-09 21:00,6
28-09-09 20:00,10
28-09-09 19:00,20
28-09-09 18:00,21
28-09-09 17:00,17
28-09-09 16:00,19
28-09-09 15:00,15
28-09-09 14:00,27
28-09-09 13:00,25
28-09-09 12:00,28
28-09-09 11:00,39
28-09-09 10:00,84
28-09-09 09:00,79
28-09-09 08:00,115
28-09-09 07:00,131
28-09-09 06:00,113
28-09-09 05:00,68
28-09-09 04:00,59
28-09-09 03:00,45
28-09-09 02:00,41
28-09-09 01:00,54
28-09-09 00:00,56
27-09-09 23:00,64
27-09-09 22:00,87
27-09-09 21:00,102
27-09-09 20:00,131
27-09-09 19:00,131
27-09-09 18:00,80
27-09-09 17:00,43
27-09-09 16:00,34
27-09-09 15:00,24
27-09-09 14:00,27
27-09-09 13:00,41
27-09-09 12:00,34
27-09-09 11:00,42
27-09-09 10:00,43
27-09-09 09:00,22
27-09-09 08:00,14
27-09-09 07:00,14
27-09-09 06:00,31
27-09-09 05:00,43
27-09-09 04:00,57
27-09-09 03:00,31
27-09-09 02:00,32
27-09-09 01:00,43
27-09-09 00:00,52
26-09-09 23:00,57
26-09-09 22:00,45
26-09-09 21:00,70
26-09-09 20:00,85
26-09-09 19:00,88
26-09-09 18:00,69
26-09-09 17:00,49
26-09-09 16:00,36
26-09-09 15:00,36
26-09-09 14:00,31
26-09-09 13:00,43
26-09-09 12:00,28
26-09-09 11:00,40
26-09-09 10:00,59
26-09-09 09:00,57
26-09-09 08:00,37
26-09-09 07:00,46
26-09-09 06:00,29
26-09-09 05:00,67
26-09-09 04:00,53
26-09-09 03:00,39
26-09-09 02:00,31
26-09-09 01:00,60
26-09-09 00:00,75
25-09-09 23:00,76
25-09-09 22:00,148
25-09-09 21:00,129
25-09-09 20:00,122
25-09-09 19:00,81
25-09-09 18:00,61
25-09-09 17:00,72
25-09-09 16:00,57
25-09-09 15:00,64
25-09-09 14:00,73
25-09-09 13:00,83
25-09-09 12:00,67
25-09-09 11:00,86
25-09-09 10:00,112
25-09-09 09:00,138
25-09-09 08:00,145
25-09-09 07:00,173
