Datum Zeit,Schwartenberg PM10
,µg/m³
30-09-09,3
29-09-09,18
28-09-09,35
27-09-09,24
26-09-09,19
25-09-09,15
24-09-09,14
23-09-09,15
22-09-09,24
21-09-09,38
20-09-09,32
19-09-09,25
18-09-09,17
17-09-09,10
16-09-09,32
15-09-09,23
14-09-09,9
13-09-09,10
12-09-09,10
11-09-09,11
10-09-09,23
09-09-09,21
08-09-09,15
07-09-09,15
06-09-09,8
05-09-09,5
04-09-09,7
03-09-09,9
02-09-09,8
01-09-09,27

