Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-01-01,01:00,6.4,0.6,63,46,5,,,47.9
2000-01-01,02:00,8.1,0.6,43,38,7,,,41.2
2000-01-01,03:00,5.6,0.3,14,37,5,,,14.4
2000-01-01,04:00,4.8,0.4,16,37,4,,,10.9
2000-01-01,05:00,4.4,0.2,8,30,9,,,9.3
2000-01-01,06:00,2.6,0.2,6,21,18,,,4.6
2000-01-01,07:00,2.3,0.1,3,20,23,,,3.8
2000-01-01,08:00,2.0,0.1,5,19,26,,,3.2
2000-01-01,09:00,2.0,0.1,4,21,26,,,2.6
2000-01-01,10:00,2.0,0.2,4,18,33,,,2.8
2000-01-01,11:00,3.7,0.3,11,21,34,,,3.4
2000-01-01,12:00,2.9,0.3,15,21,36,,,3.3
2000-01-01,13:00,3.6,0.3,16,21,35,,,3.0
2000-01-01,14:00,3.5,0.4,15,23,35,,,3.3
2000-01-01,15:00,3.6,0.7,20,26,32,,,2.5
2000-01-01,16:00,4.6,0.6,,,,,,
2000-01-01,17:00,4.7,0.7,26,33,21,,,2.6
2000-01-01,18:00,5.0,,20,30,20,,,2.8
2000-01-01,19:00,3.9,0.5,16,33,15,,,3.1
2000-01-01,20:00,3.7,0.3,12,32,13,,,2.4
2000-01-01,21:00,2.8,0.3,7,25,16,,,2.6
2000-01-01,22:00,2.4,0.3,8,25,14,,,1.6
2000-01-01,23:00,2.5,0.1,4,22,16,,,3.0
2000-01-02,00:00,2.6,0.2,4,20,19,,,
2000-01-02,01:00,1.9,0.1,2,18,26,,,4.1
2000-01-02,02:00,1.6,0.1,1,13,40,,,2.9
2000-01-02,03:00,0.9,0.1,1,9,58,,,3.1
2000-01-02,04:00,0.6,0.1,1,9,59,,,2.8
2000-01-02,05:00,0.6,0.1,1,9,58,,,2.8
2000-01-02,06:00,0.6,0.1,1,9,60,,,3.8
2000-01-02,07:00,0.6,0.1,1,11,60,,,3.9
2000-01-02,08:00,0.7,0.1,1,14,55,,,4.4
2000-01-02,09:00,1.0,0.1,2,18,47,,,5.8
2000-01-02,10:00,1.5,0.1,2,16,50,,,5.6
2000-01-02,11:00,2.1,0.2,8,19,47,,,4.7
2000-01-02,12:00,1.9,0.3,12,23,46,,,5.0
2000-01-02,13:00,4.1,0.8,16,26,45,,,4.7
2000-01-02,14:00,4.3,0.5,23,30,42,,,5.7
2000-01-02,15:00,4.4,0.6,23,34,39,,,4.4
2000-01-02,16:00,3.9,0.8,,,,,,
2000-01-02,17:00,5.5,0.9,38,48,23,,,5.6
2000-01-02,18:00,4.8,0.8,27,43,22,,,4.8
2000-01-02,19:00,4.9,0.4,18,33,28,,,4.4
2000-01-02,20:00,3.1,0.4,25,33,27,,,4.0
2000-01-02,21:00,3.5,0.3,15,28,31,,,4.1
2000-01-02,22:00,2.9,0.3,13,24,33,,,4.2
2000-01-02,23:00,2.3,0.3,15,25,32,,,4.2
2000-01-03,00:00,2.3,0.2,9,20,35,,,
2000-01-03,01:00,1.8,0.1,5,16,37,,,2.5
2000-01-03,02:00,1.4,0.1,4,14,39,,,2.4
2000-01-03,03:00,1.0,0.1,2,12,43,,,2.4
2000-01-03,04:00,1.0,0.1,5,14,44,,,1.8
2000-01-03,05:00,1.2,0.1,4,14,45,,,2.0
2000-01-03,06:00,1.5,0.2,15,25,38,,,2.2
2000-01-03,07:00,3.0,0.9,37,41,25,,,2.9
