Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-01-01,01:00,2.6,0.1,19,28,5,,,55.1
2000-01-01,02:00,2.2,0.1,2,19,15,,,12.2
2000-01-01,03:00,1.7,0.1,2,18,16,,,6.0
2000-01-01,04:00,1.6,0.1,,,16,,,4.2
2000-01-01,05:00,1.5,,1,18,16,,,
2000-01-01,06:00,1.6,0.1,1,15,18,,,3.8
2000-01-01,07:00,1.6,0.1,1,13,,,,3.1
2000-01-01,08:00,1.5,0.1,1,14,19,,,2.4
2000-01-01,09:00,1.5,0.1,1,13,23,,,2.8
2000-01-01,10:00,1.5,0.1,1,13,27,,,2.7
2000-01-01,11:00,1.3,0.1,1,12,30,,,3.7
2000-01-01,12:00,1.5,0.1,2,12,30,,,4.1
2000-01-01,13:00,1.5,0.1,2,15,27,,,4.0
2000-01-01,14:00,1.6,0.1,3,16,26,,,5.7
2000-01-01,15:00,1.8,0.1,3,16,27,,,3.1
2000-01-01,16:00,2.1,0.2,3,18,24,,,3.1
2000-01-01,17:00,2.0,0.1,5,20,20,,,2.7
2000-01-01,18:00,2.3,0.1,4,21,17,,,3.6
2000-01-01,19:00,2.1,0.2,4,21,15,,,4.9
2000-01-01,20:00,2.1,0.2,4,22,12,,,6.6
2000-01-01,21:00,2.0,0.1,1,21,14,,,4.6
2000-01-01,22:00,1.7,0.1,2,18,25,,,2.4
2000-01-01,23:00,1.2,0.1,1,10,49,,,2.0
2000-01-02,00:00,0.8,0.1,1,8,54,,,1.4
2000-01-02,01:00,0.7,0.1,1,7,57,,,1.0
2000-01-02,02:00,0.7,0.1,1,8,54,,,1.0
2000-01-02,03:00,0.7,0.1,1,7,55,,,1.0
2000-01-02,04:00,0.6,0.1,,,53,,,
2000-01-02,05:00,0.6,0.1,1,8,53,,,1.0
2000-01-02,06:00,0.6,0.1,1,7,55,,,1.0
2000-01-02,07:00,0.6,0.1,1,8,,,,1.0
2000-01-02,08:00,0.8,0.1,1,10,44,,,1.0
2000-01-02,09:00,0.7,0.1,1,10,42,,,1.2
2000-01-02,10:00,1.1,0.2,2,13,41,,,2.6
2000-01-02,11:00,1.4,0.2,4,14,41,,,3.8
2000-01-02,12:00,1.7,0.2,4,13,44,,,3.5
2000-01-02,13:00,1.4,0.2,4,13,44,,,2.0
2000-01-02,14:00,1.5,0.2,4,13,42,,,6.8
2000-01-02,15:00,1.4,0.3,5,15,41,,,6.4
2000-01-02,16:00,1.8,0.3,5,18,37,,,6.6
2000-01-02,17:00,1.7,0.3,3,23,30,,,7.6
2000-01-02,18:00,1.8,0.3,3,25,26,,,9.5
2000-01-02,19:00,1.8,0.2,3,23,25,,,3.8
