Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-01-01,01:00,3.2,0.2,3,28,16,,,
2000-01-01,02:00,3.1,0.2,4,25,18,,,17.4
2000-01-01,03:00,3.0,0.2,2,23,20,,,15.6
2000-01-01,04:00,2.9,0.1,1,23,21,,,15.9
2000-01-01,05:00,2.8,0.1,2,22,21,,,15.7
2000-01-01,06:00,2.8,0.1,1,30,,,,25.2
2000-01-01,07:00,2.9,0.1,1,31,14,,,32.4
2000-01-01,08:00,2.9,0.1,1,27,17,,,28.8
2000-01-01,09:00,3.2,0.1,2,26,16,,,30.3
2000-01-01,10:00,3.1,0.1,2,25,17,,,26.2
2000-01-01,11:00,3.2,0.2,4,25,17,,,23.2
2000-01-01,12:00,3.9,0.2,4,23,19,,,24.7
2000-01-01,13:00,4.3,0.3,7,25,18,,,23.3
2000-01-01,14:00,3.8,0.3,5,27,18,,,21.9
2000-01-01,15:00,4.0,0.2,4,29,16,,,23.8
2000-01-01,16:00,3.9,0.2,4,35,11,,,37.4
2000-01-01,17:00,3.9,0.2,2,35,11,,,32.7
2000-01-01,18:00,4.6,0.3,2,34,10,,,25.6
2000-01-01,19:00,4.2,0.3,4,34,10,,,24.3
2000-01-01,20:00,4.6,0.4,7,35,10,,,19.5
2000-01-01,21:00,4.3,0.5,15,37,8,,,16.0
2000-01-01,22:00,6.3,0.7,,,5,,,13.0
2000-01-01,23:00,3.9,0.4,13,38,6,,,10.8
2000-01-02,00:00,5.0,0.6,26,37,3,,,
2000-01-02,01:00,4.0,0.3,7,31,5,,,
2000-01-02,02:00,3.2,0.4,5,28,5,,,6.1
2000-01-02,03:00,2.6,0.1,4,25,5,,,3.7
2000-01-02,04:00,2.4,0.1,4,23,6,,,4.0
2000-01-02,05:00,1.9,0.1,2,19,14,,,3.5
2000-01-02,06:00,1.3,0.1,1,15,,,,3.4
2000-01-02,07:00,1.0,0.1,3,15,48,,,3.9
2000-01-02,08:00,0.9,0.1,1,14,50,,,3.6
2000-01-02,09:00,0.8,0.1,3,17,47,,,3.1
2000-01-02,10:00,2.5,0.3,5,27,38,,,5.1
2000-01-02,11:00,3.5,0.3,8,30,35,,,4.8
2000-01-02,12:00,2.6,0.2,10,26,38,,,4.8
2000-01-02,13:00,2.8,0.2,11,27,37,,,6.3
2000-01-02,14:00,2.2,0.2,14,27,38,,,6.0
2000-01-02,15:00,2.7,,14,31,37,,,7.0
2000-01-02,16:00,2.5,0.2,10,33,35,,,9.6
2000-01-02,17:00,3.2,0.3,25,45,22,,,7.7
2000-01-02,18:00,3.8,0.3,13,42,22,,,9.1
2000-01-02,19:00,3.1,0.2,16,34,27,,,5.6
2000-01-02,20:00,2.5,0.2,8,30,29,,,7.0
2000-01-02,21:00,2.9,0.2,8,32,25,,,8.1
2000-01-02,22:00,2.4,0.2,,,29,,,7.2
2000-01-02,23:00,2.1,0.1,3,24,31,,,6.0
2000-01-03,00:00,1.6,0.1,1,20,33,,,
2000-01-03,01:00,,0.1,1,18,36,,,
2000-01-03,02:00,,0.1,1,18,37,,,5.1
2000-01-03,03:00,,0.1,1,16,40,,,4.5
2000-01-03,04:00,,0.1,1,19,39,,,4.9
2000-01-03,05:00,,0.1,3,22,,,,5.1
2000-01-03,06:00,1.4,0.1,11,25,38,,,5.7
2000-01-03,07:00,2.6,0.2,21,34,32,,,5.4
2000-01-03,08:00,2.9,0.3,25,37,28,,,5.3
2000-01-03,09:00,2.1,0.1,19,33,30,,,7.3
2000-01-03,10:00,2.7,0.2,17,37,30,,,9.5
2000-01-03,11:00,2.7,0.1,15,30,37,,,6.8
2000-01-03,12:00,2.4,0.2,17,32,38,,,5.6
2000-01-03,13:00,2.3,0.1,10,27,43,,,5.6
2000-01-03,14:00,2.2,0.1,14,33,40,,,4.7
2000-01-03,15:00,2.3,0.2,15,31,41,,,5.3
2000-01-03,16:00,2.9,0.2,15,33,40,,,5.0
2000-01-03,17:00,4.1,0.2,11,31,44,,,4.3
2000-01-03,18:00,3.1,0.2,6,27,48,,,5.1
2000-01-03,19:00,2.1,0.1,8,28,44,,,6.6
2000-01-03,20:00,2.6,0.1,3,28,36,,,9.7
2000-01-03,21:00,2.0,0.1,,,40,,,10.7
2000-01-03,22:00,2.0,0.1,1,29,35,,,16.8
2000-01-03,23:00,1.9,0.1,1,25,35,,,20.4
2000-01-04,00:00,1.8,0.1,1,25,31,,,
2000-01-04,01:00,1.7,0.1,1,26,27,,,
2000-01-04,02:00,1.6,0.1,1,23,29,,,19.3
2000-01-04,03:00,1.4,0.1,1,19,37,,,14.7
2000-01-04,04:00,1.5,0.1,1,23,27,,,16.8
2000-01-04,05:00,1.4,0.1,1,22,,,,15.6
2000-01-04,06:00,1.2,0.1,2,19,51,,,8.6
2000-01-04,07:00,1.5,0.1,9,25,49,,,7.0
2000-01-04,08:00,3.4,0.2,7,32,35,,,17.5
2000-01-04,09:00,2.5,0.2,4,35,24,,,23.8
2000-01-04,10:00,3.1,0.2,6,35,26,,,20.1
2000-01-04,11:00,3.1,0.2,15,39,32,,,9.1
2000-01-04,12:00,2.7,0.2,18,39,29,,,7.8
2000-01-04,13:00,2.6,0.2,19,41,25,,,7.6
2000-01-04,14:00,3.2,,32,46,21,,,7.0
2000-01-04,15:00,3.1,0.2,10,37,24,,,7.1
2000-01-04,16:00,2.8,0.2,7,37,19,,,11.7
2000-01-04,17:00,3.3,0.2,6,48,9,,,26.6
2000-01-04,18:00,3.5,0.2,6,45,11,,,31.4
2000-01-04,19:00,3.1,0.1,2,40,14,,,32.8
2000-01-04,20:00,2.3,0.1,1,28,24,,,22.2
2000-01-04,21:00,2.1,0.1,,,29,,,12.2
2000-01-04,22:00,1.9,0.1,1,24,29,,,11.6
2000-01-04,23:00,1.9,0.1,1,23,29,,,10.2
2000-01-05,00:00,1.6,0.1,1,17,39,,,
2000-01-05,01:00,1.4,0.1,1,14,43,,,
2000-01-05,02:00,1.3,0.1,1,14,42,,,4.3
2000-01-05,03:00,1.3,0.1,1,14,42,,,3.8
2000-01-05,04:00,1.3,0.1,1,14,,,,3.2
2000-01-05,05:00,1.2,0.1,2,16,44,,,4.7
2000-01-05,06:00,1.7,0.1,7,20,47,,,4.2
2000-01-05,07:00,1.6,0.1,12,21,59,,,3.2
2000-01-05,08:00,1.9,0.1,18,29,49,,,3.8
2000-01-05,09:00,2.0,0.1,17,31,44,,,4.0
2000-01-05,10:00,2.1,0.1,19,27,48,,,4.6
2000-01-05,11:00,1.9,0.1,16,24,50,,,4.8
2000-01-05,12:00,1.8,0.1,16,24,51,,,5.7
2000-01-05,13:00,1.6,0.1,18,26,51,,,5.8
2000-01-05,14:00,2.3,0.1,20,29,49,,,6.1
2000-01-05,15:00,2.5,0.2,24,34,44,,,7.2
2000-01-05,16:00,2.8,0.4,29,43,36,,,6.9
2000-01-05,17:00,8.5,1.2,58,67,13,,,8.8
2000-01-05,18:00,7.0,0.8,43,64,11,,,12.2
2000-01-05,19:00,7.0,1.0,54,63,10,,,14.2
2000-01-05,20:00,13.7,2.1,,,4,,,14.9
2000-01-05,21:00,11.0,1.5,79,72,3,,,12.6
2000-01-05,22:00,6.7,0.9,35,59,6,,,9.1
2000-01-05,23:00,4.3,0.3,20,45,14,,,7.1
2000-01-06,00:00,3.3,0.2,6,34,22,,,
2000-01-06,01:00,2.6,0.1,6,25,31,,,
2000-01-06,02:00,2.0,0.1,1,20,34,,,7.4
2000-01-06,03:00,1.9,0.1,1,24,31,,,20.5
2000-01-06,04:00,1.8,0.1,3,24,,,,24.0
2000-01-06,05:00,2.0,0.1,9,28,29,,,19.7
2000-01-06,06:00,2.2,0.1,13,33,25,,,19.1
2000-01-06,07:00,2.2,0.1,5,38,23,,,28.7
2000-01-06,08:00,2.8,0.1,11,43,17,,,27.3
2000-01-06,09:00,2.8,0.1,4,32,22,,,21.4
2000-01-06,10:00,2.3,0.1,3,20,33,,,15.6
2000-01-06,11:00,1.9,0.1,4,17,37,,,12.9
2000-01-06,12:00,1.9,0.1,3,15,42,,,14.0
2000-01-06,13:00,2.0,0.1,6,20,38,,,18.2
2000-01-06,14:00,1.7,,6,22,40,,,16.7
2000-01-06,15:00,2.1,0.1,2,15,48,,,10.7
2000-01-06,16:00,1.7,0.1,2,18,47,,,11.6
2000-01-06,17:00,2.2,0.1,2,25,38,,,14.5
2000-01-06,18:00,2.3,0.1,1,35,28,,,20.0
2000-01-06,19:00,3.0,0.1,1,47,17,,,21.5
2000-01-06,20:00,,0.1,,,27,,,16.5
2000-01-06,21:00,,0.1,1,30,30,,,18.4
2000-01-06,22:00,,0.1,1,35,25,,,20.1
2000-01-06,23:00,,0.1,1,39,19,,,27.1
2000-01-07,00:00,,0.1,1,39,17,,,
2000-01-07,01:00,2.8,0.1,1,41,13,,,
2000-01-07,02:00,2.9,0.1,1,40,11,,,26.6
2000-01-07,03:00,2.9,0.1,2,37,,,,22.2
2000-01-07,04:00,2.4,0.1,1,30,20,,,16.9
2000-01-07,05:00,2.2,0.1,2,29,18,,,13.4
2000-01-07,06:00,2.6,0.2,9,34,15,,,13.1
2000-01-07,07:00,4.0,0.5,35,45,7,,,14.0
2000-01-07,08:00,5.8,0.7,53,46,5,,,15.2
2000-01-07,09:00,4.2,0.3,18,40,6,,,15.7
2000-01-07,10:00,4.4,0.5,23,40,5,,,19.3
2000-01-07,11:00,5.0,0.4,25,40,5,,,19.4
2000-01-07,12:00,4.5,0.4,27,39,8,,,17.7
2000-01-07,13:00,4.4,0.3,18,30,16,,,19.3
2000-01-07,14:00,4.1,0.3,14,31,17,,,20.3
2000-01-07,15:00,4.1,0.3,12,34,14,,,19.8
2000-01-07,16:00,4.2,0.3,15,39,11,,,22.8
2000-01-07,17:00,4.5,0.3,14,44,6,,,25.6
2000-01-07,18:00,4.2,0.3,7,45,3,,,44.0
2000-01-07,19:00,3.9,0.2,,,4,,,36.8
2000-01-07,20:00,3.7,0.2,7,49,2,,,27.8
2000-01-07,21:00,3.4,0.2,3,46,3,,,26.3
2000-01-07,22:00,2.9,0.2,1,41,7,,,18.7
2000-01-07,23:00,3.0,0.2,1,37,9,,,16.6
2000-01-08,00:00,3.0,0.1,1,38,10,,,
2000-01-08,01:00,3.0,0.1,1,36,11,,,
2000-01-08,02:00,3.2,0.1,1,32,14,,,14.5
2000-01-08,03:00,3.0,0.1,1,28,,,,13.1
2000-01-08,04:00,3.1,0.2,1,31,11,,,12.8
2000-01-08,05:00,3.7,0.2,1,37,4,,,15.1
2000-01-08,06:00,4.1,0.2,3,39,2,,,17.2
2000-01-08,07:00,3.8,0.2,3,40,2,,,20.1
2000-01-08,08:00,3.8,0.2,3,39,2,,,20.6
2000-01-08,09:00,3.9,0.2,7,35,6,,,15.1
2000-01-08,10:00,5.2,0.4,13,33,9,,,14.5
2000-01-08,11:00,5.0,0.3,11,30,13,,,15.2
2000-01-08,12:00,4.2,0.2,8,29,14,,,13.9
2000-01-08,13:00,3.6,,7,28,18,,,13.9
2000-01-08,14:00,3.2,0.2,5,27,19,,,14.1
2000-01-08,15:00,3.8,0.3,5,29,15,,,15.2
2000-01-08,16:00,4.3,0.3,5,33,12,,,16.7
2000-01-08,17:00,4.7,0.3,3,37,8,,,16.8
2000-01-08,18:00,5.4,0.4,3,40,6,,,19.9
2000-01-08,19:00,5.5,0.4,,,10,,,19.1
2000-01-08,20:00,5.5,0.4,3,35,14,,,15.9
2000-01-08,21:00,5.4,0.3,1,32,15,,,15.2
2000-01-08,22:00,4.7,0.3,1,32,16,,,16.3
2000-01-08,23:00,4.8,0.3,1,31,15,,,16.8
2000-01-09,00:00,4.6,0.2,1,29,17,,,
2000-01-09,01:00,4.2,0.2,1,28,17,,,
2000-01-09,02:00,4.2,0.2,1,29,,,,17.9
2000-01-09,03:00,4.3,0.2,1,30,14,,,16.7
2000-01-09,04:00,4.4,0.2,1,30,12,,,17.2
2000-01-09,05:00,4.2,0.2,1,31,10,,,18.7
2000-01-09,06:00,4.3,0.2,1,29,11,,,17.7
2000-01-09,07:00,4.3,0.2,1,30,9,,,18.4
2000-01-09,08:00,4.5,0.3,1,30,8,,,22.3
2000-01-09,09:00,4.8,0.3,1,27,11,,,20.6
2000-01-09,10:00,4.7,0.3,3,25,13,,,19.7
2000-01-09,11:00,5.5,0.4,8,27,12,,,19.6
2000-01-09,12:00,5.2,0.4,5,24,15,,,21.4
2000-01-09,13:00,4.9,0.3,5,25,15,,,21.1
2000-01-09,14:00,4.9,0.4,6,25,16,,,17.9
2000-01-09,15:00,5.4,0.4,5,26,16,,,16.5
2000-01-09,16:00,5.8,0.4,4,28,13,,,17.0
2000-01-09,17:00,5.3,0.4,5,30,11,,,15.8
2000-01-09,18:00,7.0,0.7,,,7,,,14.4
2000-01-09,19:00,7.0,1.0,33,43,4,,,13.6
2000-01-09,20:00,6.6,0.8,19,37,5,,,12.1
2000-01-09,21:00,7.4,1.0,27,39,2,,,12.1
2000-01-09,22:00,7.4,0.6,15,35,4,,,11.3
2000-01-09,23:00,6.1,0.5,23,38,2,,,10.3
2000-01-10,00:00,5.8,0.5,9,33,3,,,
2000-01-10,01:00,5.6,0.3,5,32,3,,,
2000-01-10,02:00,3.8,0.2,3,30,,,,6.2
2000-01-10,03:00,2.3,0.1,1,21,22,,,6.5
2000-01-10,04:00,2.0,0.1,2,21,21,,,4.4
2000-01-10,05:00,1.9,0.1,5,22,21,,,4.7
2000-01-10,06:00,2.0,0.1,14,28,17,,,5.6
2000-01-10,07:00,2.7,0.3,26,35,14,,,7.3
2000-01-10,08:00,4.3,0.4,37,47,11,,,7.4
2000-01-10,09:00,4.1,0.3,39,54,11,,,8.5
2000-01-10,10:00,3.6,0.3,38,53,20,,,10.7
2000-01-10,11:00,5.5,0.5,41,52,17,,,9.3
2000-01-10,12:00,2.8,0.2,35,46,27,,,7.5
2000-01-10,13:00,3.3,,35,42,33,,,8.6
2000-01-10,14:00,2.4,0.1,26,37,35,,,6.8
2000-01-10,15:00,,0.2,25,40,34,,,6.0
2000-01-10,16:00,,0.4,24,42,31,,,6.4
2000-01-10,17:00,,0.7,37,50,19,,,5.3
2000-01-10,18:00,,0.2,,,17,,,6.0
2000-01-10,19:00,,0.2,13,34,18,,,5.2
2000-01-10,20:00,2.5,0.1,8,29,18,,,4.6
2000-01-10,21:00,2.4,0.1,4,23,17,,,3.3
2000-01-10,22:00,1.9,0.1,6,22,19,,,3.2
2000-01-10,23:00,1.9,0.1,4,22,18,,,4.9
2000-01-11,00:00,1.6,0.1,3,20,18,,,
2000-01-11,01:00,1.4,0.1,1,18,,,,
2000-01-11,02:00,1.4,0.1,1,16,19,,,4.0
2000-01-11,03:00,1.4,0.1,1,18,16,,,3.8
2000-01-11,04:00,1.4,0.1,2,21,15,,,4.1
2000-01-11,05:00,1.4,0.1,5,23,14,,,4.8
2000-01-11,06:00,2.3,0.1,25,35,6,,,4.8
2000-01-11,07:00,2.4,0.1,13,30,14,,,5.2
2000-01-11,08:00,3.0,0.7,25,49,22,,,8.6
2000-01-11,09:00,6.1,0.8,65,73,6,,,12.3
2000-01-11,10:00,5.0,0.2,13,40,24,,,19.2
2000-01-11,11:00,1.9,0.1,5,21,39,,,22.9
2000-01-11,12:00,2.2,0.1,6,20,43,,,18.6
2000-01-11,13:00,1.7,0.1,4,17,46,,,24.2
2000-01-11,14:00,2.8,0.1,4,19,44,,,26.3
2000-01-11,15:00,2.7,0.1,3,20,43,,,17.5
2000-01-11,16:00,2.2,0.1,2,21,42,,,15.8
2000-01-11,17:00,2.3,0.1,,,38,,,15.7
2000-01-11,18:00,3.1,0.2,5,30,32,,,17.0
2000-01-11,19:00,2.8,0.1,2,29,30,,,19.9
2000-01-11,20:00,2.5,0.1,1,27,29,,,22.9
2000-01-11,21:00,2.3,0.1,2,27,28,,,22.3
2000-01-11,22:00,2.4,0.1,1,27,26,,,29.4
2000-01-11,23:00,2.2,0.1,1,32,22,,,38.4
2000-01-12,00:00,1.9,0.1,1,23,29,,,
2000-01-12,01:00,1.8,0.1,1,19,,,,
2000-01-12,02:00,2.0,0.1,1,18,34,,,19.4
2000-01-12,03:00,2.0,0.1,1,19,33,,,19.3
2000-01-12,04:00,2.0,0.1,1,15,37,,,19.2
2000-01-12,05:00,2.1,0.1,3,18,35,,,17.5
2000-01-12,06:00,2.4,0.1,4,20,32,,,15.5
2000-01-12,07:00,2.7,0.1,2,24,30,,,16.5
2000-01-12,08:00,2.8,0.1,2,22,31,,,13.9
2000-01-12,09:00,2.7,0.1,2,20,33,,,12.8
2000-01-12,10:00,2.5,0.1,4,19,34,,,17.6
2000-01-12,11:00,2.9,0.2,11,21,34,,,24.5
2000-01-12,12:00,2.6,,5,17,40,,,21.2
2000-01-12,13:00,2.3,0.1,4,17,45,,,19.2
2000-01-12,14:00,2.4,0.1,5,20,45,,,21.2
2000-01-12,15:00,2.6,0.1,4,22,47,,,17.6
2000-01-12,16:00,3.6,0.3,15,34,40,,,18.5
2000-01-12,17:00,4.7,0.4,,,39,,,20.5
2000-01-12,18:00,3.4,0.2,6,39,36,,,29.9
2000-01-12,19:00,3.6,0.2,8,36,37,,,24.0
2000-01-12,20:00,3.0,0.1,6,26,46,,,19.6
2000-01-12,21:00,2.4,0.1,4,19,54,,,17.1
2000-01-12,22:00,2.4,0.1,1,15,57,,,18.7
2000-01-12,23:00,2.2,0.1,1,16,53,,,18.9
2000-01-13,00:00,2.5,0.1,1,17,,,,
2000-01-13,01:00,2.3,0.1,1,13,49,,,
2000-01-13,02:00,2.2,0.1,1,13,51,,,14.1
2000-01-13,03:00,2.1,0.1,1,12,53,,,14.3
2000-01-13,04:00,2.1,0.1,1,11,54,,,15.4
2000-01-13,05:00,2.2,0.1,1,12,53,,,15.0
2000-01-13,06:00,2.2,0.1,4,13,54,,,17.2
2000-01-13,07:00,2.4,0.2,8,18,52,,,18.8
2000-01-13,08:00,2.8,0.2,7,17,53,,,18.6
2000-01-13,09:00,2.8,0.2,15,22,49,,,19.2
2000-01-13,10:00,3.4,0.2,20,23,50,,,22.2
2000-01-13,11:00,3.7,0.3,19,24,49,,,21.3
2000-01-13,12:00,3.1,0.1,4,16,53,,,21.2
2000-01-13,13:00,3.1,0.2,5,19,52,,,21.7
2000-01-13,14:00,3.3,0.2,4,20,49,,,21.8
2000-01-13,15:00,3.9,0.2,4,22,47,,,21.6
2000-01-13,16:00,4.2,0.2,,,47,,,24.1
2000-01-13,17:00,3.7,0.1,2,22,49,,,24.0
2000-01-13,18:00,3.3,0.1,1,20,49,,,21.0
2000-01-13,19:00,2.8,0.1,1,17,49,,,19.1
2000-01-13,20:00,2.8,0.1,1,17,49,,,20.7
2000-01-13,21:00,2.6,0.1,1,14,51,,,20.4
2000-01-13,22:00,2.4,0.1,1,12,55,,,15.9
2000-01-13,23:00,2.1,0.1,1,10,57,,,13.1
2000-01-14,00:00,2.1,0.1,1,9,,,,
2000-01-14,01:00,2.2,0.1,1,9,57,,,
2000-01-14,02:00,2.2,0.1,1,9,56,,,11.2
2000-01-14,03:00,2.2,0.1,1,10,54,,,11.4
2000-01-14,04:00,2.3,0.1,1,11,53,,,12.7
2000-01-14,05:00,2.4,0.1,1,13,51,,,14.7
2000-01-14,06:00,2.4,0.1,1,18,44,,,17.0
2000-01-14,07:00,2.7,0.1,3,26,36,,,19.1
