Datum Zeit,Leipzig-Mitte PM10
,µg/m³
29-02-08,40
28-02-08,40
27-02-08,26
26-02-08,37
25-02-08,46
24-02-08,43
23-02-08,28
22-02-08,40
21-02-08,56
20-02-08,47
19-02-08,48
18-02-08,47
17-02-08,26
16-02-08,22
15-02-08,22
14-02-08,51
13-02-08,110
12-02-08,94
11-02-08,67
10-02-08,74
09-02-08,47
08-02-08,42
07-02-08,28
06-02-08,16
05-02-08,28
04-02-08,46
03-02-08,27
02-02-08,18
01-02-08,21

