Datum Zeit,Schwartenberg PM10
,µg/m³
29-02-08,15
28-02-08,18
27-02-08,14
26-02-08,11
25-02-08,19
24-02-08,8
23-02-08,16
22-02-08,16
21-02-08,19
20-02-08,22
19-02-08,14
18-02-08,9
17-02-08,12
16-02-08,9
15-02-08,11
14-02-08,15
13-02-08,63
12-02-08,42
11-02-08,22
10-02-08,11
09-02-08,21
08-02-08,10
07-02-08,15
06-02-08,4
05-02-08,6
04-02-08,18
03-02-08,18
02-02-08,6
01-02-08,5

