Datum Zeit,Schwartenberg PM2.5
,µg/m³
29-02-08,10.86
28-02-08,
27-02-08,13.12
26-02-08,
25-02-08,16.41
24-02-08,
23-02-08,12.51
22-02-08,
21-02-08,14.18
20-02-08,
19-02-08,9.07
18-02-08,
17-02-08,6.74
16-02-08,
15-02-08,13.17
14-02-08,
13-02-08,46.30
12-02-08,
11-02-08,18.51
10-02-08,
09-02-08,16.30
08-02-08,
07-02-08,9.83
06-02-08,
05-02-08,4.71
04-02-08,
03-02-08,19.66
02-02-08,
01-02-08,4.36

