Datum Zeit,Zittau-Ost PM10
,µg/m³
29-02-08,40
28-02-08,28
27-02-08,13
26-02-08,28
25-02-08,25
24-02-08,27
23-02-08,15
22-02-08,24
21-02-08,40
20-02-08,48
19-02-08,30
18-02-08,27
17-02-08,24
16-02-08,16
15-02-08,11
14-02-08,29
13-02-08,76
12-02-08,78
11-02-08,80
10-02-08,47
09-02-08,47
08-02-08,45
07-02-08,14
06-02-08,9
05-02-08,26
04-02-08,23
03-02-08,18
02-02-08,9
01-02-08,14

