Datum Zeit,Goerlitz PM10
,µg/m³
29-02-08,45
28-02-08,31
27-02-08,21
26-02-08,32
25-02-08,34
24-02-08,28
23-02-08,20
22-02-08,27
21-02-08,45
20-02-08,54
19-02-08,33
18-02-08,39
17-02-08,21
16-02-08,15
15-02-08,15
14-02-08,36
13-02-08,84
12-02-08,98
11-02-08,60
10-02-08,51
09-02-08,50
08-02-08,43
07-02-08,20
06-02-08,12
05-02-08,34
04-02-08,28
03-02-08,24
02-02-08,11
01-02-08,18

